episode_id_mt5,symbol,direction,signal_msc,processing_msc,request_msc,quote_msc,entry_msc_mt5,exit_msc_mt5,requested_volume,filled_volume,closed_volume,entry_price_mt5,exit_price_mt5,sl_mt5,tp_mt5,risk_amount,gross_profit,commission,fee,swap,net_profit,gross_r_mt5,net_r,hold_seconds,exit_reason,entry_deals,exit_deals,position_identifier,month_mt5,episode_id_python,score,long_score,short_score,market_cluster_id,t0_msc,signal_processing_msc,distance_index,distance_atr,atr14_m5,entry_msc_python,entry_bid,entry_ask,entry_price_python,entry_spread,pip_size,tick_size,stops_distance,distance,sl_python,tp_python,status,exit_msc_python,exit_price_python,gross_pips,gross_r_python,mfe_60,mae_60,mfe_300,mae_300,mfe_900,mae_900,tp_touch_seconds,sl_touch_seconds,entry_eligible_msc,source_quote_msc,month_python,calendar_segment,_merge
usdjpy_only_ml_202506_20260912_USDJPY_mh_113,USDJPY,-1,1749659637750,1749659639365,1749659640000,1749659639713,1749659640000,1749660540021,0.05,0.05,0.05,145.004,145.096,145.284,144.724,9.64,-3.17,0,0,0,-3.17,-0.32883817427386,-0.32883817427386,900.021,TIME,1,1,42,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_113,0.048194514261692,-0.088272659005186,0.048194514261692,tstech_real_202501_202506_20260910_202506:1061,1749659637750,1749659639365,5,2,0.139711594368,1749659639713,145.004,145.006,145.004,0.002,0.01,0.001,0,0.28,145.284,144.724,TIME,1749660539797,145.095,-9.100000000001,-0.325,0.021,0.026,0.096,0.026,0.096,0.185,,,1749659639365,1749659637679,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_117,USDJPY,1,1749665950250,1749665955943,1749665955960,1749665955946,1749665955960,1749666856091,0.06,0.06,0.06,144.678,144.615,144.464,144.892,8.89,-2.61,0,0,0,-2.61,-0.29358830146232,-0.29358830146232,900.131,TIME,1,1,44,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_117,0.040587929617563,0.040587929617563,-0.09261133860335,tstech_real_202501_202506_20260910_202506:1101,1749665950250,1749665955943,5,2,0.10659299221,1749665955946,144.676,144.678,144.678,0.002,0.01,0.001,0,0.214,144.464,144.892,TIME,1749666856011,144.616,-6.199999999998,-0.289719626168,0.018,0.005,0.018,0.016,0.018,0.07,,,1749665955943,1749665950181,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_118,USDJPY,1,1749668083750,1749668084068,1749668085266,1749668085236,1749668085266,1749668985514,0.07,0.07,0.07,144.512,144.528,144.331,144.693,8.78,0.77,0,0,0,0.77,0.087699316628702,0.087699316628702,900.248,TIME,1,1,46,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_118,0.027735535080557,0.027735535080557,-0.086582661657603,tstech_real_202501_202506_20260910_202506:1102,1749668083750,1749668084068,5,2,0.090201299163,1749668084088,144.51,144.512,144.512,0.002,0.01,0.001,0,0.181,144.331,144.693,TIME,1749668984248,144.527,1.499999999999,0.082872928177,0.01,0.022,0.01,0.047,0.029,0.074,,,1749668084068,1749668083452,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_119,USDJPY,1,1749677043000,1749677049382,1749677049907,1749677049581,1749677049907,1749677953791,0.1,0.1,0.1,144.408,144.475,144.27,144.546,9.57,4.64,0,0,0,4.64,0.48484848484848,0.48484848484848,903.884,TIME,1,1,48,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_119,0.029375644993217,0.029375644993217,-0.11312905669023,tstech_real_202501_202506_20260910_202506:1117,1749677043000,1749677049382,5,2,0.068862208054,1749677049441,144.405,144.408,144.408,0.003,0.01,0.001,0,0.138,144.27,144.546,TIME,1749677950303,144.477,6.900000000002,0.5,0.01,0.013,0.048,0.013,0.08,0.026,,,1749677049382,1749677042929,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_137,USDJPY,-1,1749724663250,1749724663281,1749724663327,1749724663306,1749724663327,1749725564229,0.08,0.08,0.08,144.098,144.02,144.261,143.935,9.04,4.33,0,0,0,4.33,0.47898230088496,0.47898230088496,900.902,TIME,1,1,50,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_137,0.043639624461242,-0.14319489196558,0.043639624461242,tstech_real_202501_202506_20260910_202506:1252,1749724663250,1749724663281,5,2,0.081391824581,1749724663285,144.097,144.1,144.097,0.003,0.01,0.001,0,0.163,144.26,143.934,TIME,1749725564233,144.018,7.900000000001,0.484662576687,0.014,0.035,0.022,0.035,0.083,0.047,,,1749724663281,1749724663247,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_140,USDJPY,-1,1749728489000,1749728489592,1749728489608,1749728489598,1749728489608,1749729286513,0.08,0.08,0.08,143.931,143.766,144.096,143.766,9.16,9.18,0,0,0,9.18,1.0021834061135,1.0021834061135,796.905,TP,1,1,52,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_140,0.027931461884653,-0.13454756124167,0.027931461884653,tstech_real_202501_202506_20260910_202506:1282,1749728489000,1749728489592,5,2,0.08204864473,1749728489598,143.931,143.933,143.931,0.002,0.01,0.001,0,0.165,144.096,143.766,TP,1749729291558,143.766,16.499999999999,1,0.038,0.005,0.132,0.005,0.172,0.005,801.96,,1749728489592,1749728488734,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_165,USDJPY,-1,1749784531750,1749784532185,1749784532209,1749784532207,1749784532209,1749784741152,0.07,0.07,0.07,143.112,142.916,143.308,142.916,9.57,9.6,0,0,0,9.6,1.0031347962382,1.0031347962382,208.943,TP,1,1,54,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_165,0.075348602017384,-0.095087189128745,0.075348602017384,tstech_real_202501_202506_20260910_202506:1508,1749784531750,1749784532185,5,2,0.09781456537,1749784532186,143.117,143.121,143.117,0.004,0.01,0.001,0,0.196,143.313,142.921,TP,1749784733242,142.921,19.6,1,0.125,0,0.255,0,0.255,0,201.056,,1749784532185,1749784531503,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_167,USDJPY,-1,1749786630750,1749786631092,1749786634909,1749786634645,1749786634909,1749787534981,0.05,0.05,0.05,143.123,143.007,143.396,142.85,9.52,4.06,0,0,0,4.06,0.42647058823529,0.42647058823529,900.072,TIME,1,1,56,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_167,0.078070970069945,-0.084651861762656,0.078070970069945,tstech_real_202501_202506_20260910_202506:1553,1749786630750,1749786631092,5,2,0.136270936711,1749786633179,143.121,143.124,143.121,0.003,0.01,0.001,0,0.273,143.394,142.848,TIME,1749787533293,143.007,11.4,0.417582417582,0.023,0.025,0.196,0.029,0.203,0.029,,,1749786631092,1749786630736,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_169,USDJPY,-1,1749790567250,1749790567701,1749790567720,1749790567719,1749790567720,1749791469109,0.05,0.05,0.05,143.246,143.147,143.514,142.978,9.34,3.46,0,0,0,3.46,0.37044967880086,0.37044967880086,901.389,TIME,1,1,58,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_169,0.048581579654112,-0.083898500921932,0.048581579654112,tstech_real_202501_202506_20260910_202506:1624,1749790567250,1749790567701,5,2,0.133699359561,1749790567702,143.248,143.251,143.248,0.003,0.01,0.001,0,0.268,143.516,142.98,TIME,1749791469105,143.147,10.1,0.376865671642,0.034,0.031,0.085,0.046,0.159,0.046,,,1749790567701,1749790566995,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_173,USDJPY,-1,1749795575000,1749795575117,1749795575935,1749795575834,1749795575935,1749796477934,0.06,0.06,0.06,143.39,143.579,143.623,143.157,9.73,-7.9,0,0,0,-7.9,-0.81192189105858,-0.81192189105858,901.999,TIME,1,1,60,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_173,0.064946853701739,-0.14264076969919,0.064946853701739,tstech_real_202501_202506_20260910_202506:1658,1749795575000,1749795575117,5,2,0.116447687722,1749795575484,143.39,143.394,143.39,0.004,0.01,0.001,0,0.233,143.623,143.157,TIME,1749796475623,143.579,-18.900000000002,-0.811158798283,0.007,0.035,0.007,0.085,0.007,0.207,,,1749795575117,1749795574996,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_231,USDJPY,-1,1750068836000,1750068836397,1750068836441,1750068836440,1750068836441,1750069736561,0.09,0.09,0.09,144.326,144.363,144.474,144.178,9.22,-2.31,0,0,0,-2.31,-0.25054229934924,-0.25054229934924,900.12,TIME,1,1,62,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_231,0.054008928848661,-0.14337827104319,0.054008928848661,tstech_real_202501_202506_20260910_202506:2172,1750068836000,1750068836397,5,2,0.073936465756,1750068836440,144.326,144.329,144.326,0.003,0.01,0.001,0,0.148,144.474,144.178,TIME,1750069736727,144.365,-3.900000000002,-0.263513513514,0.009,0.026,0.026,0.068,0.035,0.068,,,1750068836397,1750068835640,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_242,USDJPY,-1,1750096012500,1750096012597,1750096012618,1750096012599,1750096012618,1750096914190,0.07,0.07,0.07,144.055,144.054,144.249,143.861,9.41,0.05,0,0,0,0.05,0.0053134962805526,0.0053134962805526,901.572,TIME,1,1,64,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_242,0.021277235434557,-0.09574437174302,0.021277235434557,tstech_real_202501_202506_20260910_202506:2264,1750096012500,1750096012597,5,2,0.096985265927,1750096012599,144.055,144.058,144.055,0.003,0.01,0.001,0,0.194,144.249,143.861,TIME,1750097084086,144.023,3.200000000001,0.164948453608,0.011,0.068,0.069,0.068,0.097,0.068,,,1750096012597,1750096012457,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_243,USDJPY,-1,1750098887750,1750098888113,1750098888165,1750098888158,1750098888165,1750099790816,0.08,0.08,0.08,144.19,144.098,144.365,144.015,9.7,5.11,0,0,0,5.11,0.52680412371134,0.52680412371134,902.651,TIME,1,1,66,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_243,0.034579899991613,-0.097722552682282,0.034579899991613,tstech_real_202501_202506_20260910_202506:2281,1750098887750,1750098888113,5,2,0.087276475963,1750098888113,144.19,144.193,144.19,0.003,0.01,0.001,0,0.175,144.365,144.015,TIME,1750099850090,144.116,7.399999999998,0.422857142857,0.058,0.007,0.108,0.007,0.14,0.007,,,1750098888113,1750098887592,202506,5,both
