episode_id_mt5,symbol,direction,signal_msc,processing_msc,request_msc,quote_msc,entry_msc_mt5,exit_msc_mt5,requested_volume,filled_volume,closed_volume,entry_price_mt5,exit_price_mt5,sl_mt5,tp_mt5,risk_amount,gross_profit,commission,fee,swap,net_profit,gross_r_mt5,net_r,hold_seconds,exit_reason,entry_deals,exit_deals,position_identifier,month_mt5,episode_id_python,score,long_score,short_score,market_cluster_id,t0_msc,signal_processing_msc,distance_index,distance_atr,atr14_m5,entry_msc_python,entry_bid,entry_ask,entry_price_python,entry_spread,pip_size,tick_size,stops_distance,distance,sl_python,tp_python,status,exit_msc_python,exit_price_python,gross_pips,gross_r_python,mfe_60,mae_60,mfe_300,mae_300,mfe_900,mae_900,tp_touch_seconds,sl_touch_seconds,entry_eligible_msc,source_quote_msc,month_python,calendar_segment,_merge
usdjpy_only_ml_202506_20260912_USDJPY_mh_7,USDJPY,-1,1748970206250,1748970207300,1748970207314,1748970207300,1748970207314,1748970361866,0.09,0.09,0.09,143.682,143.833,143.832,143.532,9.39,-9.45,0,0,0,-9.45,-1.0063897763578,-1.0063897763578,154.552,SL,1,1,2,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_7,0.044131882102597,-0.12235349935544,0.044131882102597,tstech_real_202501_202506_20260910_202506:38,1748970206250,1748970207300,5,2,0.07486879594,1748970207300,143.682,143.685,143.682,0.003,0.01,0.001,0,0.15,143.832,143.532,SL,1748970361866,143.833,-15.100000000001,-1.006666666667,0.068,0.007,0.068,0.242,0.068,0.26,,154.566,1748970207300,1748970206121,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_29,USDJPY,-1,1749051723000,1749051723135,1749051724763,1749051724722,1749051724763,1749052625012,0.06,0.06,0.06,143.624,143.56,143.837,143.411,8.89,2.67,0,0,0,2.67,0.30033745781777,0.30033745781777,900.249,TIME,1,1,4,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_29,0.038410509904477,-0.062882899380466,0.038410509904477,tstech_real_202501_202506_20260910_202506:203,1749051723000,1749051723135,5,2,0.106448859563,1749051724687,143.626,143.628,143.626,0.002,0.01,0.001,0,0.213,143.839,143.413,TIME,1749052624972,143.557,6.900000000002,0.323943661972,0.062,0.001,0.083,0.001,0.119,0.001,,,1749051723135,1749051722971,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_30,USDJPY,-1,1749052822750,1749052822810,1749052822855,1749052822853,1749052822855,1749053722986,0.06,0.06,0.06,143.52,143.681,143.728,143.312,8.68,-6.72,0,0,0,-6.72,-0.7741935483871,-0.7741935483871,900.131,TIME,1,1,6,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_30,0.049982719782196,-0.067493414810844,0.049982719782196,tstech_real_202501_202506_20260910_202506:215,1749052822750,1749052822810,5,2,0.103823195436,1749052822853,143.52,143.521,143.52,0.001,0.01,0.001,0,0.208,143.728,143.312,TIME,1749053722985,143.681,-16.1,-0.774038461538,0.007,0.05,0.007,0.128,0.007,0.165,,,1749052822810,1749052822666,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_33,USDJPY,-1,1749057601500,1749057601958,1749057603491,1749057603079,1749057603491,1749058504184,0.05,0.05,0.05,143.254,143.181,143.503,143.005,8.68,2.55,0,0,0,2.55,0.29377880184332,0.29377880184332,900.693,TIME,1,1,8,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_33,0.028743905249171,-0.049002649566817,0.028743905249171,tstech_real_202501_202506_20260910_202506:250,1749057601500,1749057601958,5,2,0.12401485748,1749057602191,143.255,143.256,143.255,0.001,0.01,0.001,0,0.249,143.504,143.006,TIME,1749058502257,143.174,8.099999999999,0.325301204819,0.004,0.045,0.048,0.045,0.106,0.045,,,1749057601958,1749057601346,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_35,USDJPY,1,1749061046750,1749061047125,1749061048821,1749061048759,1749061048821,1749061949293,0.06,0.06,0.06,143.133,142.998,142.917,143.349,9.07,-5.66,0,0,0,-5.66,-0.62403528114664,-0.62403528114664,900.472,TIME,1,1,10,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_35,0.028298646589712,0.028298646589712,-0.068659202863212,tstech_real_202501_202506_20260910_202506:264,1749061046750,1749061047125,5,2,0.1075346287,1749061047163,143.132,143.134,143.134,0.002,0.01,0.001,0,0.216,142.918,143.35,TIME,1749061947250,142.998,-13.6,-0.62962962963,0,0.045,0,0.176,0,0.2,,,1749061047125,1749061046738,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_36,USDJPY,1,1749062670500,1749062670572,1749062671216,1749062670766,1749062671216,1749063573555,0.06,0.06,0.06,142.939,142.947,142.728,143.15,8.87,0.34,0,0,0,0.34,0.038331454340473,0.038331454340473,902.339,TIME,1,1,12,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_36,0.020669128849294,0.020669128849294,-0.064455477368626,tstech_real_202501_202506_20260910_202506:270,1749062670500,1749062670572,5,2,0.105389621684,1749062670750,142.938,142.94,142.94,0.002,0.01,0.001,0,0.211,142.729,143.151,TIME,1749063600208,142.912,-2.799999999999,-0.132701421801,0.047,0.015,0.089,0.015,0.089,0.028,,,1749062670572,1749062670436,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_46,USDJPY,1,1749137186000,1749137187139,1749137187210,1749137187190,1749137187210,1749137400227,0.11,0.11,0.11,143.175,143.027,143.053,143.297,9.38,-11.38,0,0,0,-11.38,-1.2132196162047,-1.2132196162047,213.017,SL,1,1,14,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_46,0.022430591633809,0.022430591633809,-0.12754173143985,tstech_real_202501_202506_20260910_202506:338,1749137186000,1749137187139,5,2,0.060590673678,1749137187190,143.172,143.175,143.175,0.003,0.01,0.001,0,0.122,143.053,143.297,SL,1749137400227,143.027,-14.800000000002,-1.213114754099,0,0.031,0.051,0.401,0.051,0.401,,213.037,1749137187139,1749137185638,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_47,USDJPY,-1,1749138164250,1749138164408,1749138164492,1749138164491,1749138164492,1749138556639,0.07,0.07,0.07,142.922,143.11,143.106,142.738,9,-9.2,0,0,0,-9.2,-1.0222222222222,-1.0222222222222,392.147,SL,1,1,16,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_47,0.081948772654979,-0.1075380945504,0.081948772654979,tstech_real_202501_202506_20260910_202506:370,1749138164250,1749138164408,5,2,0.091694136247,1749138164491,142.922,142.924,142.922,0.002,0.01,0.001,0,0.184,143.106,142.738,SL,1749138556639,143.11,-18.800000000002,-1.021739130435,0.02,0.025,0.02,0.159,0.02,0.794,,392.148,1749138164408,1749138164237,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_48,USDJPY,-1,1749139204250,1749139204941,1749139205011,1749139204993,1749139205011,1749140105107,0.05,0.05,0.05,143.425,143.25,143.703,143.147,9.67,6.11,0,0,0,6.11,0.63185108583247,0.63185108583247,900.096,TIME,1,1,18,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_48,0.057002801014766,-0.052672402141254,0.057002801014766,tstech_real_202501_202506_20260910_202506:394,1749139204250,1749139204941,5,2,0.138798657325,1749139204955,143.424,143.426,143.424,0.002,0.01,0.001,0,0.278,143.702,143.146,TIME,1749140117091,143.285,13.900000000001,0.5,0.015,0.067,0.015,0.107,0.201,0.11,,,1749139204941,1749139204194,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_55,USDJPY,-1,1749147441500,1749147441569,1749147443643,1749147443642,1749147443643,1749148343646,0.04,0.04,0.04,143.701,143.762,143.996,143.406,8.19,-1.7,0,0,0,-1.7,-0.20757020757021,-0.20757020757021,900.003,TIME,1,1,20,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_55,0.045581725043514,-0.078861306788796,0.045581725043514,tstech_real_202501_202506_20260910_202506:536,1749147441500,1749147441569,5,2,0.147002759028,1749147441575,143.695,143.696,143.695,0.001,0.01,0.001,0,0.295,143.99,143.4,TIME,1749148341614,143.763,-6.800000000001,-0.230508474576,0.004,0.032,0.1,0.032,0.107,0.08,,,1749147441569,1749147441492,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_56,USDJPY,-1,1749148477500,1749148478236,1749148479000,1749148478699,1749148479000,1749149388420,0.05,0.05,0.05,143.759,143.919,144.03,143.488,9.41,-5.56,0,0,0,-5.56,-0.59086078639745,-0.59086078639745,909.42,TIME,1,1,22,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_56,0.033879650158401,-0.1024967314138,0.033879650158401,tstech_real_202501_202506_20260910_202506:542,1749148477500,1749148478236,5,2,0.13541510985,1749148478699,143.759,143.76,143.759,0.001,0.01,0.001,0,0.271,144.03,143.488,TIME,1749149379606,143.918,-15.900000000002,-0.586715867159,0.025,0.015,0.03,0.018,0.03,0.216,,,1749148478236,1749148477371,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_62,USDJPY,-1,1749224860000,1749224860033,1749224860093,1749224860070,1749224860093,1749225760094,0.05,0.05,0.05,144.505,144.679,144.767,144.243,9.05,-6.01,0,0,0,-6.01,-0.66408839779006,-0.66408839779006,900.001,TIME,1,1,24,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_62,0.11122899133612,-0.075153624532703,0.11122899133612,tstech_real_202501_202506_20260910_202506:594,1749224860000,1749224860033,5,2,0.130954716774,1749224860070,144.505,144.507,144.505,0.002,0.01,0.001,0,0.262,144.767,144.243,TIME,1749225760075,144.679,-17.400000000001,-0.664122137405,0.045,0.024,0.045,0.12,0.058,0.184,,,1749224860033,1749224859997,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_63,USDJPY,-1,1749226107750,1749226107805,1749226108028,1749226108008,1749226108028,1749227008094,0.05,0.05,0.05,144.671,144.84,144.949,144.393,9.59,-5.83,0,0,0,-5.83,-0.60792492179353,-0.60792492179353,900.066,TIME,1,1,26,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_63,0.057298563528838,-0.050234524576393,0.057298563528838,tstech_real_202501_202506_20260910_202506:603,1749226107750,1749226107805,5,2,0.138617416231,1749226108008,144.671,144.672,144.671,0.001,0.01,0.001,0,0.278,144.949,144.393,TIME,1749227008451,144.838,-16.7,-0.60071942446,0.034,0.006,0.116,0.01,0.116,0.194,,,1749226107805,1749226107589,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_64,USDJPY,-1,1749227418750,1749227419024,1749227419241,1749227419160,1749227419241,1749228319289,0.05,0.05,0.05,144.857,144.973,145.131,144.583,9.44,-4,0,0,0,-4,-0.42372881355932,-0.42372881355932,900.048,TIME,1,1,28,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_64,0.045410097452854,-0.056379681291488,0.045410097452854,tstech_real_202501_202506_20260910_202506:615,1749227418750,1749227419024,5,2,0.136697907285,1749227419040,144.858,144.86,144.858,0.002,0.01,0.001,0,0.274,145.132,144.584,TIME,1749228319523,144.974,-11.599999999999,-0.423357664234,0.022,0.099,0.105,0.106,0.116,0.117,,,1749227419024,1749227418660,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_65,USDJPY,1,1749229130500,1749229130574,1749229131514,1749229131294,1749229131514,1749230031771,0.05,0.05,0.05,144.837,144.89,144.572,145.102,9.16,1.83,0,0,0,1.83,0.19978165938865,0.19978165938865,900.257,TIME,1,1,30,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_65,0.028570027725716,0.028570027725716,-0.065640890493684,tstech_real_202501_202506_20260910_202506:632,1749229130500,1749229130574,5,2,0.132096338419,1749229131092,144.834,144.837,144.837,0.003,0.01,0.001,0,0.265,144.572,145.102,TIME,1749230031109,144.888,5.100000000002,0.192452830189,0.038,0.03,0.145,0.03,0.147,0.036,,,1749229130574,1749229130289,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_66,USDJPY,1,1749230277250,1749230277329,1749230277379,1749230277329,1749230277379,1749231177653,0.05,0.05,0.05,144.863,144.719,144.6,145.126,9.09,-4.98,0,0,0,-4.98,-0.54785478547855,-0.54785478547855,900.274,TIME,1,1,32,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_66,0.021025790069234,0.021025790069234,-0.053154023305151,tstech_real_202501_202506_20260910_202506:644,1749230277250,1749230277329,5,2,0.131133577666,1749230277329,144.861,144.863,144.863,0.002,0.01,0.001,0,0.263,144.6,145.126,TIME,1749231177532,144.719,-14.400000000001,-0.54752851711,0.024,0.009,0.082,0.009,0.082,0.246,,,1749230277329,1749230277039,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_78,USDJPY,-1,1749531617000,1749531617061,1749531617076,1749531617061,1749531617076,1749532041337,0.08,0.08,0.08,145.117,145.293,145.293,144.941,9.69,-9.69,0,0,0,-9.69,-1,-1,424.261,SL,1,1,34,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_78,0.029604597397215,-0.093546561487503,0.029604597397215,tstech_real_202501_202506_20260910_202506:751,1749531617000,1749531617061,5,2,0.087949646159,1749531617061,145.117,145.122,145.117,0.005,0.01,0.001,0,0.176,145.293,144.941,SL,1749532041337,145.293,-17.600000000002,-1,0,0.15,0,0.15,0,0.178,,424.276,1749531617061,1749531616994,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_97,USDJPY,-1,1749577867250,1749577868218,1749577868227,1749577868219,1749577868227,1749578768337,0.1,0.1,0.1,144.815,144.838,144.95,144.68,9.31,-1.59,0,0,0,-1.59,-0.17078410311493,-0.17078410311493,900.11,TIME,1,1,36,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_97,0.022530697612509,-0.10364240289861,0.022530697612509,tstech_real_202501_202506_20260910_202506:910,1749577867250,1749577868218,5,2,0.0673719133,1749577868219,144.815,144.818,144.815,0.003,0.01,0.001,0,0.135,144.95,144.68,TIME,1749578768366,144.837,-2.199999999999,-0.162962962963,0.025,0.007,0.029,0.023,0.033,0.049,,,1749577868218,1749577867227,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_111,USDJPY,1,1749657362000,1749657362266,1749657362311,1749657362266,1749657362311,1749658263234,0.05,0.05,0.05,144.582,144.776,144.303,144.861,9.67,6.7,0,0,0,6.7,0.6928645294726,0.6928645294726,900.923,TIME,1,1,38,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_111,0.025229562734037,0.025229562734037,-0.013986443836244,tstech_real_202501_202506_20260910_202506:1028,1749657362000,1749657362266,5,2,0.139355406048,1749657362266,144.581,144.582,144.582,0.001,0.01,0.001,0,0.279,144.303,144.861,TIME,1749658262732,144.778,19.6,0.702508960573,0.058,0.01,0.15,0.01,0.24,0.01,,,1749657362266,1749657361940,202506,5,both
usdjpy_only_ml_202506_20260912_USDJPY_mh_112,USDJPY,-1,1749658497000,1749658498300,1749658498380,1749658498359,1749658498380,1749659368932,0.05,0.05,0.05,144.62,144.906,144.906,144.334,9.87,-9.87,0,0,0,-9.87,-1,-1,870.552,SL,1,1,40,202506,tstech_real_202501_202506_20260910_202506:tstech_real_202501_202506_20260910_202506_USDJPY_mh_112,0.071094282806066,-0.086057567942651,0.071094282806066,tstech_real_202501_202506_20260910_202506:1052,1749658497000,1749658498300,5,2,0.14294053467,1749658498359,144.62,144.623,144.62,0.003,0.01,0.001,0,0.286,144.906,144.334,SL,1749659368932,144.906,-28.6,-1,0.004,0.046,0.004,0.068,0.004,0.312,,870.573,1749658498300,1749658496972,202506,5,both
