t0_msc,expected_direction,actual_direction,long_error,short_error
1749626831500,0,0,3.400058012914542e-16,4.85722573273506e-16
1749629338500,0,0,3.608224830031759e-16,-4.666406150377611e-16
1749631695750,0,0,-4.718447854656915e-16,5.551115123125783e-17
1749636012250,0,0,-2.0816681711721685e-16,7.28583859910259e-17
1749637147750,0,0,-3.642919299551295e-16,-2.3592239273284576e-16
1749639624250,0,0,-1.3183898417423734e-16,-4.85722573273506e-16
1749642606250,0,0,-3.3306690738754696e-16,-2.740863092043355e-16
1749654258000,0,0,-9.71445146547012e-17,2.445960101127298e-16
1749655801500,0,0,0.0,4.440892098500626e-16
1749657362000,1,1,-2.5326962749261384e-16,-3.382710778154774e-16
1749658497000,-1,-1,6.938893903907228e-17,-2.498001805406602e-16
1749659637750,-1,-1,3.885780586188048e-16,-4.579669976578771e-16
1749660941250,0,0,1.97758476261356e-16,-1.1102230246251565e-16
1749662424500,0,0,2.983724378680108e-16,7.28583859910259e-17
1749664965750,0,0,2.7755575615628914e-16,-1.249000902703301e-16
1749665950250,1,1,9.020562075079397e-17,-8.326672684688674e-17
1749668083750,1,1,3.2959746043559335e-16,-1.942890293094024e-16
1749677043000,1,1,-3.469446951953614e-16,4.85722573273506e-16
1749678194750,0,0,-1.3877787807814457e-16,3.7470027081099033e-16
1749679268750,0,0,2.3592239273284576e-16,-1.3183898417423734e-16
1749680589000,0,0,-1.3877787807814457e-17,-9.020562075079397e-17
1749683399500,0,0,0.0,2.8622937353617317e-16
1749686122750,0,0,-3.3306690738754696e-16,4.996003610813204e-16
1749698805750,0,0,8.326672684688674e-17,-4.649058915617843e-16
1749700085250,0,0,1.6653345369377348e-16,4.649058915617843e-16
1749701161500,0,0,4.0939474033052647e-16,7.632783294297951e-17
1749702233500,0,0,-3.638582490861353e-16,-5.551115123125783e-17
1749703326250,0,0,-2.914335439641036e-16,-3.400058012914542e-16
1749704742750,0,0,5.065392549852277e-16,1.491862189340054e-16
1749714416500,0,0,4.926614671774132e-16,4.579669976578771e-16
1749716823250,0,0,4.163336342344337e-16,-1.2836953722228372e-16
1749718518500,0,0,9.71445146547012e-17,2.8449465006019636e-16
1749720683000,0,0,9.367506770274758e-17,2.220446049250313e-16
1749721925250,0,0,4.163336342344337e-17,-1.3530843112619095e-16
1749723472250,0,0,-4.163336342344337e-17,-2.4074709240040626e-16
1749724663250,-1,-1,-5.551115123125783e-17,2.220446049250313e-16
1749725764250,0,0,-3.469446951953614e-16,-3.8543387231859683e-16
1749727125000,0,0,9.71445146547012e-17,1.6479873021779667e-16
1749728489000,-1,-1,3.885780586188048e-16,-4.0245584642661925e-16
1749742202000,0,0,3.0531133177191805e-16,-2.7755575615628914e-16
1749744011250,0,0,-2.7755575615628914e-16,-4.0592529337857286e-16
1749745801500,0,0,0.0,-4.597017211338539e-17
1749746777000,0,0,-5.204170427930421e-18,4.85722573273506e-17
1749747953250,0,0,3.608224830031759e-16,-3.174543961037557e-16
1749750803000,0,0,-2.393918396847994e-16,2.0122792321330962e-16
1749751890250,0,0,-4.163336342344337e-16,5.17435486818707e-17
1749753119250,0,0,-2.7755575615628914e-16,1.734723475976807e-16
1749755236250,0,0,-3.7470027081099033e-16,1.734723475976807e-17
1749756716000,0,0,1.5265566588595902e-16,3.469446951953614e-16
1749758443250,0,0,1.97758476261356e-16,-3.5388358909926865e-16
1749759622250,0,0,1.942890293094024e-16,4.753142324176451e-16
1749760647750,0,0,4.0245584642661925e-16,-3.8163916471489756e-16
1749762120250,0,0,1.457167719820518e-16,-3.608224830031759e-16
1749763500750,0,0,2.8102520310824275e-16,3.191891195797325e-16
1749764513250,0,0,-2.498001805406602e-16,-4.996003610813204e-16
1749769295000,0,0,-2.498001805406602e-16,1.734723475976807e-17
1749772201250,0,0,1.3877787807814457e-16,-2.7755575615628914e-17
1749773261750,0,0,-3.3306690738754696e-16,0.0
1749776293000,0,0,4.440892098500626e-16,0.0
1749778300750,0,0,-4.0245584642661925e-16,2.0816681711721685e-17
1749779757000,0,0,4.996003610813204e-16,-8.239936510889834e-17
1749782505000,0,0,-3.0531133177191805e-16,2.636779683484747e-16
1749783521500,0,0,-4.0245584642661925e-16,-4.0245584642661925e-16
1749784531750,-1,-1,-2.0816681711721685e-16,-3.608224830031759e-16
1749785567250,0,0,-2.9891453895425357e-16,-3.9985376121265404e-16
1749786630750,-1,-1,4.163336342344337e-16,-3.191891195797325e-16
1749787739250,0,0,1.5439038936193583e-16,-3.4233683596229803e-16
1749790567250,-1,-1,3.7470027081099033e-16,2.42861286636753e-16
1749791776750,0,0,-3.677613769070831e-16,-1.0755285551056204e-16
1749792821750,0,0,-3.9942008034365983e-16,-2.0816681711721685e-16
1749794444500,0,0,6.938893903907228e-17,1.942890293094024e-16
1749795575000,-1,-1,1.6653345369377348e-16,2.498001805406602e-16
1749796846500,0,0,-1.249000902703301e-16,2.740863092043355e-16
1749797825000,0,0,-3.122502256758253e-17,6.591949208711867e-17
1749799932250,0,0,4.371503159461554e-16,4.85722573273506e-16
1749801378250,0,0,-2.498001805406602e-16,3.122502256758253e-16
1749802539250,0,0,4.0766001685454967e-16,8.326672684688674e-17
1749804033000,0,0,2.7755575615628914e-17,-4.163336342344337e-16
1749805203750,0,0,-4.709774237277031e-16,6.938893903907228e-17
1749806367250,0,0,4.440892098500626e-16,2.983724378680108e-16
1749807671750,0,0,4.718447854656915e-16,4.718447854656915e-16
1749808900250,0,0,0.0,-4.809520837145698e-16
1749810307000,0,0,3.7470027081099033e-16,-4.891920202254596e-16
1749811612750,0,0,-2.0816681711721685e-16,1.0408340855860843e-16
1749812727250,0,0,1.249000902703301e-16,1.3444106938820255e-16
1749813974000,0,0,-4.85722573273506e-16,-2.5673907444456745e-16
1749815216500,0,0,-3.95516952522712e-16,3.8163916471489756e-16
1749816953500,0,0,5.551115123125783e-17,-3.95516952522712e-16
1749819536000,0,0,-4.787836793695988e-16,2.7582103268031233e-16
1749822358250,0,0,1.942890293094024e-16,-2.914335439641036e-16
1749830858250,0,0,3.3306690738754696e-16,2.662800535624399e-16
1749832038500,0,0,2.7755575615628914e-16,-4.128641872824801e-16
1749834037250,0,0,2.498001805406602e-16,3.400058012914542e-16
1749835034000,0,0,-3.122502256758253e-16,-1.6653345369377348e-16
1749836266750,0,0,-1.8041124150158794e-16,3.8510861166685117e-16
1749837236500,0,0,2.7755575615628914e-17,-2.3245294578089215e-16
1749839725000,0,0,4.163336342344337e-16,1.249000902703301e-16
1749842720750,0,0,-6.938893903907228e-17,-2.2898349882893854e-16
1749844917250,0,0,3.608224830031759e-16,2.42861286636753e-16
1749846001250,0,0,-1.1102230246251565e-16,-4.0939474033052647e-16
1749847190250,0,0,-2.7755575615628914e-16,2.7755575615628914e-17
1749848669750,0,0,-1.8041124150158794e-16,8.326672684688674e-17
1749850206500,0,0,-6.938893903907228e-17,-2.3592239273284576e-16
1749851706500,0,0,-4.579669976578771e-16,2.706168622523819e-16
1749852912000,0,0,-4.85722573273506e-16,3.0531133177191805e-16
1749854073250,0,0,1.6306400674181987e-16,-1.942890293094024e-16
1749855560000,0,0,1.942890293094024e-16,3.0531133177191805e-16
1749857175500,0,0,-5.551115123125783e-17,-3.469446951953614e-18
1749858713250,0,0,1.3877787807814457e-16,0.0
1750032341250,0,0,1.1102230246251565e-16,0.0
1750033581000,0,0,0.0,-6.661338147750939e-16
1750035048750,0,0,-3.608224830031759e-16,-3.3306690738754696e-16
1750036231000,0,0,-2.220446049250313e-16,4.440892098500626e-16
1750038220500,0,0,4.718447854656915e-16,5.551115123125783e-17
1750039355750,0,0,-6.938893903907228e-17,4.440892098500626e-16
1750040970250,0,0,-3.885780586188048e-16,4.996003610813204e-16
1750042851500,0,0,-3.2612801348363973e-16,-2.5673907444456745e-16
1750046100250,0,0,3.191891195797325e-16,6.591949208711867e-17
1750047602250,0,0,-1.3877787807814457e-17,-3.8510861166685117e-16
1750049249750,0,0,-2.498001805406602e-16,-4.85722573273506e-16
1750051751750,0,0,1.8041124150158794e-16,4.2847669856627135e-16
1750053359250,0,0,-4.718447854656915e-16,-4.2327252813834093e-16
1750058841750,0,0,-2.0122792321330962e-16,-4.3021142204224816e-16
1750061348250,0,0,1.942890293094024e-16,-9.71445146547012e-17
1750063055500,0,0,1.1102230246251565e-16,-2.42861286636753e-16
1750064044250,0,0,-3.365363543395006e-16,2.220446049250313e-16
1750065194000,0,0,-1.942890293094024e-16,-3.0531133177191805e-16
1750066349750,0,0,-2.914335439641036e-16,-2.7755575615628914e-17
1750067499500,0,0,-2.636779683484747e-16,-3.608224830031759e-16
1750068836000,-1,-1,3.3306690738754696e-16,-1.5959455978986625e-16
1750071379000,0,0,2.1510571102112408e-16,-3.8163916471489756e-16
1750073157750,0,0,2.0816681711721685e-16,-1.3877787807814457e-16
1750075029250,0,0,-3.0531133177191805e-16,1.0061396160665481e-16
1750086984500,0,0,3.608224830031759e-16,3.937822290467352e-16
1750088539500,0,0,4.996003610813204e-16,-1.7623706313751875e-16
1750089632250,0,0,-4.527628272299467e-16,-9.71445146547012e-17
1750090604750,0,0,1.9949319973733282e-16,-2.7755575615628914e-17
1750091749250,0,0,3.885780586188048e-16,1.6306400674181987e-16
1750092843250,0,0,4.822531263215524e-16,3.608224830031759e-16
1750094999250,0,0,3.8163916471489756e-16,2.740863092043355e-16
1750096012500,-1,-1,2.914335439641036e-16,2.498001805406602e-16
1750098887750,-1,-1,-2.498001805406602e-16,-2.5673907444456745e-16
1750100137250,0,0,-3.5041414214731503e-16,4.163336342344337e-17
1750104448750,0,0,3.191891195797325e-16,-4.128641872824801e-16
1750105523500,0,0,-8.326672684688674e-17,-2.2898349882893854e-16
1750106891250,0,0,-6.938893903907228e-17,-2.949029909160572e-16
1750108887750,0,0,2.7755575615628914e-17,-2.220446049250313e-16
1750110466250,0,0,-3.608224830031759e-16,-1.942890293094024e-16
1750114835250,0,0,-4.510281037539698e-16,-4.85722573273506e-16
1750122008250,0,0,3.3306690738754696e-16,-6.661338147750939e-16
1750123965000,0,0,-4.163336342344337e-16,-1.8041124150158794e-16
1750129213000,0,0,-3.608224830031759e-16,-2.498001805406602e-16
1750132411750,-1,-1,-4.440892098500626e-16,-3.920475055707584e-16
1750133465250,0,0,2.498001805406602e-16,-4.0245584642661925e-16
1750134823500,0,0,1.3877787807814457e-17,-1.734723475976807e-17
1750136163000,0,0,1.1796119636642288e-16,-3.469446951953614e-16
1750139816750,0,0,3.3306690738754696e-16,1.1449174941446927e-16
1750141865750,0,0,-2.0816681711721685e-16,1.8301332671555315e-16
1750142938250,0,0,-4.3021142204224816e-16,-4.466912950640278e-16
1750143945250,0,0,4.163336342344337e-16,3.8163916471489756e-16
1750147329000,0,0,2.3592239273284576e-16,-3.5041414214731503e-16
1750148599250,0,0,-6.938893903907228e-17,-3.469446951953614e-17
1750150883250,-1,-1,-4.163336342344337e-16,-3.122502256758253e-16
1750152071500,0,0,1.1796119636642288e-16,-1.1102230246251565e-16
1750153096500,0,0,-2.5673907444456745e-16,-4.3021142204224816e-16
1750154143750,-1,-1,-1.942890293094024e-16,-1.5959455978986625e-16
1750155836500,0,0,4.614364446098307e-16,1.3877787807814457e-17
1750157106000,0,0,-2.914335439641036e-16,-3.148523108897905e-16
1750159662000,0,0,-2.498001805406602e-16,1.2663481374630692e-16
1750161012000,0,0,4.2327252813834093e-16,4.163336342344337e-16
1750162866500,0,0,1.97758476261356e-16,2.914335439641036e-16
1750164187500,0,0,-1.1102230246251565e-16,8.326672684688674e-17
1750174201250,0,0,1.1102230246251565e-16,0.0
1750176382500,0,0,-1.5265566588595902e-16,-2.992397996059992e-16
1750177535750,0,0,-3.0878077872387166e-16,2.983724378680108e-16
1750178752250,0,0,1.3877787807814457e-16,-3.0878077872387166e-16
1750179751750,0,0,-3.0531133177191805e-16,-1.5959455978986625e-16
1750181447250,0,0,-2.7755575615628914e-17,-1.1102230246251565e-16
1750182423000,-1,-1,-4.440892098500626e-16,6.245004513516506e-17
1750190175500,0,0,1.3877787807814457e-16,4.683753385137379e-16
1750191667250,0,0,-1.249000902703301e-16,-1.1102230246251565e-16
1750193193500,0,0,-2.7755575615628914e-17,1.3877787807814457e-17
1750195010000,0,0,8.326672684688674e-17,4.0245584642661925e-16
1750197004750,0,0,2.7755575615628914e-17,-4.163336342344337e-17
1750198957250,0,0,-2.7929047963226594e-16,2.0816681711721685e-16
1750203069750,0,0,-3.608224830031759e-16,4.579669976578771e-16
1750205351750,0,0,2.220446049250313e-16,4.440892098500626e-16
1750207210750,0,0,5.551115123125783e-17,-1.1102230246251565e-16
1750216004250,0,0,2.220446049250313e-16,3.885780586188048e-16
1750218900750,0,0,3.3306690738754696e-16,-4.787836793695988e-16
1750223691250,0,0,3.400058012914542e-16,3.469446951953614e-16
1750235579500,0,0,-2.498001805406602e-16,1.8041124150158794e-16
1750236802000,0,0,-1.3877787807814457e-16,-3.3306690738754696e-16
1750238803500,0,0,-1.734723475976807e-16,2.914335439641036e-16
1750240037250,0,0,-4.440892098500626e-16,4.649058915617843e-16
1750241900250,0,0,-2.636779683484747e-16,2.636779683484747e-16
1750244521750,0,0,-2.7755575615628914e-16,-2.636779683484747e-16
1750260604500,0,0,4.996003610813204e-16,-4.440892098500626e-16
1750264538000,0,0,3.191891195797325e-16,1.93421667571414e-16
1750265838500,0,0,-1.5265566588595902e-16,1.6653345369377348e-16
1750266883750,0,0,-3.191891195797325e-16,1.6132928326584306e-16
1750272622250,0,0,4.579669976578771e-16,5.551115123125783e-17
1750274071750,0,0,3.3306690738754696e-16,1.249000902703301e-16
1750280401500,0,0,-2.220446049250313e-16,2.220446049250313e-16
1750282327000,-1,-1,-1.8041124150158794e-16,-3.885780586188048e-16
1750284817500,0,0,-3.5908775952719907e-16,-3.400058012914542e-16
1750290121000,0,0,3.3306690738754696e-16,-3.677613769070831e-16
1750293349000,0,0,4.440892098500626e-16,-2.220446049250313e-16
1750294821750,0,0,3.3306690738754696e-16,0.0
1750301299250,0,0,-1.8735013540549517e-16,3.469446951953614e-16
1750305879250,0,0,-1.6306400674181987e-16,4.579669976578771e-16
1750322062000,0,0,1.942890293094024e-16,3.469446951953614e-16
1750323199500,0,0,8.326672684688674e-17,-1.5265566588595902e-16
1750326072250,0,0,-1.942890293094024e-16,2.220446049250313e-16
1750327034000,0,0,8.326672684688674e-17,3.469446951953614e-16
1750329322500,0,0,0.0,-1.249000902703301e-16
1750331088000,0,0,2.0122792321330962e-16,-3.7470027081099033e-16
1750340437500,0,0,3.608224830031759e-16,-4.3021142204224816e-16
1750345836000,0,0,2.0816681711721685e-16,-2.8796409701215e-16
1750351562750,0,0,-3.885780586188048e-16,2.8449465006019636e-16
1750356400000,0,0,3.452099717193846e-16,-2.636779683484747e-16
1750357795750,0,0,-1.8041124150158794e-16,-2.7755575615628914e-16
1750378522000,0,0,2.220446049250313e-16,-2.220446049250313e-16
1750391450000,0,0,2.465475740232037e-16,1.249000902703301e-16
1750409761250,0,0,-6.938893903907228e-17,-1.5265566588595902e-16
1750412869500,0,0,-2.3592239273284576e-16,-4.0245584642661925e-16
1750415210250,0,0,-2.914335439641036e-16,-4.3021142204224816e-16
1750433603500,0,0,3.608224830031759e-16,1.249000902703301e-16
1750437694000,0,0,-1.6653345369377348e-16,-1.457167719820518e-16
1750441359750,0,0,4.996003610813204e-16,-2.3592239273284576e-16
1750442346250,0,0,6.938893903907228e-18,4.579669976578771e-16
1750637793250,0,0,3.885780586188048e-16,0.0
1750639757750,0,0,0.0,-4.440892098500626e-16
1750641125250,0,0,-1.3877787807814457e-16,2.7755575615628914e-16
1750648928250,-1,-1,1.3877787807814457e-16,-4.0245584642661925e-16
1750650643000,0,0,3.2612801348363973e-16,4.440892098500626e-16
1750653286250,-1,-1,-2.0816681711721685e-16,3.2612801348363973e-16
1750654971250,0,0,-3.859759734048396e-16,2.0816681711721685e-16
1750659928000,0,0,-2.914335439641036e-16,3.694961003830599e-16
1750662553000,0,0,3.885780586188048e-16,-3.2786273695961654e-16
1750663957250,0,0,-3.191891195797325e-16,-2.914335439641036e-16
1750665938250,0,0,4.579669976578771e-16,-1.457167719820518e-16
1750667088500,0,0,-2.220446049250313e-16,-2.0816681711721685e-16
1750668400750,0,0,-1.734723475976807e-16,1.5959455978986625e-16
1750669447500,0,0,4.952635523913784e-16,4.718447854656915e-16
1750670941250,0,0,-2.914335439641036e-16,2.649790109554573e-16
1750672740250,0,0,-1.5959455978986625e-16,2.0816681711721685e-17
1750673796250,0,0,-2.7755575615628914e-16,-2.983724378680108e-16
1750676924250,0,0,0.0,-3.2959746043559335e-16
1750678221250,0,0,-1.5959455978986625e-16,-4.3021142204224816e-16
1750679484000,0,0,4.3021142204224816e-16,4.5102810375396984e-17
1750688041250,0,0,-3.469446951953614e-16,-1.249000902703301e-16
1750694598500,0,0,3.885780586188048e-16,2.7755575615628914e-16
1750696536500,0,0,2.220446049250313e-16,2.185751579730777e-16
1750697552750,0,0,7.632783294297951e-17,1.6653345369377348e-16
1750698540750,0,0,-3.8163916471489756e-16,-2.3418766925686896e-16
1750707450750,0,0,-3.122502256758253e-16,3.8163916471489756e-16
1750708602250,0,0,-3.681950577760773e-16,2.3592239273284576e-16
1750710660250,0,0,-3.3306690738754696e-16,3.885780586188048e-16
1750712032000,0,0,-4.573164763543858e-16,3.0531133177191805e-16
1750726805000,0,0,-1.1102230246251565e-16,-4.440892098500626e-16
1750729731250,0,0,1.3877787807814457e-16,3.122502256758253e-16
1750730702250,0,0,-4.0245584642661925e-16,-4.2760933682828295e-16
1750731897750,0,0,-3.885780586188048e-16,4.163336342344337e-16
1750734047500,0,0,-2.7755575615628914e-16,-3.8163916471489756e-16
1750737059750,0,0,-4.163336342344337e-17,4.649058915617843e-16
1750741751250,0,0,-1.249000902703301e-16,-1.734723475976807e-16
1750751756250,0,0,5.551115123125783e-17,4.666406150377611e-16
1750752994500,0,0,2.636779683484747e-16,2.983724378680108e-16
1750755881000,0,0,-2.7755575615628914e-17,-4.440892098500626e-16
1750756957750,0,0,4.926614671774132e-16,-1.6653345369377348e-16
1750758302750,0,0,3.469446951953614e-17,4.0245584642661925e-16
1750759540750,0,0,-2.220446049250313e-16,1.8735013540549517e-16
1750760802250,0,0,-1.3183898417423734e-16,2.7755575615628914e-17
1750762410500,0,0,-2.0122792321330962e-16,-2.498001805406602e-16
1750764236250,0,0,0.0,1.5612511283791264e-16
1750768871000,0,0,-4.85722573273506e-16,-3.885780586188048e-16
1750778220000,0,0,2.498001805406602e-16,4.3021142204224816e-16
1750780878250,0,0,8.326672684688674e-17,-5.637851296924623e-18
1750782019500,0,0,3.608224830031759e-16,-1.8041124150158794e-16
1750784401500,0,0,4.440892098500626e-16,-1.1102230246251565e-16
1750785499500,0,0,4.614364446098307e-16,-3.885780586188048e-16
1750787149500,0,0,-3.8163916471489756e-16,-2.7755575615628914e-17
1750788451000,0,0,2.636779683484747e-16,-2.2898349882893854e-16
1750793564500,0,0,1.1796119636642288e-16,4.579669976578771e-16
1750801993500,0,0,1.8041124150158794e-16,-2.7755575615628914e-16
1750813235000,0,0,0.0,0.0
1750820449000,0,0,5.551115123125783e-17,-1.8735013540549517e-16
1750824006750,0,0,-2.740863092043355e-16,-5.551115123125783e-17
1750827029000,0,0,4.128641872824801e-16,6.938893903907228e-18
1750832130250,0,0,-2.636779683484747e-16,-2.7755575615628914e-17
1750838426000,0,0,-6.938893903907228e-17,3.434752482434078e-16
1750839907500,0,0,-4.440892098500626e-16,2.7755575615628914e-17
1750842116250,0,0,-6.938893903907228e-18,4.85722573273506e-17
1750843547250,0,0,-2.498001805406602e-16,-2.914335439641036e-16
1750845484250,0,0,0.0,-5.984795992119984e-17
1750847118750,0,0,4.198030811863873e-16,-2.498001805406602e-16
1750848602000,0,0,3.452099717193846e-16,-3.469446951953614e-16
1750850383000,0,0,5.551115123125783e-17,-3.469446951953614e-17
1750851574250,0,0,-4.510281037539698e-16,-6.938893903907228e-17
1750857533250,0,0,-4.3021142204224816e-16,-3.885780586188048e-16
1750866720750,0,0,-3.608224830031759e-16,-3.260195932663912e-16
1750869948750,0,0,-3.885780586188048e-16,-4.371503159461554e-16
1750870983250,0,0,-3.3306690738754696e-16,3.677613769070831e-16
1750872015750,-1,-1,-4.163336342344337e-16,2.7755575615628914e-16
1750872976500,0,0,-3.885780586188048e-16,2.7755575615628914e-16
1750875029250,0,0,2.0816681711721685e-16,-3.903127820947816e-16
1750878076250,0,0,9.71445146547012e-17,-4.163336342344337e-16
1750897130750,0,0,4.440892098500626e-16,0.0
1750903239750,0,0,-1.1102230246251565e-16,2.914335439641036e-16
1750910017750,0,0,-4.0939474033052647e-16,-2.8449465006019636e-16
1750911757250,0,0,2.7755575615628914e-17,-3.885780586188048e-16
1750916433750,-1,-1,-3.885780586188048e-16,1.942890293094024e-16
