episode_id,symbol,direction,signal_msc,processing_msc,request_msc,quote_msc,entry_msc,exit_msc,requested_volume,filled_volume,closed_volume,entry_price,exit_price,sl,tp,risk_amount,gross_profit,commission,fee,swap,net_profit,gross_r,net_r,hold_seconds,exit_reason,entry_deals,exit_deals,position_identifier,month
usdjpy_only_ml_202506_20260912_USDJPY_mh_66,USDJPY,1,1749230277250,1749230277329,1749230277379,1749230277329,1749230277379,1749231177653,0.05,0.05,0.05,144.863,144.719,144.6,145.126,9.09,-4.98,0,0,0,-4.98,-0.54785478547855,-0.54785478547855,900.274,TIME,1,1,32,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_97,USDJPY,-1,1749577867250,1749577868218,1749577868227,1749577868219,1749577868227,1749578768337,0.1,0.1,0.1,144.815,144.838,144.95,144.68,9.31,-1.59,0,0,0,-1.59,-0.17078410311493,-0.17078410311493,900.11,TIME,1,1,36,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_111,USDJPY,1,1749657362000,1749657362266,1749657362311,1749657362266,1749657362311,1749658263234,0.05,0.05,0.05,144.582,144.776,144.303,144.861,9.67,6.7,0,0,0,6.7,0.6928645294726,0.6928645294726,900.923,TIME,1,1,38,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_113,USDJPY,-1,1749659637750,1749659639365,1749659640000,1749659639713,1749659640000,1749660540021,0.05,0.05,0.05,145.004,145.096,145.284,144.724,9.64,-3.17,0,0,0,-3.17,-0.32883817427386,-0.32883817427386,900.021,TIME,1,1,42,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_117,USDJPY,1,1749665950250,1749665955943,1749665955960,1749665955946,1749665955960,1749666856091,0.06,0.06,0.06,144.678,144.615,144.464,144.892,8.89,-2.61,0,0,0,-2.61,-0.29358830146232,-0.29358830146232,900.131,TIME,1,1,44,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_118,USDJPY,1,1749668083750,1749668084068,1749668085266,1749668085236,1749668085266,1749668985514,0.07,0.07,0.07,144.512,144.528,144.331,144.693,8.78,0.77,0,0,0,0.77,0.087699316628702,0.087699316628702,900.248,TIME,1,1,46,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_119,USDJPY,1,1749677043000,1749677049382,1749677049907,1749677049581,1749677049907,1749677953791,0.1,0.1,0.1,144.408,144.475,144.27,144.546,9.57,4.64,0,0,0,4.64,0.48484848484848,0.48484848484848,903.884,TIME,1,1,48,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_137,USDJPY,-1,1749724663250,1749724663281,1749724663327,1749724663306,1749724663327,1749725564229,0.08,0.08,0.08,144.098,144.02,144.261,143.935,9.04,4.33,0,0,0,4.33,0.47898230088496,0.47898230088496,900.902,TIME,1,1,50,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_167,USDJPY,-1,1749786630750,1749786631092,1749786634909,1749786634645,1749786634909,1749787534981,0.05,0.05,0.05,143.123,143.007,143.396,142.85,9.52,4.06,0,0,0,4.06,0.42647058823529,0.42647058823529,900.072,TIME,1,1,56,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_169,USDJPY,-1,1749790567250,1749790567701,1749790567720,1749790567719,1749790567720,1749791469109,0.05,0.05,0.05,143.246,143.147,143.514,142.978,9.34,3.46,0,0,0,3.46,0.37044967880086,0.37044967880086,901.389,TIME,1,1,58,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_173,USDJPY,-1,1749795575000,1749795575117,1749795575935,1749795575834,1749795575935,1749796477934,0.06,0.06,0.06,143.39,143.579,143.623,143.157,9.73,-7.9,0,0,0,-7.9,-0.81192189105858,-0.81192189105858,901.999,TIME,1,1,60,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_231,USDJPY,-1,1750068836000,1750068836397,1750068836441,1750068836440,1750068836441,1750069736561,0.09,0.09,0.09,144.326,144.363,144.474,144.178,9.22,-2.31,0,0,0,-2.31,-0.25054229934924,-0.25054229934924,900.12,TIME,1,1,62,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_242,USDJPY,-1,1750096012500,1750096012597,1750096012618,1750096012599,1750096012618,1750096914190,0.07,0.07,0.07,144.055,144.054,144.249,143.861,9.41,0.05,0,0,0,0.05,0.0053134962805526,0.0053134962805526,901.572,TIME,1,1,64,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_243,USDJPY,-1,1750098887750,1750098888113,1750098888165,1750098888158,1750098888165,1750099790816,0.08,0.08,0.08,144.19,144.098,144.365,144.015,9.7,5.11,0,0,0,5.11,0.52680412371134,0.52680412371134,902.651,TIME,1,1,66,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_264,USDJPY,-1,1750150883250,1750150886157,1750150886411,1750150886343,1750150886411,1750151787263,0.1,0.1,0.1,144.723,144.766,144.864,144.582,9.73,-2.97,0,0,0,-2.97,-0.30524152106886,-0.30524152106886,900.852,TIME,1,1,70,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_267,USDJPY,-1,1750154143750,1750154144090,1750154145453,1750154145372,1750154145453,1750155047383,0.08,0.08,0.08,144.859,144.823,145.038,144.68,9.87,1.99,0,0,0,1.99,0.2016210739615,0.2016210739615,901.93,TIME,1,1,72,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_280,USDJPY,-1,1750182423000,1750182423156,1750182424766,1750182424746,1750182424766,1750183324893,0.08,0.08,0.08,145.259,145.173,145.429,145.089,9.35,4.74,0,0,0,4.74,0.50695187165775,0.50695187165775,900.127,TIME,1,1,74,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_336,USDJPY,-1,1750648928250,1750648928837,1750648929104,1750648928960,1750648929104,1750649829152,0.09,0.09,0.09,146.47,146.456,146.617,146.323,9.02,0.86,0,0,0,0.86,0.095343680709534,0.095343680709534,900.048,TIME,1,1,78,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_338,USDJPY,-1,1750653286250,1750653287100,1750653289238,1750653289211,1750653289238,1750654190178,0.08,0.08,0.08,146.699,146.716,146.866,146.532,9.1,-0.93,0,0,0,-0.93,-0.1021978021978,-0.1021978021978,900.94,TIME,1,1,80,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_414,USDJPY,-1,1750916433750,1750916433924,1750916434151,1750916434115,1750916434151,1750917334206,0.09,0.09,0.09,144.77,144.685,144.915,144.625,9.01,5.29,0,0,0,5.29,0.58712541620422,0.58712541620422,900.055,TIME,1,1,84,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_421,USDJPY,1,1750935036500,1750935036732,1750935037045,1750935036940,1750935037045,1750935937195,0.07,0.07,0.07,144.016,143.928,143.826,144.206,9.25,-4.28,0,0,0,-4.28,-0.4627027027027,-0.4627027027027,900.15,TIME,1,1,86,202506
usdjpy_only_ml_202506_20260912_USDJPY_mh_471,USDJPY,-1,1751305813250,1751305813466,1751305813486,1751305813471,1751305813486,1751306714149,0.08,0.08,0.08,144.429,144.379,144.6,144.258,9.46,2.77,0,0,0,2.77,0.29281183932347,0.29281183932347,900.663,TIME,1,1,88,202506
