episode_id,symbol,direction,t0_msc,processing_msc,action_msc,quote_msc,status,retcode,detail
usdjpy_only_ml_202506_20260912_USDJPY_mh_47,USDJPY,-1,1749138164250,1749138164408,1749138164492,1749138164491,ENTRY,10009,order=16 deal=16 external=0 request=12
usdjpy_only_ml_202506_20260912_USDJPY_mh_48,USDJPY,-1,1749139204250,1749139204941,1749139205011,1749139204993,ENTRY,10009,order=18 deal=18 external=0 request=13
usdjpy_only_ml_202506_20260912_USDJPY_mh_48,USDJPY,-1,1749139204250,1749139204941,1749140105107,1749140105042,CLOSE_TIME,10009,order=19 deal=19 external=0 request=14
usdjpy_only_ml_202506_20260912_USDJPY_mh_55,USDJPY,-1,1749147441500,1749147441569,1749147443643,1749147443642,ENTRY,10009,order=20 deal=20 external=0 request=15
usdjpy_only_ml_202506_20260912_USDJPY_mh_55,USDJPY,-1,1749147441500,1749147441569,1749148343646,1749148342556,CLOSE_TIME,10009,order=21 deal=21 external=0 request=16
usdjpy_only_ml_202506_20260912_USDJPY_mh_56,USDJPY,-1,1749148477500,1749148478236,1749148479000,1749148478699,ENTRY,10009,order=22 deal=22 external=0 request=17
usdjpy_only_ml_202506_20260912_USDJPY_mh_56,USDJPY,-1,1749148477500,1749148478236,1749149388420,1749149388092,CLOSE_TIME,10009,order=23 deal=23 external=0 request=18
usdjpy_only_ml_202506_20260912_USDJPY_mh_62,USDJPY,-1,1749224860000,1749224860033,1749224860093,1749224860070,ENTRY,10009,order=24 deal=24 external=0 request=19
usdjpy_only_ml_202506_20260912_USDJPY_mh_62,USDJPY,-1,1749224860000,1749224860033,1749225760094,1749225760075,CLOSE_TIME,10009,order=25 deal=25 external=0 request=20
usdjpy_only_ml_202506_20260912_USDJPY_mh_63,USDJPY,-1,1749226107750,1749226107805,1749226108028,1749226108008,ENTRY,10009,order=26 deal=26 external=0 request=21
usdjpy_only_ml_202506_20260912_USDJPY_mh_63,USDJPY,-1,1749226107750,1749226107805,1749227008094,1749227007894,CLOSE_TIME,10009,order=27 deal=27 external=0 request=22
usdjpy_only_ml_202506_20260912_USDJPY_mh_64,USDJPY,-1,1749227418750,1749227419024,1749227419241,1749227419160,ENTRY,10009,order=28 deal=28 external=0 request=23
usdjpy_only_ml_202506_20260912_USDJPY_mh_64,USDJPY,-1,1749227418750,1749227419024,1749228319289,1749228318751,CLOSE_TIME,10009,order=29 deal=29 external=0 request=24
usdjpy_only_ml_202506_20260912_USDJPY_mh_65,USDJPY,1,1749229130500,1749229130574,1749229131514,1749229131294,ENTRY,10009,order=30 deal=30 external=0 request=25
usdjpy_only_ml_202506_20260912_USDJPY_mh_65,USDJPY,1,1749229130500,1749229130574,1749230031771,1749230031768,CLOSE_TIME,10009,order=31 deal=31 external=0 request=26
usdjpy_only_ml_202506_20260912_USDJPY_mh_66,USDJPY,1,1749230277250,1749230277329,1749230277379,1749230277329,ENTRY,10009,order=32 deal=32 external=0 request=27
usdjpy_only_ml_202506_20260912_USDJPY_mh_66,USDJPY,1,1749230277250,1749230277329,1749231177653,1749231177591,CLOSE_TIME,10009,order=33 deal=33 external=0 request=28
usdjpy_only_ml_202506_20260912_USDJPY_mh_78,USDJPY,-1,1749531617000,1749531617061,1749531617076,1749531617061,ENTRY,10009,order=34 deal=34 external=0 request=29
usdjpy_only_ml_202506_20260912_USDJPY_mh_97,USDJPY,-1,1749577867250,1749577868218,1749577868227,1749577868219,ENTRY,10009,order=36 deal=36 external=0 request=30
usdjpy_only_ml_202506_20260912_USDJPY_mh_97,USDJPY,-1,1749577867250,1749577868218,1749578768337,1749578768089,CLOSE_TIME,10009,order=37 deal=37 external=0 request=31
usdjpy_only_ml_202506_20260912_USDJPY_mh_111,USDJPY,1,1749657362000,1749657362266,1749657362311,1749657362266,ENTRY,10009,order=38 deal=38 external=0 request=32
usdjpy_only_ml_202506_20260912_USDJPY_mh_111,USDJPY,1,1749657362000,1749657362266,1749658263234,1749658263214,CLOSE_TIME,10009,order=39 deal=39 external=0 request=33
usdjpy_only_ml_202506_20260912_USDJPY_mh_112,USDJPY,-1,1749658497000,1749658498300,1749658498380,1749658498359,ENTRY,10009,order=40 deal=40 external=0 request=34
usdjpy_only_ml_202506_20260912_USDJPY_mh_113,USDJPY,-1,1749659637750,1749659639365,1749659640000,1749659639713,ENTRY,10009,order=42 deal=42 external=0 request=35
usdjpy_only_ml_202506_20260912_USDJPY_mh_113,USDJPY,-1,1749659637750,1749659639365,1749660540021,1749660540006,CLOSE_TIME,10009,order=43 deal=43 external=0 request=36
usdjpy_only_ml_202506_20260912_USDJPY_mh_117,USDJPY,1,1749665950250,1749665955943,1749665955960,1749665955946,ENTRY,10009,order=44 deal=44 external=0 request=37
usdjpy_only_ml_202506_20260912_USDJPY_mh_117,USDJPY,1,1749665950250,1749665955943,1749666856091,1749666856029,CLOSE_TIME,10009,order=45 deal=45 external=0 request=38
usdjpy_only_ml_202506_20260912_USDJPY_mh_118,USDJPY,1,1749668083750,1749668084068,1749668085266,1749668085236,ENTRY,10009,order=46 deal=46 external=0 request=39
usdjpy_only_ml_202506_20260912_USDJPY_mh_118,USDJPY,1,1749668083750,1749668084068,1749668985514,1749668985512,CLOSE_TIME,10009,order=47 deal=47 external=0 request=40
usdjpy_only_ml_202506_20260912_USDJPY_mh_119,USDJPY,1,1749677043000,1749677049382,1749677049907,1749677049581,ENTRY,10009,order=48 deal=48 external=0 request=41
usdjpy_only_ml_202506_20260912_USDJPY_mh_119,USDJPY,1,1749677043000,1749677049382,1749677953791,1749677950878,CLOSE_TIME,10009,order=49 deal=49 external=0 request=42
usdjpy_only_ml_202506_20260912_USDJPY_mh_137,USDJPY,-1,1749724663250,1749724663281,1749724663327,1749724663306,ENTRY,10009,order=50 deal=50 external=0 request=43
usdjpy_only_ml_202506_20260912_USDJPY_mh_137,USDJPY,-1,1749724663250,1749724663281,1749725564229,1749725562842,CLOSE_TIME,10009,order=51 deal=51 external=0 request=44
usdjpy_only_ml_202506_20260912_USDJPY_mh_140,USDJPY,-1,1749728489000,1749728489592,1749728489608,1749728489598,ENTRY,10009,order=52 deal=52 external=0 request=45
usdjpy_only_ml_202506_20260912_USDJPY_mh_165,USDJPY,-1,1749784531750,1749784532185,1749784532209,1749784532207,ENTRY,10009,order=54 deal=54 external=0 request=46
usdjpy_only_ml_202506_20260912_USDJPY_mh_167,USDJPY,-1,1749786630750,1749786631092,1749786634909,1749786634645,ENTRY,10009,order=56 deal=56 external=0 request=47
usdjpy_only_ml_202506_20260912_USDJPY_mh_167,USDJPY,-1,1749786630750,1749786631092,1749787534981,1749787534595,CLOSE_TIME,10009,order=57 deal=57 external=0 request=48
usdjpy_only_ml_202506_20260912_USDJPY_mh_169,USDJPY,-1,1749790567250,1749790567701,1749790567720,1749790567719,ENTRY,10009,order=58 deal=58 external=0 request=49
usdjpy_only_ml_202506_20260912_USDJPY_mh_169,USDJPY,-1,1749790567250,1749790567701,1749791469109,1749791469105,CLOSE_TIME,10009,order=59 deal=59 external=0 request=50
usdjpy_only_ml_202506_20260912_USDJPY_mh_173,USDJPY,-1,1749795575000,1749795575117,1749795575935,1749795575834,ENTRY,10009,order=60 deal=60 external=0 request=51
usdjpy_only_ml_202506_20260912_USDJPY_mh_173,USDJPY,-1,1749795575000,1749795575117,1749796477934,1749796477338,CLOSE_TIME,10009,order=61 deal=61 external=0 request=52
usdjpy_only_ml_202506_20260912_USDJPY_mh_231,USDJPY,-1,1750068836000,1750068836397,1750068836441,1750068836440,ENTRY,10009,order=62 deal=62 external=0 request=53
usdjpy_only_ml_202506_20260912_USDJPY_mh_231,USDJPY,-1,1750068836000,1750068836397,1750069736561,1750069736359,CLOSE_TIME,10009,order=63 deal=63 external=0 request=54
usdjpy_only_ml_202506_20260912_USDJPY_mh_242,USDJPY,-1,1750096012500,1750096012597,1750096012618,1750096012599,ENTRY,10009,order=64 deal=64 external=0 request=55
usdjpy_only_ml_202506_20260912_USDJPY_mh_242,USDJPY,-1,1750096012500,1750096012597,1750096914190,1750096913302,CLOSE_TIME,10009,order=65 deal=65 external=0 request=56
usdjpy_only_ml_202506_20260912_USDJPY_mh_243,USDJPY,-1,1750098887750,1750098888113,1750098888165,1750098888158,ENTRY,10009,order=66 deal=66 external=0 request=57
usdjpy_only_ml_202506_20260912_USDJPY_mh_243,USDJPY,-1,1750098887750,1750098888113,1750099790816,1750099789307,CLOSE_TIME,10009,order=67 deal=67 external=0 request=58
usdjpy_only_ml_202506_20260912_USDJPY_mh_254,USDJPY,-1,1750132411750,1750132413038,1750132413201,1750132413058,ENTRY,10009,order=68 deal=68 external=0 request=59
usdjpy_only_ml_202506_20260912_USDJPY_mh_264,USDJPY,-1,1750150883250,1750150886157,1750150886411,1750150886343,ENTRY,10009,order=70 deal=70 external=0 request=60
usdjpy_only_ml_202506_20260912_USDJPY_mh_264,USDJPY,-1,1750150883250,1750150886157,1750151787263,1750151785912,CLOSE_TIME,10009,order=71 deal=71 external=0 request=61
usdjpy_only_ml_202506_20260912_USDJPY_mh_267,USDJPY,-1,1750154143750,1750154144090,1750154145453,1750154145372,ENTRY,10009,order=72 deal=72 external=0 request=62
usdjpy_only_ml_202506_20260912_USDJPY_mh_267,USDJPY,-1,1750154143750,1750154144090,1750155047383,1750155046582,CLOSE_TIME,10009,order=73 deal=73 external=0 request=63
usdjpy_only_ml_202506_20260912_USDJPY_mh_280,USDJPY,-1,1750182423000,1750182423156,1750182424766,1750182424746,ENTRY,10009,order=74 deal=74 external=0 request=64
usdjpy_only_ml_202506_20260912_USDJPY_mh_280,USDJPY,-1,1750182423000,1750182423156,1750183324893,1750183324696,CLOSE_TIME,10009,order=75 deal=75 external=0 request=65
usdjpy_only_ml_202506_20260912_USDJPY_mh_306,USDJPY,-1,1750282327000,1750282327508,1750282327561,1750282327508,ENTRY,10009,order=76 deal=76 external=0 request=66
usdjpy_only_ml_202506_20260912_USDJPY_mh_336,USDJPY,-1,1750648928250,1750648928837,1750648929104,1750648928960,ENTRY,10009,order=78 deal=78 external=0 request=67
usdjpy_only_ml_202506_20260912_USDJPY_mh_336,USDJPY,-1,1750648928250,1750648928837,1750649829152,1750649828965,CLOSE_TIME,10009,order=79 deal=79 external=0 request=68
usdjpy_only_ml_202506_20260912_USDJPY_mh_338,USDJPY,-1,1750653286250,1750653287100,1750653289238,1750653289211,ENTRY,10009,order=80 deal=80 external=0 request=69
usdjpy_only_ml_202506_20260912_USDJPY_mh_338,USDJPY,-1,1750653286250,1750653287100,1750654190178,1750654190125,CLOSE_TIME,10009,order=81 deal=81 external=0 request=70
usdjpy_only_ml_202506_20260912_USDJPY_mh_406,USDJPY,-1,1750872015750,1750872016441,1750872017850,1750872017440,ENTRY,10009,order=82 deal=82 external=0 request=71
usdjpy_only_ml_202506_20260912_USDJPY_mh_414,USDJPY,-1,1750916433750,1750916433924,1750916434151,1750916434115,ENTRY,10009,order=84 deal=84 external=0 request=72
usdjpy_only_ml_202506_20260912_USDJPY_mh_414,USDJPY,-1,1750916433750,1750916433924,1750917334206,1750917334091,CLOSE_TIME,10009,order=85 deal=85 external=0 request=73
usdjpy_only_ml_202506_20260912_USDJPY_mh_421,USDJPY,1,1750935036500,1750935036732,1750935037045,1750935036940,ENTRY,10009,order=86 deal=86 external=0 request=74
usdjpy_only_ml_202506_20260912_USDJPY_mh_421,USDJPY,1,1750935036500,1750935036732,1750935937195,1750935936034,CLOSE_TIME,10009,order=87 deal=87 external=0 request=75
usdjpy_only_ml_202506_20260912_USDJPY_mh_471,USDJPY,-1,1751305813250,1751305813466,1751305813486,1751305813471,ENTRY,10009,order=88 deal=88 external=0 request=76
usdjpy_only_ml_202506_20260912_USDJPY_mh_471,USDJPY,-1,1751305813250,1751305813466,1751306714149,1751306714128,CLOSE_TIME,10009,order=89 deal=89 external=0 request=77
