entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,htf_alignment_mode,htf_permission_mode,allowed_direction,h4_direction_state,h1_direction_state,rejected_by_htf_permission,candidate_long_detected,candidate_short_detected,selected_candidate_direction,selected_candidate_timeframe,m15_best_pattern,m15_best_score,m5_best_pattern,m5_best_score,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,retest_reference_distance_atr,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,target_room_score,retest_score,time_bucket,time_score_removed_flag,candidate_orderable_before_session_selection,rejected_before_selection_reason,session_consumed_reason,final_score,entry,exit,stop_loss,take_profit,risk_price,result_r,initial_stop_loss_price,current_stop_loss_price,break_even_enabled,break_even_triggered,break_even_trigger_type,break_even_trigger_r,break_even_trigger_time,bars_to_break_even,max_favorable_r_before_exit,max_adverse_r_before_exit,exit_type,full_sl_exit,break_even_exit,tp_exit,time_exit,result_r_before_be,result_r_after_be,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id,break_even_mode
2025.01.10 19:15:00,2025.01.13 01:15:00,newyork_first120_reference,EURUSD,SHORT,2025.01.10 19:00:00,19,16,1,new_york,2025.01.10 16:00,0,first_120min,true,true,3,EURUSD,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,1.02436000,PERIOD_M15,strict_h4_h1_alignment,h4_bias_h1_reversal_pre_filter,short_only,confirmed_break_below_swing_low,break_below_without_lower_pullback,false,false,true,SHORT,PERIOD_M15,double_top,4.200,double_top,4.200,SHORT,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_break_below_without_lower_pullback,true,1.02442000,1.02381000,1.02381000,recent_equal_highs,0.2865,neckline_level,1.02436000,0.0000,false,true,true,false,1.50,1.02147000,-0.300,0.200,0-30,true,true,none,order_sent,4.100,1.02436000,1.02436000,1.02628000,1.02147000,0.00192000,0.0000,1.02628000,1.02628000,false,false,none,0.0000,,-1,0.0000,0.0000,time,false,false,false,true,0.0000,0.0000,0.00,0.00,0.35,0.35,0.130,1.505,24,0.00174786,18.00,4.100,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,2,no_break_even
2025.01.15 19:30:00,2025.01.15 22:34:17,newyork_first120_reference,GBPUSD,LONG,2025.01.15 19:15:00,19,16,1,new_york,2025.01.15 16:00,15,first_120min,true,true,3,GBPUSD,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,1.22161000,PERIOD_M15,strict_h4_h1_alignment,h4_bias_h1_reversal_pre_filter,long_only,confirmed_break_above_swing_high,no_confirmed_wave3_break,false,true,false,LONG,PERIOD_M15,double_bottom,4.200,none,0.000,LONG,false,H4_LONG_confirmed_break_above_swing_high|H1_NONE_no_confirmed_wave3_break,true,1.22210000,1.22161000,1.22210000,recent_rejection_zone,0.0072,session_high|opening_range_high|neckline_level,1.22210000,0.0054,false,true,true,false,1.50,1.22415000,-0.300,0.200,0-30,true,true,none,order_sent,4.100,1.22209000,1.22415000,1.22071000,1.22415000,0.00138000,1.4928,1.22071000,1.22071000,false,false,none,0.0000,,-1,1.4928,0.0000,tp,false,false,true,false,1.4928,0.0000,37.08,0.00,0.00,37.08,0.180,1.493,12,0.00186857,20.00,4.100,other,false,not_invalidated,DEAL_REASON_TP,4,no_break_even
2025.01.16 19:15:00,2025.01.17 01:15:00,newyork_first120_reference,USDJPY,SHORT,2025.01.16 19:00:00,19,16,1,new_york,2025.01.16 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,155.54900000,PERIOD_M15,strict_h4_h1_alignment,h4_bias_h1_reversal_pre_filter,short_only,confirmed_break_below_swing_low,confirmed_break_below_swing_low,false,false,true,SHORT,PERIOD_M15,head_and_shoulders,4.500,double_top,4.200,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,155.50600000,155.33200000,155.23350000,recent_equal_lows,0.1375,session_low|opening_range_low|neckline_level,155.33200000,0.0082,false,true,true,false,1.50,154.23800000,-0.300,0.200,0-30,true,true,none,order_sent,4.400,155.33400000,155.24600000,156.06500000,154.23800000,0.73100000,0.1204,156.06500000,156.06500000,false,false,none,0.0000,,-1,0.1204,0.0000,time,false,false,false,true,0.1204,0.0000,2.83,0.00,-0.57,2.26,0.050,1.499,24,0.24357143,19.00,4.400,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,6,no_break_even
2025.01.17 19:15:00,2025.01.20 00:46:30,newyork_first120_reference,USDJPY,SHORT,2025.01.17 19:00:00,19,16,1,new_york,2025.01.17 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,sweep_high_reclaim,sweep_reclaim_retest,156.33800000,PERIOD_M15,strict_h4_h1_alignment,h4_bias_h1_reversal_pre_filter,short_only,confirmed_break_below_swing_low,break_above_without_higher_pullback,false,false,true,SHORT,PERIOD_M15,sweep_high_reclaim,3.400,none,0.000,SHORT,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_break_above_without_higher_pullback,true,156.31900000,156.23100000,156.23000000,previous_week_low,0.1118,session_low|opening_range_low|neckline_level,156.23100000,0.0883,false,true,true,false,1.50,156.02000000,-0.300,0.200,0-30,true,true,none,order_sent,3.300,156.24700000,156.39900000,156.39900000,156.02000000,0.15200000,-1.0000,156.39900000,156.39900000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-24.30,0.00,-2.82,-27.12,0.250,1.493,22,0.18128571,16.00,3.300,sweep_reclaim_failed,false,not_invalidated,DEAL_REASON_SL,8,no_break_even
2025.01.24 19:15:00,2025.01.24 22:35:22,newyork_first120_reference,EURUSD,LONG,2025.01.24 19:00:00,19,16,1,new_york,2025.01.24 16:00,0,first_120min,true,true,3,EURUSD,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,1.05106000,PERIOD_M15,strict_h4_h1_alignment,h4_bias_h1_reversal_pre_filter,long_only,confirmed_break_above_swing_high,no_confirmed_wave3_break,false,true,false,LONG,PERIOD_M15,inverse_head_and_shoulders,4.500,inverse_head_and_shoulders,4.500,LONG,false,H4_LONG_confirmed_break_above_swing_high|H1_NONE_no_confirmed_wave3_break,true,1.05500000,1.05198000,1.05500000,round_number,0.9551,session_high|opening_range_high|neckline_level,1.05194000,0.0769,false,false,true,false,1.50,1.05670000,0.000,0.200,0-30,true,true,none,order_sent,4.700,1.05202000,1.04890000,1.04890000,1.05670000,0.00312000,-1.0000,1.04890000,1.04890000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-24.96,0.00,0.00,-24.96,0.080,1.500,13,0.00104071,18.00,4.700,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,10,no_break_even
2025.01.27 19:15:00,2025.01.27 20:19:25,newyork_first120_reference,USDJPY,SHORT,2025.01.27 19:00:00,19,16,1,new_york,2025.01.27 16:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,154.39400000,PERIOD_M5,strict_h4_h1_alignment,h4_bias_h1_reversal_pre_filter,short_only,confirmed_break_below_swing_low,no_confirmed_wave3_break,false,false,true,SHORT,PERIOD_M5,none,0.000,double_top,4.200,SHORT,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_no_confirmed_wave3_break,true,154.33100000,154.22500000,154.22500000,recent_equal_highs,0.8293,neckline_level,154.39400000,0.5959,false,true,true,false,1.50,154.14200000,0.000,0.200,0-30,true,true,none,order_sent,4.400,154.32700000,154.45000000,154.45000000,154.14200000,0.12300000,-1.0000,154.45000000,154.45000000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-24.69,0.00,0.00,-24.69,0.310,1.504,4,0.11242857,17.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,12,no_break_even
2025.02.03 19:15:00,2025.02.03 21:20:07,newyork_first120_reference,EURJPY,SHORT,2025.02.03 19:00:00,19,16,1,new_york,2025.02.03 16:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,159.09100000,PERIOD_M5,strict_h4_h1_alignment,h4_bias_h1_reversal_pre_filter,short_only,confirmed_break_below_swing_low,no_confirmed_wave3_break,false,false,true,SHORT,PERIOD_M5,none,0.000,head_and_shoulders,4.500,SHORT,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_no_confirmed_wave3_break,true,159.09100000,158.92400000,158.92400000,h1_confirmed_swing_low,0.1155,neckline_level,159.09100000,0.6018,false,true,true,false,1.50,158.19200000,-0.300,0.200,0-30,true,true,none,order_sent,4.400,158.98500000,159.51400000,159.51300000,158.19200000,0.52800000,-1.0019,159.51300000,159.51300000,false,false,none,0.0000,,-1,0.0000,1.0019,full_sl,true,false,false,false,-1.0019,0.0000,-23.98,0.00,0.00,-23.98,0.070,1.502,8,0.17614286,30.00,4.400,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,14,no_break_even
2025.02.06 19:15:00,2025.02.06 21:07:44,newyork_first120_reference,EURJPY,SHORT,2025.02.06 19:00:00,19,16,1,new_york,2025.02.06 16:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,157.69700000,PERIOD_M15,strict_h4_h1_alignment,h4_bias_h1_reversal_pre_filter,short_only,confirmed_break_below_swing_low,confirmed_break_below_swing_low,false,false,true,SHORT,PERIOD_M15,double_top,4.200,none,0.000,SHORT,true,H4_SHORT_confirmed_break_below_swing_low|H1_SHORT_confirmed_break_below_swing_low,true,157.63500000,157.57000000,157.53100000,wick_cluster_zone,0.2796,session_low|opening_range_low|neckline_level,157.57000000,0.2617,false,true,true,false,1.50,157.16100000,-0.300,0.200,0-30,true,true,none,order_sent,4.100,157.61600000,157.16100000,157.92000000,157.16100000,0.30400000,1.4967,157.92000000,157.92000000,false,false,none,0.0000,,-1,1.4967,0.0000,tp,false,false,true,false,1.4967,0.0000,35.35,0.00,0.00,35.35,0.120,1.497,7,0.17578571,30.00,4.100,other,false,not_invalidated,DEAL_REASON_TP,16,no_break_even
2025.02.12 20:00:00,2025.02.12 20:34:57,newyork_first120_reference,EURUSD,LONG,2025.02.12 19:45:00,19,16,1,new_york,2025.02.12 16:00,45,first_120min,true,true,3,EURUSD,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,1.04202000,PERIOD_M5,strict_h4_h1_alignment,h4_bias_h1_reversal_pre_filter,long_only,confirmed_break_above_swing_high,break_above_without_higher_pullback,false,true,false,LONG,PERIOD_M5,none,0.000,double_bottom,4.200,LONG,false,H4_LONG_confirmed_break_above_swing_high|H1_NONE_break_above_without_higher_pullback,true,1.04419000,1.04267000,1.04419000,previous_week_high,0.5810,session_high|opening_range_high|neckline_level,1.04267000,0.0509,false,true,true,false,1.50,1.04651000,-0.300,0.200,30-60,true,true,none,order_sent,4.100,1.04272000,1.04019000,1.04019000,1.04651000,0.00253000,-1.0000,1.04019000,1.04019000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-22.77,0.00,0.00,-22.77,0.090,1.498,2,0.00098143,18.00,4.100,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,18,no_break_even
2025.02.13 19:15:00,2025.02.13 20:41:29,newyork_first120_reference,EURUSD,LONG,2025.02.13 19:00:00,19,16,1,new_york,2025.02.13 16:00,0,first_120min,true,true,3,EURUSD,highest_score_in_session_bar,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,1.04277000,PERIOD_M15,strict_h4_h1_alignment,h4_bias_h1_reversal_pre_filter,long_only,confirmed_break_above_swing_high,no_confirmed_wave3_break,false,true,false,LONG,PERIOD_M15,inverse_head_and_shoulders,4.500,double_bottom,4.200,LONG,false,H4_LONG_confirmed_break_above_swing_high|H1_NONE_no_confirmed_wave3_break,true,1.04327000,1.04290000,1.04393000,h1_confirmed_swing_high,0.2000,session_high|opening_range_high|neckline_level,1.04327000,0.0575,false,true,true,false,1.50,1.04868000,-0.300,0.200,0-30,true,true,none,order_sent,4.400,1.04320000,1.03946000,1.03955000,1.04868000,0.00365000,-1.0247,1.03955000,1.03955000,false,false,none,0.0000,,-1,0.0000,1.0247,full_sl,true,false,false,false,-1.0247,0.0000,-22.44,0.00,0.00,-22.44,0.060,1.501,5,0.00121786,18.00,4.400,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,20,no_break_even
