run_id,stage,count
"q1_e_latest_child_anchor_diagnostic","symbols_scanned","107140"
"q1_e_latest_child_anchor_diagnostic","parent_anchor_states_available","1071"
"q1_e_latest_child_anchor_diagnostic","parent_flips_detected","1071"
"q1_e_latest_child_anchor_diagnostic","parent_wave1_confirmed","1071"
"q1_e_latest_child_anchor_diagnostic","parent_wave2_pending","1068"
"q1_e_latest_child_anchor_diagnostic","parent_wave2_started_first_close","0"
"q1_e_latest_child_anchor_diagnostic","parent_wave2_started_confirmed_pivot","0"
"q1_e_latest_child_anchor_diagnostic","parent_wave2_started_child_trend","958"
"q1_e_latest_child_anchor_diagnostic","child_countertrend_confirmed","1050"
"q1_e_latest_child_anchor_diagnostic","child_anchor_created","958"
"q1_e_latest_child_anchor_diagnostic","child_anchor_updated","1042"
"q1_e_latest_child_anchor_diagnostic","child_flip_detected","768"
"q1_e_latest_child_anchor_diagnostic","fresh_first_flip_signal","767"
"q1_e_latest_child_anchor_diagnostic","valid_candidate","0"
"q1_e_latest_child_anchor_diagnostic","signal_reserved","0"
"q1_e_latest_child_anchor_diagnostic","portfolio_selected","0"
"q1_e_latest_child_anchor_diagnostic","trades_taken","0"
"q1_e_latest_child_anchor_diagnostic","candidate_invalid","0"
"q1_e_latest_child_anchor_diagnostic","position_cap_reject","0"
"q1_e_latest_child_anchor_diagnostic","risk_reject","0"
"q1_e_latest_child_anchor_diagnostic","order_failure","0"
"q1_e_latest_child_anchor_diagnostic","expired","731"
"q1_e_latest_child_anchor_diagnostic","parent_invalidated","113"
"q1_e_latest_child_anchor_diagnostic","signals_consumed","731"
