symbol,volatility_regime,value,label
AUDUSD,HIGH,3,AUDUSD|HIGH
AUDUSD,LOW,351,AUDUSD|LOW
AUDUSD,NORMAL,5,AUDUSD|NORMAL
EURUSD,NORMAL,105,EURUSD|NORMAL
GBPUSD,HIGH,2,GBPUSD|HIGH
GBPUSD,NORMAL,278,GBPUSD|NORMAL
USDCAD,HIGH,24,USDCAD|HIGH
USDCAD,NORMAL,625,USDCAD|NORMAL
USDCHF,HIGH,5,USDCHF|HIGH
USDCHF,LOW,213,USDCHF|LOW
USDJPY,HIGH,78,USDJPY|HIGH
USDJPY,NORMAL,1596,USDJPY|NORMAL
