causal_cluster_coherence_so_far,value
0.5,20
0.5454545454545454,1
0.5714285714285714,1
0.6,3
0.6153846153846154,1
0.625,1
0.6666666666666666,22
0.7058823529411765,1
0.7142857142857143,3
0.7272727272727273,2
0.7368421052631579,1
0.75,1
0.8,5
0.8333333333333334,4
0.84,1
0.8571428571428571,2
0.875,3
0.8888888888888888,2
0.9,1
1.0,3210
