primary_path_class,value
CLEAN_CONTINUATION,0.17439703153988867
DEAD_OR_TIMEOUT,0.05457746478873239
FAILED_SHOCK_REVERSAL,0.20214285714285715
PULLBACK_CONTINUATION,0.04602510460251046
