cohort,entry_clock,direction,exit_horizon_seconds,episodes,gross_mid_mean,spread_only_mean,spread_125x_mean,prob_positive_spread_only,break_even_additional_cost_mean,formal_net_status
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHOCK_DIRECTION,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHOCK_DIRECTION,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHOCK_DIRECTION,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHOCK_DIRECTION,60,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHOCK_DIRECTION,120,865,0.0002274508670520232,-0.006909826589595376,-0.007805166184971098,0.11445086705202312,0.0012872023121387286,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHOCK_DIRECTION,180,865,-0.00011046242774566471,-0.007234508670520232,-0.008126540462427747,0.17803468208092485,0.0021371098265895953,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHOCK_DIRECTION,300,865,-0.0012534797687861273,-0.008324184971098264,-0.009202881502890175,0.22658959537572254,0.004374578034682081,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHOCK_DIRECTION,600,865,-0.0005517514450867048,-0.007631225433526012,-0.00851211416184971,0.315606936416185,0.008389086705202312,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-CLEAN-001,CONFIRMED_PLUS_60S,SHOCK_DIRECTION,900,865,-0.003017757225433526,-0.010074728323699421,-0.01094999132947977,0.3329479768786127,0.009585618497109828,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,LONG,5,509,0.0001247937131630648,-0.0071373280943025546,-0.0080425221021611,0.021611001964636542,0.0003103339882121808,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,LONG,10,564,-0.00019364361702127656,-0.0074112943262411345,-0.008307112145390072,0.030141843971631204,0.0004598758865248227,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,LONG,30,591,5.594754653130292e-05,-0.0071696615905245354,-0.0080561230964467,0.07106598984771574,0.0011787140439932318,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,LONG,60,594,4.181818181818187e-05,-0.007183619528619529,-0.008069499158249158,0.12457912457912458,0.0018572895622895622,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,LONG,120,594,-0.0004105471380471382,-0.007643619528619528,-0.008531407828282829,0.16835016835016836,0.0031575925925925925,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,LONG,180,594,-0.0004701010101010102,-0.007660555555555554,-0.008537689393939394,0.20202020202020202,0.004252087542087542,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,LONG,300,594,0.0004226262626262618,-0.006783164983164982,-0.007664132996632997,0.24579124579124578,0.006910252525252525,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,LONG,600,594,-0.00036721380471380495,-0.007516599326599326,-0.008383465909090908,0.29292929292929293,0.010449208754208754,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,LONG,900,594,-0.0012716329966329962,-0.008401127946127946,-0.009263021885521886,0.31986531986531985,0.012109377104377103,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHORT,5,533,-0.0008086022514071296,-0.007265159474671669,-0.00806328799249531,0.01876172607879925,5.9549718574108814e-05,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHORT,10,593,-0.001215581787521079,-0.007957521079258009,-0.008794036677908937,0.026981450252951095,0.00011571669477234399,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHORT,30,612,-0.0007951960784313726,-0.007470800653594772,-0.008293619281045751,0.08006535947712418,0.0005442320261437909,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHORT,60,613,-0.0012034257748776505,-0.00790500815660685,-0.00873564233278956,0.10440456769983687,0.0011386296900489396,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHORT,120,613,-0.0007984665579119086,-0.007489037520391518,-0.008316918841761826,0.17455138662316477,0.001727259380097879,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHORT,180,613,-0.0005362887438825446,-0.0072167210440456766,-0.008042067699836867,0.22838499184339314,0.0034671778140293636,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHORT,300,613,-0.0005093311582381727,-0.0071504893964110935,-0.007966017536704732,0.2463295269168026,0.004977243066884177,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHORT,600,613,0.0005269657422512237,-0.006153230016313214,-0.006978517536704731,0.32463295269168024,0.008240505709624795,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHORT,900,613,0.0009621778140293636,-0.005754045676998369,-0.00658834013050571,0.34094616639477976,0.009819804241435562,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,LONG,5,1089,0.0003373186409550047,-0.006400899908172636,-0.007241166207529843,0.024793388429752067,0.0002217447199265381,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,LONG,10,1172,0.00040723122866894205,-0.006487986348122868,-0.007346764078498294,0.03583617747440273,0.0004018600682593857,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,LONG,30,1203,0.00032068994181213634,-0.00660139650872818,-0.007455481088944305,0.08811305070656691,0.0010627348295926848,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,LONG,60,1207,0.0005207995028997514,-0.006414946147473074,-0.007272768227009114,0.14664457332228667,0.0017934382767191386,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,LONG,120,1207,9.251035625517812e-05,-0.006841400165700082,-0.007698763463131731,0.18972659486329743,0.0028546147473073736,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,LONG,180,1207,-6.995028997514499e-05,-0.006977738193869096,-0.007828570836785419,0.231980115990058,0.004000994200497101,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,LONG,300,1207,0.0003556959403479701,-0.006539693454846727,-0.007387426470588235,0.2659486329743165,0.006024739022369511,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,LONG,600,1207,-0.0005593123446561723,-0.007446768848384425,-0.00829251864125932,0.323943661971831,0.009266992543496272,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,LONG,900,1207,-0.0012254349627174813,-0.008121400165700081,-0.008969277133388565,0.34134217067108535,0.010542444076222039,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHORT,5,1089,-0.0003373186409550047,-0.007075537190082646,-0.007915803489439852,0.02203856749311295,0.00012267217630853995,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHORT,10,1172,-0.00040723122866894205,-0.007302448805460751,-0.008161226535836178,0.04692832764505119,0.00022321672354948805,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHORT,30,1203,-0.00032068994181213634,-0.007242776392352453,-0.00809686097256858,0.09060681629260182,0.0007576807980049874,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHORT,60,1207,-0.0005207995028997514,-0.007456545153272578,-0.008314367232808617,0.1251035625517813,0.0015549710024855014,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHORT,120,1207,-9.251035625517812e-05,-0.0070264208782104395,-0.007883784175642089,0.18475559237779618,0.00261036454018227,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHORT,180,1207,6.995028997514499e-05,-0.0068378376139188075,-0.007688670256835129,0.23446561723280862,0.004189320629660315,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHORT,300,1207,-0.0003556959403479701,-0.007251085335542668,-0.008098818351284176,0.27174813587406793,0.005774333057166529,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHORT,600,1207,0.0005593123446561723,-0.00632814415907208,-0.007173893951946976,0.33057166528583265,0.009699478044739024,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHORT,900,1207,0.0012254349627174813,-0.0056705302402651194,-0.006518407207953605,0.352112676056338,0.011849237779618892,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,LONG,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,LONG,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,LONG,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,LONG,60,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,LONG,120,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,LONG,180,1205,-0.0002504730290456434,-0.0070757925311203335,-0.007927952282157676,0.11950207468879669,0.0011703983402489627,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,LONG,300,1207,0.00017558823529411754,-0.006626702568351285,-0.007474435584092791,0.20298260149130073,0.003810289975144988,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,LONG,600,1207,-0.000739420049710024,-0.007533777961888981,-0.008379527754763878,0.2891466445733223,0.007632112676056339,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,LONG,900,1207,-0.0014055426677713344,-0.008208409279204638,-0.009056286246893124,0.328086164043082,0.009679544324772162,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHORT,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHORT,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHORT,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHORT,60,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHORT,120,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHORT,180,1205,0.0002504730290456434,-0.006574846473029046,-0.0074270062240663895,0.12697095435684647,0.001595726141078838,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHORT,300,1207,-0.00017558823529411754,-0.006977879038939519,-0.007825612054681028,0.2203811101905551,0.0036957829328914667,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHORT,600,1207,0.000739420049710024,-0.006054937862468932,-0.006900687655343827,0.30488815244407624,0.00845321458160729,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHORT,900,1207,0.0014055426677713344,-0.005397323943661972,-0.006245200911350455,0.34217067108533555,0.010798649544324771,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,LONG,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,LONG,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,LONG,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,LONG,60,1202,0.00014712978369384365,-0.006712054908485857,-0.007571154326123129,0.07737104825291181,0.0008165723793677204,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,LONG,120,1207,-0.0002824772162386082,-0.0071288400994200495,-0.007986203396851698,0.15575807787903895,0.0020945981772990886,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,LONG,180,1207,-0.00044493786246893157,-0.007265178127589063,-0.008116010770505385,0.20049710024855014,0.0034438525269262633,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,LONG,300,1207,-1.9291632145816072e-05,-0.0068271333885666936,-0.007674866404308201,0.2435791217895609,0.005344415907207954,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,LONG,600,1207,-0.0009342999171499583,-0.007734208782104392,-0.008579958574979289,0.30654515327257664,0.008765501242750622,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,LONG,900,1207,-0.001600422535211267,-0.008408840099420051,-0.009256717067108533,0.34051367025683515,0.010321781275890637,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHORT,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHORT,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHORT,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHORT,60,1202,-0.00014712978369384365,-0.007006314475873544,-0.007865413893510816,0.06738768718801996,0.0007429534109816972,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHORT,120,1207,0.0002824772162386082,-0.006563885666942834,-0.007421248964374483,0.1615575807787904,0.0021162800331400167,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHORT,180,1207,0.00044493786246893157,-0.006375302402651202,-0.007226135045567523,0.2104391052195526,0.0037801077050538525,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHORT,300,1207,1.9291632145816072e-05,-0.006788550124275062,-0.00763628314001657,0.2667771333885667,0.00545159072079536,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHORT,600,1207,0.0009342999171499583,-0.005865608947804473,-0.00671135874067937,0.3347141673570837,0.009621010770505386,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHORT,900,1207,0.001600422535211267,-0.0052079950289975144,-0.0060558719966859985,0.34548467274233635,0.011974125932062967,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,LONG,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,LONG,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,LONG,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,LONG,60,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,LONG,120,1207,-0.00039852941176470594,-0.0072800331400165695,-0.008137396437448218,0.12096106048053024,0.001246006628003314,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,LONG,180,1207,-0.000560990057995029,-0.007416371168185585,-0.008267203811101905,0.1748135874067937,0.002533106876553438,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,LONG,300,1207,-0.0001353438276719139,-0.006978326429163215,-0.007826059444904724,0.24026512013256007,0.004628757249378625,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,LONG,600,1207,-0.0010503521126760563,-0.00788540182270091,-0.008731151615575807,0.3015741507870754,0.008202717481358741,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,LONG,900,1207,-0.0017164747307373644,-0.008560033140016571,-0.009407910107705055,0.3231151615575808,0.009898525269262635,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,SHORT,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,SHORT,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,SHORT,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,SHORT,60,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,SHORT,120,1207,0.00039852941176470594,-0.006482974316487158,-0.007340337613918806,0.12013256006628004,0.0015165617232808619,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,SHORT,180,1207,0.000560990057995029,-0.006294391052195526,-0.007145223695111847,0.19635459817729908,0.003175584092792046,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,SHORT,300,1207,0.0001353438276719139,-0.006707638773819388,-0.007555371789560894,0.2502071251035626,0.004955211267605634,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,SHORT,600,1207,0.0010503521126760563,-0.005784697597348799,-0.006630447390223696,0.3355426677713339,0.00926386909693455,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_60S,SHORT,900,1207,0.0017164747307373644,-0.005127083678541839,-0.005974960646230323,0.34382767191383595,0.011599743164871583,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,5,1042,-0.0003526535508637236,-0.0072027159309021125,-0.008053144193857966,0.02015355086372361,0.00018205374280230325,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,10,1157,-0.0007174200518582541,-0.007691253241140882,-0.008556676750216078,0.028522039757994815,0.0002834831460674157,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,30,1203,-0.0003770532003325021,-0.007322859517871987,-0.008176944098088113,0.07564422277639235,0.0008559351620947631,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,60,1207,-0.0005906048053024027,-0.0075499917149958575,-0.008407813794531895,0.11433305716652858,0.0014923032311516156,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,120,1207,-0.0006075600662800329,-0.007565111847555924,-0.008422475144987573,0.17149958574979288,0.002431168185584093,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,180,1207,-0.0005037158243579122,-0.007435144987572493,-0.008285977630488816,0.21541010770505387,0.003853454846727423,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,300,1207,-5.068765534382759e-05,-0.006969718309859155,-0.007817451325600662,0.24606462303231152,0.005928533554266777,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,600,1207,8.6913835956918e-05,-0.006824183927091964,-0.00766993371996686,0.30903065451532724,0.009327473073736537,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CAUSAL_STATE_TRANSITION,SHOCK_DIRECTION,900,1207,-0.0001371458160729082,-0.007056752278376139,-0.007904629246064623,0.33057166528583265,0.010946570008285004,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHOCK_DIRECTION,5,1089,-0.0006122130394857668,-0.007350431588613406,-0.008190697887970616,0.018365472910927456,0.00021818181818181818,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHOCK_DIRECTION,10,1172,-0.000951736348122867,-0.007846953924914675,-0.008705731655290103,0.025597269624573378,0.00027783276450511947,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHOCK_DIRECTION,30,1203,-0.0006138653366583541,-0.007535951787198671,-0.008390036367414797,0.0739817123857024,0.0008496176226101415,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHOCK_DIRECTION,60,1207,-0.0008266321458160729,-0.007762377796188898,-0.008620199875724937,0.11184755592377796,0.0014469262634631318,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHOCK_DIRECTION,120,1207,-0.0008435874067937037,-0.007777497928748964,-0.008634861226180613,0.16735708367854185,0.0023475890637945315,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHOCK_DIRECTION,180,1207,-0.0007397431648715827,-0.007647531068765535,-0.008498363711681856,0.20961060480530241,0.0037892792046396026,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHOCK_DIRECTION,300,1207,-0.00028671499585749795,-0.007182104391052197,-0.008029837406793703,0.2444076222038111,0.0058996685998343,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHOCK_DIRECTION,600,1207,-0.00014911350455675232,-0.007036570008285004,-0.007882319801159901,0.30654515327257664,0.00923192212096106,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED,SHOCK_DIRECTION,900,1207,-0.00037317315658657853,-0.00726913835956918,-0.008117015327257665,0.33057166528583265,0.010869196354598177,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,60,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,120,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,180,1205,0.00020691286307053953,-0.00661840663900415,-0.007470566390041494,0.11452282157676348,0.0015112365145228215,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,300,1207,0.0006595981772990888,-0.006142692626346313,-0.006990425642087821,0.20381110190555096,0.003966727423363712,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,600,1207,0.0007971996685998345,-0.005997158243579121,-0.006842908036454018,0.2891466445733223,0.008240447390223695,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_120S,SHOCK_DIRECTION,900,1207,0.0005731400165700087,-0.006229726594863298,-0.007077603562551781,0.3272576636288318,0.010454225352112675,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,5,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,10,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,30,0,,,,,,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
SR-REV-001,CONFIRMED_PLUS_30S,SHOCK_DIRECTION,60,1202,-0.00010664725457570712,-0.006965831946755408,-0.00782493136439268,0.06738768718801996,0.0007626123128119801,UNAVAILABLE_COMMISSION_SLIPPAGE_INCOMPLETE
