episode_id,anchor_event_id,market_cluster_id,symbol,shock_direction,anchor_msc,anchor_processing_msc,anchor_bid,anchor_ask,anchor_mid,initial_shock,severity,pre_m1_rms,pre_m1_count,pre_vol_status,step15d_path_class,sr_clean_001,sr_rev_001,repeat_count,same_direction_repeats,opposite_direction_repeats,max_repeat_severity,last_shock_msc,mfe,mae,time_to_mfe_ms,time_to_mae_ms,origin_recross_count,first_origin_recross_msc,realized_volatility,quote_count,average_spread,fallback_count,duplicate_same_msc,drops,capacity_losses,future_reads,backdates,episode_status,validation_status,schema_version,server_time,server_day,server_hour,session,fallback_interval_mappable,primary_episode,fold
ts15e_medium_horizon_202503_USDCAD_mh_101,ts15e_medium_horizon_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741605483000_8116,3464,USDCAD,LONG,1741605483000,1741605483238,1.43763,1.43793,1.43778,0.0,1.5407533532,0.000139940578,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,4,1,3,1.5035035684,1741606365250,0.00025,0.00099,264959,692899,51,1741605485698.0,0.00051144015,1717,0.0002848398,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 11:18:03+00:00,2025-03-10,11,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_USDCHF_mh_78,ts15e_medium_horizon_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741605597250_8118,3465,USDCHF,LONG,1741605597250,1741605597971,0.87886,0.87911,0.878985,1.5e-05,3.7130408802,0.0001364915,10,AVAILABLE,CLEAN_CONTINUATION,True,False,1,0,1,2.5860680824,1741606192500,0.000405,0.000135,353140,895710,17,1741605725458.0,0.000641994032,887,0.0002447914,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 11:19:57.250000+00:00,2025-03-10,11,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_AUDUSD_mh_119,ts15e_medium_horizon_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741606428750_8131,3475,AUDUSD,LONG,1741606428750,1741606428984,0.63165,0.63186,0.631755,5e-06,1.9585382695,0.000123717221,10,AVAILABLE,CLEAN_CONTINUATION,True,False,5,0,5,2.5808162587,1741607321500,0.0002,0.000225,109755,736406,30,1741606430706.0,0.000711964697,1263,0.0002148773,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 11:33:48.750000+00:00,2025-03-10,11,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_USDCAD_mh_102,ts15e_medium_horizon_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741606561750_8134,3476,USDCAD,LONG,1741606561750,1741606562109,1.43719,1.43747,1.43733,5e-06,1.4275980163,0.000144256814,10,AVAILABLE,CLEAN_CONTINUATION,True,False,4,3,1,1.5376186886,1741607096000,0.00064,0.000155,797498,273628,15,1741606562439.0,0.000477171592,1566,0.0002743806,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 11:36:01.750000+00:00,2025-03-10,11,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_USDCHF_mh_79,ts15e_medium_horizon_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741606585000_8137,3477,USDCHF,LONG,1741606585000,1741606585352,0.87858,0.8788,0.87869,5e-06,3.3587181104,0.000157011642,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,0,0,0,0.0,1741606585000,0.000105,0.000355,216708,639737,9,1741606585479.0,0.000569759686,965,0.0002490466,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 11:36:25+00:00,2025-03-10,11,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_EURUSD_mh_64,ts15e_medium_horizon_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741606584750_8135,3477,EURUSD,SHORT,1741606584750,1741606585352,1.08187,1.08205,1.08196,5e-05,2.2446506949,0.000183527924,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,4,3,1,2.0951911781,1741607359500,0.00058,0.00022,822410,227875,18,1741606585352.0,0.000695551427,1186,0.0001800675,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 11:36:24.750000+00:00,2025-03-10,11,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_GBPUSD_mh_69,ts15e_medium_horizon_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741606584750_8136,3477,GBPUSD,SHORT,1741606584750,1741606585352,1.28917,1.28937,1.28927,0.00012,2.5975657879,0.000128772651,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,8,7,1,3.0306461957,1741607137750,0.00124,0.00016,822413,107935,9,1741606620250.0,0.000578580473,1165,0.0002,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 11:36:24.750000+00:00,2025-03-10,11,SERVER_HOUR_LONDON,False,False,1
ts15e_medium_horizon_202503_USDJPY_mh_305,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741606883500_8150,3482,USDJPY,SHORT,1741606883500,1741606883708,147.207,147.223,147.215,0.0005,4.5424067889,0.000143218413,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,4,4,0,4.0661131773,1741607560500,0.038,0.0575,900090,418148,61,1741606923102.0,0.000711454295,2139,0.0183015428,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 11:41:23.500000+00:00,2025-03-10,11,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_USDCHF_mh_80,ts15e_medium_horizon_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741607668500_8169,3492,USDCHF,SHORT,1741607668500,1741607672988,0.87857,0.87882,0.878695,4e-05,2.5889220474,0.000130821396,10,AVAILABLE,CLEAN_CONTINUATION,True,False,0,0,0,0.0,1741607668500,0.000435,0.00013,72454,351291,6,1741607984661.0,0.00059939525,956,0.0002460879,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 11:54:28.500000+00:00,2025-03-10,11,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_AUDUSD_mh_120,ts15e_medium_horizon_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741607995750_8170,3493,AUDUSD,SHORT,1741607995750,1741607996122,0.63119,0.63141,0.6313,1.5e-05,1.8748362167,0.000177533908,10,AVAILABLE,CLEAN_CONTINUATION,True,False,0,0,0,0.0,1741607995750,0.000135,0.000365,27051,424748,8,1741607996444.0,0.000607551433,1093,0.0002140073,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 11:59:55.750000+00:00,2025-03-10,11,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_USDCAD_mh_103,ts15e_medium_horizon_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741608933500_8171,3494,USDCAD,SHORT,1741608933500,1741608934892,1.43751,1.43781,1.43766,8e-05,2.2474261854,0.000103751558,10,AVAILABLE,DEAD_OR_TIMEOUT,False,False,0,0,0,0.0,1741608933500,0.00169,3e-05,619107,14567,7,1741608937032.0,0.000460743281,1581,0.0002814105,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 12:15:33.500000+00:00,2025-03-10,12,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_USDJPY_mh_306,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741608976500_8172,3495,USDJPY,SHORT,1741608976500,1741608978286,147.177,147.196,147.1865,0.0005,3.8104289214,0.000161625452,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,1,0,1,2.8916016495,1741609411250,0.012,0.1275,20269,556195,13,1741608977198.0,0.00069251818,2092,0.0181338432,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 12:16:16.500000+00:00,2025-03-10,12,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_GBPUSD_mh_70,ts15e_medium_horizon_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741609269750_8173,3496,GBPUSD,LONG,1741609269750,1741609270056,1.28956,1.28976,1.28966,4e-05,3.2409010738,0.000175962776,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,0,0,0,0.0,1741609269750,0.00063,0.00027,283502,31154,19,1741609273257.0,0.000672445405,1250,0.0002,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 12:21:09.750000+00:00,2025-03-10,12,SERVER_HOUR_LONDON,False,False,1
ts15e_medium_horizon_202503_USDCHF_mh_81,ts15e_medium_horizon_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741609332250_8174,3497,USDCHF,LONG,1741609332250,1741609333101,0.87762,0.87785,0.877735,5e-06,5.6077600222,0.000148737021,10,AVAILABLE,CLEAN_CONTINUATION,True,False,1,1,0,3.7108381657,1741610054750,0.00019,0.00035,736823,551196,28,1741609356456.0,0.000630414371,954,0.0002476101,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 12:22:12.250000+00:00,2025-03-10,12,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_USDCHF_mh_82,ts15e_medium_horizon_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741610440000_8177,3500,USDCHF,LONG,1741610440000,1741610440186,0.87772,0.87797,0.877845,7.5e-05,5.959284025,0.00015493746,10,AVAILABLE,CLEAN_CONTINUATION,True,False,1,1,0,4.9224451508,1741610440250,0.00024,0.00094,263843,863471,10,1741610442074.0,0.00051482475,776,0.0002505412,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 12:40:40+00:00,2025-03-10,12,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_EURUSD_mh_65,ts15e_medium_horizon_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741610626000_8179,3501,EURUSD,LONG,1741610626000,1741610627299,1.08419,1.08437,1.08428,6e-05,2.8866231197,0.00017685572,10,AVAILABLE,DEAD_OR_TIMEOUT,False,False,0,0,0,0.0,1741610626000,0.0014,0.00015,566427,117898,5,1741610635351.0,0.000899052225,1212,0.0001800578,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 12:43:46+00:00,2025-03-10,12,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_USDJPY_mh_307,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741611040000_8180,3502,USDJPY,LONG,1741611040000,1741611040878,147.35,147.366,147.358,0.0005,3.2743777022,8.9146562e-05,10,AVAILABLE,CLEAN_CONTINUATION,True,False,1,0,1,3.1217507154,1741611653250,0.003,0.16,1082,741232,1,1741611044411.0,0.000634116669,1990,0.0174723618,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 12:50:40+00:00,2025-03-10,12,SERVER_HOUR_LONDON,True,True,1
ts15e_medium_horizon_202503_USDCHF_mh_83,ts15e_medium_horizon_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741611955250_8182,3504,USDCHF,LONG,1741611955250,1741611955487,0.87691,0.87716,0.877035,0.0,3.9013592341,8.791918e-05,10,AVAILABLE,CLEAN_CONTINUATION,True,False,0,0,0,0.0,1741611955250,0.00011,0.00041,409429,253489,16,1741611960383.0,0.000499389349,862,0.0002391067,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 13:05:55.250000+00:00,2025-03-10,13,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDJPY_mh_308,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741613102000_8183,3505,USDJPY,LONG,1741613102000,1741613103167,147.014,147.031,147.0225,0.0005,2.9720662558,0.000154528742,10,AVAILABLE,CLEAN_CONTINUATION,True,False,3,1,2,3.7429874988,1741613722500,0.0145,0.0935,349020,610756,9,1741613103116.0,0.000702300599,1974,0.0176940223,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 13:25:02+00:00,2025-03-10,13,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_AUDUSD_mh_121,ts15e_medium_horizon_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741613189750_8184,3506,AUDUSD,SHORT,1741613189750,1741613190127,0.63245,0.63268,0.632565,1e-05,2.9305595066,9.4882281e-05,10,AVAILABLE,CLEAN_CONTINUATION,True,False,0,0,0,0.0,1741613189750,0.000225,0.000145,761082,77887,11,1741613387428.0,0.000562332501,1038,0.0002189306,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 13:26:29.750000+00:00,2025-03-10,13,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDCHF_mh_84,ts15e_medium_horizon_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741614214500_8188,3510,USDCHF,SHORT,1741614214500,1741614218305,0.87687,0.87712,0.876995,2e-05,3.4593743685,0.000171717371,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,1,0,1,3.4593850824,1741614261000,0.000255,0.00059,845398,456441,1,1741614832374.0,0.000588303565,814,0.0002497174,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 13:43:34.500000+00:00,2025-03-10,13,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDJPY_mh_309,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741614421750_8190,3512,USDJPY,LONG,1741614421750,1741614422220,147.007,147.025,147.016,0.0035,4.0221787389,0.000132523867,10,AVAILABLE,DEAD_OR_TIMEOUT,False,False,0,0,0,0.0,1741614421750,0.0735,0.098,194240,771602,22,1741614422188.0,0.000612433953,1730,0.0184907514,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 13:47:01.750000+00:00,2025-03-10,13,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_EURUSD_mh_66,ts15e_medium_horizon_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741615441500_8191,3513,EURUSD,SHORT,1741615441500,1741615441898,1.0859,1.08608,1.08599,0.00025,6.3036843925,0.000114590534,10,AVAILABLE,PULLBACK_CONTINUATION,False,False,37,22,15,8.0740137858,1741616136250,0.00472,0.0,112551,0,0,,0.002334087025,2224,0.0001810926,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 14:04:01.500000+00:00,2025-03-10,14,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_GBPUSD_mh_71,ts15e_medium_horizon_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741615441500_8192,3513,GBPUSD,SHORT,1741615441500,1741615441898,1.29206,1.29226,1.29216,0.00019,3.8931728297,0.000109237032,10,AVAILABLE,PULLBACK_CONTINUATION,False,False,29,23,6,8.1964300283,1741615615500,0.00195,0.00017,109658,694101,28,1741615891034.0,0.001330419693,2035,0.0002000197,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 14:04:01.500000+00:00,2025-03-10,14,SERVER_HOUR_OVERLAP,False,False,1
ts15e_medium_horizon_202503_USDJPY_mh_310,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741615443000_8199,3513,USDJPY,SHORT,1741615443000,1741615443098,146.931,146.947,146.939,0.033,4.3933402213,0.000220296338,10,AVAILABLE,DEAD_OR_TIMEOUT,False,False,24,17,7,9.953837845,1741616251500,0.0775,0.1475,7346,698717,17,1741615514903.0,0.001183044951,2705,0.0181663586,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 14:04:03+00:00,2025-03-10,14,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_AUDUSD_mh_122,ts15e_medium_horizon_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741615441750_8193,3513,AUDUSD,SHORT,1741615441750,1741615441898,0.63221,0.63243,0.63232,4.5e-05,3.1993970031,7.0862603e-05,10,AVAILABLE,DEAD_OR_TIMEOUT,False,False,9,5,4,6.3958380832,1741615446750,0.000715,4e-05,112459,895193,9,1741615442224.0,0.001242545108,1832,0.000214274,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 14:04:01.750000+00:00,2025-03-10,14,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDCAD_mh_104,ts15e_medium_horizon_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741615444250_8210,3514,USDCAD,LONG,1741615444250,1741615444601,1.43889,1.43915,1.43902,0.000155,2.8860611776,8.648377e-05,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,3,1,2,3.1861675799,1741616134750,0.00022,0.000565,400528,899187,38,1741615469080.0,0.000709843562,2030,0.0002706158,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 14:04:04.250000+00:00,2025-03-10,14,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDCHF_mh_85,ts15e_medium_horizon_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741615445750_8238,3514,USDCHF,SHORT,1741615445750,1741615446031,0.87701,0.87721,0.87711,0.000105,4.1463164062,0.000196140073,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,2,1,1,3.8874808887,1741615473750,0.000135,0.00107,9202,168745,12,1741615447184.0,0.001122079639,1439,0.0002512856,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 14:04:05.750000+00:00,2025-03-10,14,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDCHF_mh_86,ts15e_medium_horizon_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741616633750_8301,3538,USDCHF,SHORT,1741616633750,1741616633980,0.87709,0.87733,0.87721,5e-05,2.9243601276,0.000200160402,10,AVAILABLE,CLEAN_CONTINUATION,True,False,1,1,0,3.0987754649,1741617300250,0.00029,0.00027,81181,564089,19,1741616634541.0,0.000553493427,754,0.000245756,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 14:23:53.750000+00:00,2025-03-10,14,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDJPY_mh_311,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741616913250_8302,3539,USDJPY,LONG,1741616913250,1741616913480,147.021,147.038,147.0295,0.0,4.69904831,0.000107901003,10,AVAILABLE,CLEAN_CONTINUATION,True,False,4,1,3,3.7523501175,1741617666250,0.0425,0.106,145408,842990,24,1741616914193.0,0.000643433764,1870,0.0183663102,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 14:28:33.250000+00:00,2025-03-10,14,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDCHF_mh_87,ts15e_medium_horizon_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741618237500_8308,3544,USDCHF,LONG,1741618237500,1741618239732,0.87644,0.87667,0.876555,5e-06,3.0126235302,0.000111629475,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,0,0,0,0.0,1741618237500,0.000545,0.000375,844779,227913,16,1741618386047.0,0.000612788023,785,0.0002435541,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 14:50:37.500000+00:00,2025-03-10,14,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDJPY_mh_312,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741619077250_8309,3545,USDJPY,LONG,1741619077250,1741619077542,147.112,147.13,147.121,0.0005,2.7522385656,0.0002250264,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,0,0,0,0.0,1741619077250,0.002,0.3,282,798017,1,1741619077784.0,0.000659084686,2079,0.0181962482,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 15:04:37.250000+00:00,2025-03-10,15,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDCHF_mh_88,ts15e_medium_horizon_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741619518000_8310,3546,USDCHF,SHORT,1741619518000,1741619518242,0.87676,0.87702,0.87689,5e-06,4.0442988367,0.000134789079,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,1,0,1,4.3090904662,1741620291500,0.00073,0.00014,344226,79076,13,1741619543578.0,0.000592654383,925,0.0002439568,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 15:11:58+00:00,2025-03-10,15,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDJPY_mh_313,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741620197000_8311,3547,USDJPY,SHORT,1741620197000,1741620198137,146.819,146.835,146.827,0.0125,5.202349529,0.000232133236,10,AVAILABLE,CLEAN_CONTINUATION,True,False,6,6,0,6.9007360416,1741620717500,0.1045,0.0445,735362,173659,23,1741620197514.0,0.000718345822,2092,0.0179096558,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 15:23:17+00:00,2025-03-10,15,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDCAD_mh_105,ts15e_medium_horizon_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741620566500_8315,3549,USDCAD,SHORT,1741620566500,1741620566996,1.44066,1.44093,1.440795,0.0001,3.0726104079,0.000102979475,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,0,0,0,0.0,1741620566500,0.0006,0.00072,487923,149044,7,1741620568428.0,0.000582046838,1555,0.0002690354,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 15:29:26.500000+00:00,2025-03-10,15,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDJPY_mh_314,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741621298250_8321,3552,USDJPY,LONG,1741621298250,1741621299757,146.81,146.827,146.8185,0.0005,3.7526422885,0.000259839094,10,AVAILABLE,CLEAN_CONTINUATION,True,False,1,1,0,3.0115100994,1741621342000,0.142,0.005,897389,7563,3,1741621299748.0,0.000689875131,2075,0.017946506,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 15:41:38.250000+00:00,2025-03-10,15,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDCHF_mh_89,ts15e_medium_horizon_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741621298500_8320,3551,USDCHF,LONG,1741621298500,1741621299757,0.87645,0.87669,0.87657,1.5e-05,3.7130297553,0.000225767067,10,AVAILABLE,CLEAN_CONTINUATION,True,False,1,0,1,3.1106162616,1741621982500,0.00046,0.000295,897042,721822,17,1741621300285.0,0.000620253538,948,0.0002470781,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 15:41:38.500000+00:00,2025-03-10,15,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDCAD_mh_106,ts15e_medium_horizon_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741621845000_8323,3554,USDCAD,LONG,1741621845000,1741621846219,1.44196,1.44224,1.4421,0.0,2.2003529983,0.000129754719,10,AVAILABLE,DEAD_OR_TIMEOUT,False,False,0,0,0,0.0,1741621845000,0.000665,0.0005,820203,591278,15,1741621845475.0,0.000612829441,1579,0.0002663458,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 15:50:45+00:00,2025-03-10,15,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_AUDUSD_mh_123,ts15e_medium_horizon_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741622030750_8325,3556,AUDUSD,SHORT,1741622030750,1741622032470,0.63252,0.63275,0.632635,1e-05,4.0698186716,0.000172472446,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,1,1,0,2.3004959118,1741622031000,0.000625,6e-05,635326,3035,15,1741622035724.0,0.00061385883,1268,0.0002207492,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 15:53:50.750000+00:00,2025-03-10,15,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_USDJPY_mh_315,ts15e_medium_horizon_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741622299250_8327,3557,USDJPY,LONG,1741622299250,1741622299719,147.011,147.03,147.0205,0.005,4.500174082,0.000169532095,10,AVAILABLE,CLEAN_CONTINUATION,True,False,17,9,8,13.3157933038,1741623036000,0.0185,0.1275,111721,504406,24,1741622299719.0,0.001029103807,2393,0.0181065608,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 15:58:19.250000+00:00,2025-03-10,15,SERVER_HOUR_OVERLAP,True,True,1
ts15e_medium_horizon_202503_GBPUSD_mh_72,ts15e_medium_horizon_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741622863250_8331,3560,GBPUSD,SHORT,1741622863250,1741622864060,1.29284,1.29304,1.29294,4e-05,2.8847424457,0.000210118448,10,AVAILABLE,FAILED_SHOCK_REVERSAL,False,True,7,1,6,8.5501237793,1741623358250,0.0,0.00171,0,533225,0,,0.000738737686,1400,0.0002,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 16:07:43.250000+00:00,2025-03-10,16,SERVER_HOUR_OVERLAP,False,False,1
ts15e_medium_horizon_202503_EURUSD_mh_67,ts15e_medium_horizon_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741623010750_8334,3561,EURUSD,LONG,1741623010750,1741623011138,1.08482,1.08501,1.084915,0.000325,3.2261842396,0.000142762477,10,AVAILABLE,CLEAN_CONTINUATION,True,False,3,3,0,5.6003785442,1741623011500,0.000175,0.000815,198019,612332,49,1741623011400.0,0.000750863352,990,0.0001801616,0,0,0,0,0,0,COMPLETE_900S,VALID,tickshock-medium-horizon-response-v1,2025-03-10 16:10:10.750000+00:00,2025-03-10,16,SERVER_HOUR_OVERLAP,True,True,1
