cohort,symbol,session,horizon_seconds,episodes,mean_exec_spread_multiple,prob_positive
SR-CLEAN-001,EURUSD,SERVER_HOUR_NEW_YORK,600,12,-0.6527777777787556,0.3333333333333333
SR-CLEAN-001,EURUSD,SERVER_HOUR_NEW_YORK,900,11,-0.30303030302991907,0.6363636363636364
SR-CLEAN-001,EURUSD,SERVER_HOUR_OVERLAP,5,17,-1.7328288040360258,0.17647058823529413
SR-CLEAN-001,EURUSD,SERVER_HOUR_OVERLAP,10,14,-1.5303536619323157,0.35714285714285715
SR-CLEAN-001,EURUSD,SERVER_HOUR_OVERLAP,30,15,-1.4924626380763322,0.2
SR-CLEAN-001,EURUSD,SERVER_HOUR_OVERLAP,60,15,-1.3269005847949356,0.26666666666666666
SR-CLEAN-001,EURUSD,SERVER_HOUR_OVERLAP,120,17,-0.18787983029452615,0.5294117647058824
SR-CLEAN-001,EURUSD,SERVER_HOUR_OVERLAP,180,13,-0.3911381016641693,0.46153846153846156
SR-CLEAN-001,EURUSD,SERVER_HOUR_OVERLAP,300,12,0.9845679012342754,0.6666666666666666
SR-CLEAN-001,EURUSD,SERVER_HOUR_OVERLAP,600,9,4.251028806584275,0.7777777777777778
SR-CLEAN-001,EURUSD,SERVER_HOUR_OVERLAP,900,13,2.412130754237178,0.5384615384615384
SR-CLEAN-001,EURUSD,SERVER_HOUR_TOKYO,5,1,-0.6111111111108769,0.0
SR-CLEAN-001,EURUSD,SERVER_HOUR_TOKYO,10,1,-1.1111111111106853,0.0
SR-CLEAN-001,EURUSD,SERVER_HOUR_TOKYO,180,1,-1.055555555555151,0.0
SR-CLEAN-001,EURUSD,SERVER_HOUR_TOKYO,900,1,-0.055555555555534264,0.0
SR-CLEAN-001,USDCAD,SERVER_HOUR_LONDON,5,24,-0.853863243769847,0.041666666666666664
SR-CLEAN-001,USDCAD,SERVER_HOUR_LONDON,10,17,-0.7907903065307342,0.058823529411764705
SR-CLEAN-001,USDCAD,SERVER_HOUR_LONDON,30,17,-0.692646039040756,0.058823529411764705
SR-CLEAN-001,USDCAD,SERVER_HOUR_LONDON,60,23,-0.7059387727603089,0.08695652173913043
SR-CLEAN-001,USDCAD,SERVER_HOUR_LONDON,120,16,-0.8145075741627505,0.0625
SR-CLEAN-001,USDCAD,SERVER_HOUR_LONDON,180,24,-0.7695525485514354,0.20833333333333334
SR-CLEAN-001,USDCAD,SERVER_HOUR_LONDON,300,18,-0.4549887226027242,0.3333333333333333
SR-CLEAN-001,USDCAD,SERVER_HOUR_LONDON,600,15,-0.3478127891691273,0.5333333333333333
SR-CLEAN-001,USDCAD,SERVER_HOUR_LONDON,900,17,-0.22023188290921944,0.35294117647058826
SR-CLEAN-001,USDCAD,SERVER_HOUR_NEW_YORK,5,31,-0.8317683191469226,0.03225806451612903
SR-CLEAN-001,USDCAD,SERVER_HOUR_NEW_YORK,10,29,-0.7142864643343433,0.034482758620689655
SR-CLEAN-001,USDCAD,SERVER_HOUR_NEW_YORK,30,24,-0.7864322219068045,0.041666666666666664
SR-CLEAN-001,USDCAD,SERVER_HOUR_NEW_YORK,60,25,-0.5008269884442895,0.16
SR-CLEAN-001,USDCAD,SERVER_HOUR_NEW_YORK,120,30,-0.5678007184730068,0.26666666666666666
SR-CLEAN-001,USDCAD,SERVER_HOUR_NEW_YORK,180,27,-1.515959078114513,0.14814814814814814
SR-CLEAN-001,USDCAD,SERVER_HOUR_NEW_YORK,300,19,0.13702988884460937,0.42105263157894735
SR-CLEAN-001,USDCAD,SERVER_HOUR_NEW_YORK,600,26,-0.4354105006098534,0.34615384615384615
SR-CLEAN-001,USDCAD,SERVER_HOUR_NEW_YORK,900,21,-0.20566374305431065,0.38095238095238093
SR-CLEAN-001,USDCAD,SERVER_HOUR_OTHER,10,2,0.6538461538466909,0.5
SR-CLEAN-001,USDCAD,SERVER_HOUR_OTHER,30,3,-0.6506252368319759,0.0
SR-CLEAN-001,USDCAD,SERVER_HOUR_OTHER,60,1,-1.9642857142853076,0.0
SR-CLEAN-001,USDCAD,SERVER_HOUR_OTHER,120,2,-0.357549857550033,0.5
SR-CLEAN-001,USDCAD,SERVER_HOUR_OTHER,180,1,-1.1333333333326194,0.0
SR-CLEAN-001,USDCAD,SERVER_HOUR_OTHER,300,2,-0.11352657004838235,0.5
SR-CLEAN-001,USDCAD,SERVER_HOUR_OTHER,600,1,-0.7826086956523357,0.0
SR-CLEAN-001,USDCAD,SERVER_HOUR_OTHER,900,1,-0.29999999999981103,0.0
SR-CLEAN-001,USDCAD,SERVER_HOUR_OVERLAP,5,20,-0.8888116601628984,0.0
SR-CLEAN-001,USDCAD,SERVER_HOUR_OVERLAP,10,17,-0.7081958445168529,0.11764705882352941
SR-CLEAN-001,USDCAD,SERVER_HOUR_OVERLAP,30,20,-0.7307899968805616,0.1
SR-CLEAN-001,USDCAD,SERVER_HOUR_OVERLAP,60,13,-0.9661607932297714,0.23076923076923078
SR-CLEAN-001,USDCAD,SERVER_HOUR_OVERLAP,120,23,-0.7728866488609887,0.21739130434782608
SR-CLEAN-001,USDCAD,SERVER_HOUR_OVERLAP,180,18,-0.3648821055309862,0.3333333333333333
SR-CLEAN-001,USDCAD,SERVER_HOUR_OVERLAP,300,18,-1.064984461667922,0.3333333333333333
SR-CLEAN-001,USDCAD,SERVER_HOUR_OVERLAP,600,18,-1.294991969064124,0.3333333333333333
SR-CLEAN-001,USDCAD,SERVER_HOUR_OVERLAP,900,19,-1.2481391464281857,0.42105263157894735
SR-CLEAN-001,USDCAD,SERVER_HOUR_TOKYO,5,11,-1.0442830139584591,0.0
SR-CLEAN-001,USDCAD,SERVER_HOUR_TOKYO,10,10,-0.812356245062041,0.0
SR-CLEAN-001,USDCAD,SERVER_HOUR_TOKYO,30,9,-0.46467253437053607,0.1111111111111111
SR-CLEAN-001,USDCAD,SERVER_HOUR_TOKYO,60,9,-0.2544992298914492,0.1111111111111111
SR-CLEAN-001,USDCAD,SERVER_HOUR_TOKYO,120,10,-0.9306314656720241,0.1
SR-CLEAN-001,USDCAD,SERVER_HOUR_TOKYO,180,9,-0.7903939996932432,0.2222222222222222
SR-CLEAN-001,USDCAD,SERVER_HOUR_TOKYO,300,11,-0.48775311533920845,0.36363636363636365
SR-CLEAN-001,USDCAD,SERVER_HOUR_TOKYO,600,7,0.008135938135793077,0.2857142857142857
SR-CLEAN-001,USDCAD,SERVER_HOUR_TOKYO,900,7,-0.46149535558457844,0.14285714285714285
SR-CLEAN-001,USDCHF,SERVER_HOUR_LONDON,5,17,-0.8412876254180781,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_LONDON,10,15,-0.6968418634505352,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_LONDON,30,15,-0.5988877740616672,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_LONDON,60,13,-0.6335669236003566,0.15384615384615385
SR-CLEAN-001,USDCHF,SERVER_HOUR_LONDON,120,14,-0.8108608627397161,0.07142857142857142
SR-CLEAN-001,USDCHF,SERVER_HOUR_LONDON,180,15,-0.5684200244199699,0.3333333333333333
SR-CLEAN-001,USDCHF,SERVER_HOUR_LONDON,300,15,-1.3209845951150416,0.2
SR-CLEAN-001,USDCHF,SERVER_HOUR_LONDON,600,14,-1.1078692011918718,0.21428571428571427
SR-CLEAN-001,USDCHF,SERVER_HOUR_LONDON,900,10,-1.6713929765881173,0.5
SR-CLEAN-001,USDCHF,SERVER_HOUR_NEW_YORK,5,24,-0.9201710391226087,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_NEW_YORK,10,25,-0.8903772078163423,0.04
SR-CLEAN-001,USDCHF,SERVER_HOUR_NEW_YORK,30,26,-0.9057357486747402,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_NEW_YORK,60,26,-1.0845089033195046,0.07692307692307693
SR-CLEAN-001,USDCHF,SERVER_HOUR_NEW_YORK,120,16,-1.147832470468341,0.125
SR-CLEAN-001,USDCHF,SERVER_HOUR_NEW_YORK,180,24,-1.3319631779753769,0.08333333333333333
SR-CLEAN-001,USDCHF,SERVER_HOUR_NEW_YORK,300,25,-1.3556935950523168,0.12
SR-CLEAN-001,USDCHF,SERVER_HOUR_NEW_YORK,600,19,-1.4415607728993831,0.21052631578947367
SR-CLEAN-001,USDCHF,SERVER_HOUR_NEW_YORK,900,15,-1.1624377892639097,0.2
SR-CLEAN-001,USDCHF,SERVER_HOUR_OTHER,120,1,-1.833333333333196,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_OTHER,180,1,-1.5416666666665513,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_OVERLAP,5,21,-0.8856667636481428,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_OVERLAP,10,15,-0.7572566805175379,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_OVERLAP,30,19,-1.052851403194645,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_OVERLAP,60,13,-0.8316883222067146,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_OVERLAP,120,19,-0.863281197148434,0.15789473684210525
SR-CLEAN-001,USDCHF,SERVER_HOUR_OVERLAP,180,19,-0.9346567924828001,0.3157894736842105
SR-CLEAN-001,USDCHF,SERVER_HOUR_OVERLAP,300,19,-0.6445218955972084,0.3157894736842105
SR-CLEAN-001,USDCHF,SERVER_HOUR_OVERLAP,600,26,-0.9704799993762742,0.46153846153846156
SR-CLEAN-001,USDCHF,SERVER_HOUR_OVERLAP,900,23,-1.5757017385750445,0.13043478260869565
SR-CLEAN-001,USDCHF,SERVER_HOUR_TOKYO,5,1,-1.0800000000001189,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_TOKYO,30,2,-0.8327272727273369,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_TOKYO,600,1,-0.22727272727272937,0.0
SR-CLEAN-001,USDCHF,SERVER_HOUR_TOKYO,900,2,-0.6890909090909941,0.5
SR-CLEAN-001,USDJPY,SERVER_HOUR_LONDON,5,29,-0.8097905123806832,0.06896551724137931
SR-CLEAN-001,USDJPY,SERVER_HOUR_LONDON,10,32,-0.8110336157489784,0.0625
SR-CLEAN-001,USDJPY,SERVER_HOUR_LONDON,30,32,-0.7813938568850726,0.125
SR-CLEAN-001,USDJPY,SERVER_HOUR_LONDON,60,21,-0.6308038127532023,0.19047619047619047
SR-CLEAN-001,USDJPY,SERVER_HOUR_LONDON,120,27,-0.6633029579886119,0.2962962962962963
SR-CLEAN-001,USDJPY,SERVER_HOUR_LONDON,180,30,-0.48676044686865644,0.43333333333333335
SR-CLEAN-001,USDJPY,SERVER_HOUR_LONDON,300,31,-0.6341852309166349,0.4838709677419355
SR-CLEAN-001,USDJPY,SERVER_HOUR_LONDON,600,24,-0.29534958720334764,0.5
SR-CLEAN-001,USDJPY,SERVER_HOUR_LONDON,900,33,0.4500404899261945,0.5454545454545454
SR-CLEAN-001,USDJPY,SERVER_HOUR_NEW_YORK,5,36,-0.7464959080832417,0.1388888888888889
SR-CLEAN-001,USDJPY,SERVER_HOUR_NEW_YORK,10,34,-0.7695549788541477,0.11764705882352941
SR-CLEAN-001,USDJPY,SERVER_HOUR_NEW_YORK,30,42,-0.7559246572099025,0.2619047619047619
SR-CLEAN-001,USDJPY,SERVER_HOUR_NEW_YORK,60,34,-0.7571149796347207,0.2647058823529412
SR-CLEAN-001,USDJPY,SERVER_HOUR_NEW_YORK,120,30,-0.8047442749024364,0.3
SR-CLEAN-001,USDJPY,SERVER_HOUR_NEW_YORK,180,35,-0.758151885953022,0.34285714285714286
SR-CLEAN-001,USDJPY,SERVER_HOUR_NEW_YORK,300,35,0.07427945979078794,0.42857142857142855
SR-CLEAN-001,USDJPY,SERVER_HOUR_NEW_YORK,600,33,0.7096738920305473,0.5151515151515151
SR-CLEAN-001,USDJPY,SERVER_HOUR_NEW_YORK,900,25,-0.10867381242693541,0.52
SR-CLEAN-001,USDJPY,SERVER_HOUR_OTHER,5,8,-1.0135900412794956,0.0
SR-CLEAN-001,USDJPY,SERVER_HOUR_OTHER,10,5,-0.7359210526317814,0.2
SR-CLEAN-001,USDJPY,SERVER_HOUR_OTHER,30,8,-0.8631396198828369,0.0
SR-CLEAN-001,USDJPY,SERVER_HOUR_OTHER,60,7,0.3737265959019324,0.8571428571428571
SR-CLEAN-001,USDJPY,SERVER_HOUR_OTHER,120,6,1.7366271069851862,0.6666666666666666
SR-CLEAN-001,USDJPY,SERVER_HOUR_OTHER,180,8,0.20827850877311868,0.375
SR-CLEAN-001,USDJPY,SERVER_HOUR_OTHER,300,7,-0.2260541058513872,0.42857142857142855
SR-CLEAN-001,USDJPY,SERVER_HOUR_OTHER,600,4,-2.86140350877047,0.5
SR-CLEAN-001,USDJPY,SERVER_HOUR_OTHER,900,4,-3.765479876160119,0.5
SR-CLEAN-001,USDJPY,SERVER_HOUR_OVERLAP,5,42,-0.652664984122273,0.11904761904761904
SR-CLEAN-001,USDJPY,SERVER_HOUR_OVERLAP,10,32,-0.5346144735306053,0.28125
SR-CLEAN-001,USDJPY,SERVER_HOUR_OVERLAP,30,26,-0.5068652258473978,0.23076923076923078
SR-CLEAN-001,USDJPY,SERVER_HOUR_OVERLAP,60,35,-0.741747277858444,0.2571428571428571
SR-CLEAN-001,USDJPY,SERVER_HOUR_OVERLAP,120,34,-0.305116832594454,0.38235294117647056
SR-CLEAN-001,USDJPY,SERVER_HOUR_OVERLAP,180,32,-0.077585603867953,0.5
SR-CLEAN-001,USDJPY,SERVER_HOUR_OVERLAP,300,36,-0.6076305790342588,0.3888888888888889
SR-CLEAN-001,USDJPY,SERVER_HOUR_OVERLAP,600,31,-0.7773564802263331,0.4838709677419355
SR-CLEAN-001,USDJPY,SERVER_HOUR_OVERLAP,900,33,-1.5257064043042767,0.5454545454545454
SR-CLEAN-001,USDJPY,SERVER_HOUR_TOKYO,5,35,-0.8741500051169541,0.05714285714285714
SR-CLEAN-001,USDJPY,SERVER_HOUR_TOKYO,10,43,-0.5887788700443729,0.13953488372093023
SR-CLEAN-001,USDJPY,SERVER_HOUR_TOKYO,30,23,-0.6740973966416073,0.2608695652173913
SR-CLEAN-001,USDJPY,SERVER_HOUR_TOKYO,60,48,-0.3351769660734211,0.3333333333333333
SR-CLEAN-001,USDJPY,SERVER_HOUR_TOKYO,120,36,-0.7575351418792295,0.3333333333333333
SR-CLEAN-001,USDJPY,SERVER_HOUR_TOKYO,180,31,-1.422515257894987,0.25806451612903225
SR-CLEAN-001,USDJPY,SERVER_HOUR_TOKYO,300,33,-1.592492228438861,0.36363636363636365
SR-CLEAN-001,USDJPY,SERVER_HOUR_TOKYO,600,33,-0.6268422523545772,0.3939393939393939
SR-CLEAN-001,USDJPY,SERVER_HOUR_TOKYO,900,33,-1.8487219344736465,0.42424242424242425
SR-REV-001,AUDUSD,SERVER_HOUR_LONDON,5,29,-1.0820174328420358,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_LONDON,10,27,-1.127499982572444,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_LONDON,30,31,-1.114554683278361,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_LONDON,60,23,-1.022246499562162,0.043478260869565216
SR-REV-001,AUDUSD,SERVER_HOUR_LONDON,120,26,-0.9743345422693139,0.11538461538461539
SR-REV-001,AUDUSD,SERVER_HOUR_LONDON,180,26,-0.9845118649466849,0.11538461538461539
SR-REV-001,AUDUSD,SERVER_HOUR_LONDON,300,18,-0.8271535228057374,0.2222222222222222
SR-REV-001,AUDUSD,SERVER_HOUR_LONDON,600,27,-1.1075314915894903,0.18518518518518517
SR-REV-001,AUDUSD,SERVER_HOUR_LONDON,900,33,-1.5235728259443557,0.12121212121212122
SR-REV-001,AUDUSD,SERVER_HOUR_NEW_YORK,5,36,-1.2858835074079111,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_NEW_YORK,10,28,-1.2411817170090471,0.03571428571428571
SR-REV-001,AUDUSD,SERVER_HOUR_NEW_YORK,30,34,-1.1686223209722182,0.058823529411764705
SR-REV-001,AUDUSD,SERVER_HOUR_NEW_YORK,60,28,-1.2625321918141288,0.10714285714285714
SR-REV-001,AUDUSD,SERVER_HOUR_NEW_YORK,120,30,-1.3951409026573722,0.06666666666666667
SR-REV-001,AUDUSD,SERVER_HOUR_NEW_YORK,180,33,-1.4454364516258162,0.24242424242424243
SR-REV-001,AUDUSD,SERVER_HOUR_NEW_YORK,300,29,-1.5504686227213524,0.2413793103448276
SR-REV-001,AUDUSD,SERVER_HOUR_NEW_YORK,600,31,-1.0656325968149305,0.3870967741935484
SR-REV-001,AUDUSD,SERVER_HOUR_NEW_YORK,900,29,-0.7311323806508306,0.3448275862068966
SR-REV-001,AUDUSD,SERVER_HOUR_OTHER,5,2,-1.3333333333330573,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_OTHER,10,3,-1.583850931676815,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_OTHER,30,3,-1.6073153899237098,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_OTHER,60,3,-1.2912353347132632,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_OTHER,180,4,-1.7210144927532838,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_OTHER,300,2,-1.9430641821941217,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_OTHER,600,3,-2.2891963109349,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_OTHER,900,2,-5.118012422358895,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_OVERLAP,5,29,-1.1712126414582251,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_OVERLAP,10,27,-1.1325112734649325,0.037037037037037035
SR-REV-001,AUDUSD,SERVER_HOUR_OVERLAP,30,20,-1.1150278287032263,0.05
SR-REV-001,AUDUSD,SERVER_HOUR_OVERLAP,60,22,-1.1390388399892464,0.09090909090909091
SR-REV-001,AUDUSD,SERVER_HOUR_OVERLAP,120,23,-1.4336943359771965,0.043478260869565216
SR-REV-001,AUDUSD,SERVER_HOUR_OVERLAP,180,21,-1.2375769169497786,0.09523809523809523
SR-REV-001,AUDUSD,SERVER_HOUR_OVERLAP,300,21,-1.199575831012388,0.09523809523809523
SR-REV-001,AUDUSD,SERVER_HOUR_OVERLAP,600,21,-1.9918721052761208,0.19047619047619047
SR-REV-001,AUDUSD,SERVER_HOUR_OVERLAP,900,22,-1.4287662722971364,0.2727272727272727
SR-REV-001,AUDUSD,SERVER_HOUR_TOKYO,5,19,-1.1589073350372139,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_TOKYO,10,19,-1.0236190482017258,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_TOKYO,30,16,-1.032651455228279,0.0625
SR-REV-001,AUDUSD,SERVER_HOUR_TOKYO,60,20,-0.9602193322981817,0.05
SR-REV-001,AUDUSD,SERVER_HOUR_TOKYO,120,16,-1.100662400891614,0.125
SR-REV-001,AUDUSD,SERVER_HOUR_TOKYO,180,18,-0.7282335126628661,0.2222222222222222
SR-REV-001,AUDUSD,SERVER_HOUR_TOKYO,300,15,-1.4465640706582668,0.13333333333333333
SR-REV-001,AUDUSD,SERVER_HOUR_TOKYO,600,17,-1.4341584459870331,0.0
SR-REV-001,AUDUSD,SERVER_HOUR_TOKYO,900,14,-1.4411160590717678,0.21428571428571427
SR-REV-001,EURUSD,SERVER_HOUR_LONDON,5,19,-1.2280701754384722,0.05263157894736842
SR-REV-001,EURUSD,SERVER_HOUR_LONDON,10,24,-1.284722222221978,0.08333333333333333
SR-REV-001,EURUSD,SERVER_HOUR_LONDON,30,24,-0.9814814814813566,0.08333333333333333
SR-REV-001,EURUSD,SERVER_HOUR_LONDON,60,21,-0.8783068783067931,0.19047619047619047
SR-REV-001,EURUSD,SERVER_HOUR_LONDON,120,24,-1.365740740740577,0.20833333333333334
SR-REV-001,EURUSD,SERVER_HOUR_LONDON,180,24,-1.2523148148147345,0.2916666666666667
SR-REV-001,EURUSD,SERVER_HOUR_LONDON,300,18,-1.8549382716045015,0.2222222222222222
SR-REV-001,EURUSD,SERVER_HOUR_LONDON,600,18,-1.496913580246865,0.2777777777777778
SR-REV-001,EURUSD,SERVER_HOUR_LONDON,900,18,-0.9104938271600039,0.3333333333333333
SR-REV-001,EURUSD,SERVER_HOUR_NEW_YORK,5,25,-1.5307281023070702,0.04
SR-REV-001,EURUSD,SERVER_HOUR_NEW_YORK,10,28,-1.6676581563801334,0.07142857142857142
SR-REV-001,EURUSD,SERVER_HOUR_NEW_YORK,30,23,-1.8495290623436857,0.17391304347826086
SR-REV-001,EURUSD,SERVER_HOUR_NEW_YORK,60,28,-1.5343108228448072,0.17857142857142858
SR-REV-001,EURUSD,SERVER_HOUR_NEW_YORK,120,18,-1.7669922669925155,0.2777777777777778
SR-REV-001,EURUSD,SERVER_HOUR_NEW_YORK,180,25,-1.8124863440654795,0.2
SR-REV-001,EURUSD,SERVER_HOUR_NEW_YORK,300,12,-1.801282051281536,0.25
SR-REV-001,EURUSD,SERVER_HOUR_NEW_YORK,600,19,-2.2013366750202805,0.3157894736842105
SR-REV-001,EURUSD,SERVER_HOUR_NEW_YORK,900,14,1.7856270713422229,0.7142857142857143
SR-REV-001,EURUSD,SERVER_HOUR_OTHER,5,5,-1.2947368421051648,0.0
SR-REV-001,EURUSD,SERVER_HOUR_OTHER,10,2,-1.0818713450286541,0.0
SR-REV-001,EURUSD,SERVER_HOUR_OTHER,30,3,-0.9912280701748992,0.0
SR-REV-001,EURUSD,SERVER_HOUR_OTHER,60,3,-1.1432748538004864,0.0
SR-REV-001,EURUSD,SERVER_HOUR_OTHER,120,2,-0.934210526315047,0.5
SR-REV-001,EURUSD,SERVER_HOUR_OTHER,180,4,-2.250730994151767,0.0
SR-REV-001,EURUSD,SERVER_HOUR_OTHER,300,3,-1.2280701754377272,0.3333333333333333
SR-REV-001,EURUSD,SERVER_HOUR_OTHER,600,1,-0.9999999999996168,0.0
SR-REV-001,EURUSD,SERVER_HOUR_OTHER,900,1,-3.7222222222207955,0.0
SR-REV-001,EURUSD,SERVER_HOUR_OVERLAP,5,18,-1.6767891952100387,0.0
SR-REV-001,EURUSD,SERVER_HOUR_OVERLAP,10,19,-1.8671305456622753,0.0
SR-REV-001,EURUSD,SERVER_HOUR_OVERLAP,30,22,-1.3996734259891108,0.3181818181818182
SR-REV-001,EURUSD,SERVER_HOUR_OVERLAP,60,18,-1.6652302051421397,0.16666666666666666
SR-REV-001,EURUSD,SERVER_HOUR_OVERLAP,120,20,-2.42894945697563,0.05
SR-REV-001,EURUSD,SERVER_HOUR_OVERLAP,180,15,-2.262336396546994,0.3333333333333333
SR-REV-001,EURUSD,SERVER_HOUR_OVERLAP,300,10,-2.3111111111118725,0.2
SR-REV-001,EURUSD,SERVER_HOUR_OVERLAP,600,16,-1.402412280702275,0.375
SR-REV-001,EURUSD,SERVER_HOUR_OVERLAP,900,14,-3.950859291085422,0.21428571428571427
SR-REV-001,EURUSD,SERVER_HOUR_TOKYO,120,1,-0.777777777778439,0.0
SR-REV-001,EURUSD,SERVER_HOUR_TOKYO,180,1,-0.22222222222213706,0.0
SR-REV-001,USDCAD,SERVER_HOUR_LONDON,5,34,-1.169368997173511,0.0
SR-REV-001,USDCAD,SERVER_HOUR_LONDON,10,32,-1.2073906408011617,0.0
SR-REV-001,USDCAD,SERVER_HOUR_LONDON,30,25,-1.2020898302986134,0.0
SR-REV-001,USDCAD,SERVER_HOUR_LONDON,60,37,-1.199182031911186,0.02702702702702703
SR-REV-001,USDCAD,SERVER_HOUR_LONDON,120,36,-1.1938538343432041,0.05555555555555555
SR-REV-001,USDCAD,SERVER_HOUR_LONDON,180,28,-1.391488874168905,0.03571428571428571
SR-REV-001,USDCAD,SERVER_HOUR_LONDON,300,35,-1.3172836421491179,0.11428571428571428
SR-REV-001,USDCAD,SERVER_HOUR_LONDON,600,33,-1.0700510307940114,0.3333333333333333
SR-REV-001,USDCAD,SERVER_HOUR_LONDON,900,26,-1.3707047871732312,0.2692307692307692
SR-REV-001,USDCAD,SERVER_HOUR_NEW_YORK,5,53,-1.2147879752296131,0.018867924528301886
SR-REV-001,USDCAD,SERVER_HOUR_NEW_YORK,10,51,-1.3100867195852572,0.0392156862745098
SR-REV-001,USDCAD,SERVER_HOUR_NEW_YORK,30,44,-1.2446857633086037,0.06818181818181818
SR-REV-001,USDCAD,SERVER_HOUR_NEW_YORK,60,41,-1.1725516281919843,0.07317073170731707
SR-REV-001,USDCAD,SERVER_HOUR_NEW_YORK,120,44,-1.6456252479960867,0.09090909090909091
SR-REV-001,USDCAD,SERVER_HOUR_NEW_YORK,180,45,-1.4169899522115221,0.2222222222222222
SR-REV-001,USDCAD,SERVER_HOUR_NEW_YORK,300,46,-1.4698482206587606,0.2608695652173913
SR-REV-001,USDCAD,SERVER_HOUR_NEW_YORK,600,33,-1.9802271449889066,0.3939393939393939
SR-REV-001,USDCAD,SERVER_HOUR_NEW_YORK,900,30,-1.293988747340795,0.3333333333333333
SR-REV-001,USDCAD,SERVER_HOUR_OTHER,5,8,-1.3041286220166677,0.0
SR-REV-001,USDCAD,SERVER_HOUR_OTHER,10,6,-2.498279551439984,0.0
SR-REV-001,USDCAD,SERVER_HOUR_OTHER,30,9,-1.8855242104282475,0.0
SR-REV-001,USDCAD,SERVER_HOUR_OTHER,60,5,-1.8259665621729848,0.0
SR-REV-001,USDCAD,SERVER_HOUR_OTHER,120,8,-0.6858363616565434,0.25
SR-REV-001,USDCAD,SERVER_HOUR_OTHER,180,4,-4.200852946540563,0.25
SR-REV-001,USDCAD,SERVER_HOUR_OTHER,300,4,-3.3702835602155266,0.25
SR-REV-001,USDCAD,SERVER_HOUR_OTHER,600,10,-4.172548557773239,0.1
SR-REV-001,USDCAD,SERVER_HOUR_OTHER,900,4,-10.711491972264609,0.0
SR-REV-001,USDCAD,SERVER_HOUR_OVERLAP,5,34,-1.226491564481756,0.058823529411764705
SR-REV-001,USDCAD,SERVER_HOUR_OVERLAP,10,36,-1.2035611623512799,0.027777777777777776
SR-REV-001,USDCAD,SERVER_HOUR_OVERLAP,30,41,-1.175541066676765,0.04878048780487805
SR-REV-001,USDCAD,SERVER_HOUR_OVERLAP,60,37,-1.2170202754687203,0.08108108108108109
SR-REV-001,USDCAD,SERVER_HOUR_OVERLAP,120,43,-1.1622507658709504,0.18604651162790697
SR-REV-001,USDCAD,SERVER_HOUR_OVERLAP,180,36,-1.3513346327382236,0.19444444444444445
SR-REV-001,USDCAD,SERVER_HOUR_OVERLAP,300,39,-1.3865281271496732,0.23076923076923078
SR-REV-001,USDCAD,SERVER_HOUR_OVERLAP,600,35,-0.71084290156955,0.34285714285714286
SR-REV-001,USDCAD,SERVER_HOUR_OVERLAP,900,39,0.5228934915274996,0.5384615384615384
SR-REV-001,USDCAD,SERVER_HOUR_TOKYO,5,22,-1.2048974918039645,0.0
SR-REV-001,USDCAD,SERVER_HOUR_TOKYO,10,20,-1.1505524999753791,0.0
SR-REV-001,USDCAD,SERVER_HOUR_TOKYO,30,16,-1.1198467794015003,0.0
SR-REV-001,USDCAD,SERVER_HOUR_TOKYO,60,18,-0.9134209713127961,0.05555555555555555
SR-REV-001,USDCAD,SERVER_HOUR_TOKYO,120,18,-0.7407641080412254,0.16666666666666666
SR-REV-001,USDCAD,SERVER_HOUR_TOKYO,180,21,-0.857493730619498,0.09523809523809523
SR-REV-001,USDCAD,SERVER_HOUR_TOKYO,300,14,-0.8333555263469968,0.35714285714285715
SR-REV-001,USDCAD,SERVER_HOUR_TOKYO,600,13,-1.4114817994341493,0.07692307692307693
SR-REV-001,USDCAD,SERVER_HOUR_TOKYO,900,20,-0.8282455522935429,0.1
