side,context,horizon,rule_a,rule_b,train_trades,train_tpd,train_expectancy,train_hit_rate,test_trades,test_tpd,test_expectancy,test_hit_rate,score
long,ny,12,ny:spread_points <= 15.0000,ny:spread_points <= 15.0000,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,12,ny:spread_price <= 0.0150,ny:spread_price <= 0.0150,11098,57.991907829084646,0.016900140594459233,0.5179311587673455,215,104.94915254237289,0.5906927044904219,0.5720930232558139,647.5909030399422
long,ny,3,ny:spread_points <= 15.0000,ny:spread_points <= 15.0000,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,ny:spread_points <= 15.0000,ny:spread_price <= 0.0150,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
long,ny,3,ny:spread_price <= 0.0150,ny:spread_price <= 0.0150,11098,57.991907829084646,0.002703390354858703,0.5100919084519733,215,104.94915254237289,0.15336487954662492,0.5395348837209303,599.7208665698752
short,all,12,all:ema50_slope_6 >= 0.4890,all:close_vs_ema50 >= 2.0685,9232,33.72035155804132,0.023925141466165433,0.5041161178509532,3255,36.466332127436104,0.26142478739838804,0.5253456221198156,367.00220690491835
