side,context,horizon,rule_a,rule_b,train_trades,train_tpd,train_expectancy,train_hit_rate,test_trades,test_tpd,test_expectancy,test_hit_rate,score
short,all,12,all:breakout_persist_up_6 >= 1.0000,all:stoch_d >= 81.5033,9334,34.07605719501065,0.07398299665406616,0.5041782729805014,3561,39.24867967853042,0.08480879180353554,0.48666105026677897,351.03400694252065
short,all,6,all:ema_gap_20_50 >= 1.0894,all:ema50_slope_6 >= 0.4890,9102,33.24678487177536,0.011696366936257495,0.5020874533069655,3153,35.407626920377446,0.13281608988229412,0.5036473200126863,346.66554251698057
short,all,12,all:breakout_persist_up_6 >= 1.0000,all:rsi14 >= 65.2500,8596,31.396930881420417,0.03211057464145582,0.5013959981386692,3162,35.262575024201354,0.11941157659533655,0.49493991144845034,326.74472052978786
short,all,12,all:rsi14 >= 65.2500,all:stoch_d >= 81.5033,7815,28.54432466708941,0.08389596566380422,0.508765195137556,2924,32.182214239309054,0.14613187963999866,0.5027359781121751,304.0364788781659
short,all,12,all:breakout_persist_up_6 >= 1.0000,all:close_vs_ema50 >= 2.0685,7422,27.095145138800863,0.007410060176216008,0.4963621665319321,2765,30.835237173281705,0.2001554493410338,0.5106690777576853,292.1847931662065
short,all,6,all:ema_gap_20_50 >= 1.0894,all:ema_gap_50_100 >= 1.3442,7225,26.403075790836073,0.011210670714375903,0.49896193771626296,2492,28.382014473840314,0.16849909571954597,0.5092295345104334,282.2105252685842
short,all,12,all:ema50_slope_6 >= 0.4890,all:rsi14 >= 65.2500,6172,22.544403013469296,0.010811306996608545,0.4951393389500972,2246,25.162329326642546,0.32433446788403525,0.5338379341050757,261.4992961714723
short,all,6,all:breakout_persist_up_6 >= 1.0000,all:macd_line_atr >= 0.6667,6942,25.342831791101535,0.039098003996959,0.5002881014116969,2630,29.45976430321652,0.058382143807591894,0.49011406844106464,259.85338335222724
short,all,12,all:close_vs_ema50 >= 2.0685,all:stoch_d >= 81.5033,6335,23.127471858837843,0.081491234967808,0.5019731649565904,2446,27.27986678542385,0.20077044478253225,0.5122649223221586,255.91683129582347
short,all,12,all:ema50_slope_6 >= 0.4890,all:ema_gap_50_100 >= 1.3442,5958,21.77322099279261,0.04834159659764331,0.5050352467270897,2037,23.19990508957172,0.28992492531521236,0.5184094256259205,250.70071875502867
short,all,6,all:breakout_persist_up_6 >= 1.0000,all:ema50_slope_6 >= 0.4890,6646,24.274546607482563,0.03258274934127993,0.5045139933794763,2481,27.792912987669688,0.06613007834175692,0.490528012898025,249.89514490763406
short,all,12,all:close_vs_ema50 >= 2.0685,all:ema_gap_50_100 >= 1.3442,5471,19.9945180447693,0.07175787049109822,0.5046609394991775,1824,20.773994542650374,0.29996209381980493,0.5230263157894737,235.3007738082319
short,all,6,all:ema_gap_50_100 >= 1.3442,all:ema50_slope_6 >= 0.4890,5958,21.77322099279261,0.024365033058302225,0.5016784155756966,2037,23.19990508957172,0.12069996576782446,0.49779086892488955,230.62303134255743
short,all,12,all:ema50_slope_6 >= 0.4890,all:stoch_d >= 81.5033,5317,19.42110670031834,0.07456315465530111,0.5055482414895618,2030,22.742443692379506,0.2580719709131073,0.5206896551724138,225.29168545753004
short,all,6,all:breakout_persist_up_6 >= 1.0000,all:ema_gap_20_50 >= 1.0894,4991,18.23612696962777,0.03657673819008192,0.5039070326587858,1847,20.741480152850347,0.09018579633314783,0.49539794260963727,192.53899442451092
short,all,12,all:breakout_persist_up_6 >= 1.0000,all:ema_gap_50_100 >= 1.3442,3905,14.281505562046021,0.06129264928204159,0.4906530089628681,1291,14.703523549650019,0.37434984247356834,0.5213013168086754,184.45799787848097
short,all,6,all:breakout_persist_up_6 >= 1.0000,all:ema_gap_50_100 >= 1.3442,3905,14.281505562046021,0.062061225620052285,0.5024327784891165,1291,14.703523549650019,0.20463158657663685,0.5197521301316809,167.83318745565873
short,all,12,all:ema_gap_50_100 >= 1.3442,all:rsi14 >= 65.2500,2958,10.820026926105621,0.0845488778634167,0.49290060851926976,999,11.189794648413192,0.4344043773850711,0.5385385385385385,158.5925403087246
short,all,12,all:ema_gap_50_100 >= 1.3442,all:stoch_d >= 81.5033,2799,10.237122828405973,0.14654749777467832,0.49517684887459806,988,11.065722952477248,0.33113415774935445,0.5263157894736842,143.78519687233464
