"scenario","mode","entry_time","exit_time","strategy","symbol","direction","base_currency","quote_currency","wave_stage","setup_type","wave_tf","fib_zone","divergence_type","m15_confirmation_type","failure_type","wave_size_atr","retracement_ratio","extension_ratio","wave_rule_validity","wave3_break_confirmed","pivot_confirmation_delay_bars","entry_delay_from_pivot","pivot_time","pivot_confirmed_time","room_to_1r","room_to_2r","entry","exit","stop_loss","take_profit","risk_price","result_r","profit","commission","swap","net_profit","volume","reward_r","holding_bars","atr","spread_points","score","exit_reason","position_id"
"C","abc_completion_reentry_only","2025.02.12 20:45:00","2025.02.12 23:56:57","abc_completion_reentry_only","EURUSD","SHORT","EUR","USD","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","none","ma_reclaim","other","4.6619","0.7879","0.7986","valid_abc","false","3","5","2025.02.11 20:00:00","2025.02.12 08:00:00","10.7629","10.7629","1.03958000","1.03822000","1.04055000","1.03822000","0.00097000","1.4021","34.00","0.00","0.00","34.00","0.250","1.400","12","0.00277143","18.00","0.9500","DEAL_REASON_TP","372"
"C","abc_completion_reentry_only","2025.02.13 01:45:00","2025.02.13 02:03:55","abc_completion_reentry_only","EURUSD","SHORT","EUR","USD","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","none","candle_reversal","fib_not_aligned","4.6619","0.7879","0.7986","valid_abc","false","3","6","2025.02.11 20:00:00","2025.02.12 08:00:00","9.7835","9.7835","1.03863000","1.03961000","1.03960000","1.03727000","0.00097000","-1.0103","-24.50","0.00","0.00","-24.50","0.250","1.400","1","0.00277143","18.00","0.9500","DEAL_REASON_SL","374"
"C","abc_completion_reentry_only","2025.02.13 03:00:00","2025.02.13 03:45:08","abc_completion_reentry_only","EURUSD","SHORT","EUR","USD","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","none","ma_reclaim","fib_not_aligned","4.6619","0.7879","0.7986","valid_abc","false","3","6","2025.02.11 20:00:00","2025.02.12 08:00:00","10.0412","10.0412","1.03888000","1.03986000","1.03985000","1.03752000","0.00097000","-1.0103","-24.50","0.00","0.00","-24.50","0.250","1.400","3","0.00277143","18.00","0.9500","DEAL_REASON_SL","376"
"C","abc_completion_reentry_only","2025.02.13 20:15:08","2025.02.13 20:42:05","abc_completion_reentry_only","EURJPY","LONG","EUR","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_382_886","bearish_macd","ma_reclaim","fib_not_aligned","5.7589","0.8035","1.1128","valid_abc","false","3","3","2025.02.13 16:00:00","2025.02.13 19:00:00","2.3619","2.3619","159.82500000","159.24900000","159.25300000","160.62600000","0.57200000","-1.0070","-22.70","0.00","0.00","-22.70","0.060","1.400","1","0.35614286","30.00","1.0681","DEAL_REASON_SL","378"
"C","abc_completion_reentry_only","2025.02.13 20:15:08","2025.02.14 04:15:00","abc_completion_reentry_only","GBPJPY","LONG","GBP","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","bearish_rsi_macd","ma_reclaim","target_blocked","4.5385","0.7257","0.9738","valid_abc","false","3","3","2025.02.13 16:00:00","2025.02.13 19:00:00","1.2269","1.2269","191.96500000","191.75600000","191.08800000","193.19200000","0.87700000","-0.2383","-5.49","0.00","0.14","-5.35","0.040","1.400","32","0.45785714","38.00","1.3613","DEAL_REASON_EXPERT","379"
"C","abc_completion_reentry_only","2025.02.14 09:00:00","2025.02.14 10:10:55","abc_completion_reentry_only","AUDJPY","SHORT","AUD","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","candle_reversal","target_blocked","6.3407","0.5747","0.1520","valid_abc","false","3","3","2025.02.14 05:00:00","2025.02.14 08:00:00","1.0455","1.0455","96.37900000","96.75400000","96.75300000","95.85500000","0.37400000","-1.0027","-22.16","0.00","0.00","-22.16","0.090","1.400","4","0.20171429","28.00","1.2023","DEAL_REASON_SL","383"
"C","abc_completion_reentry_only","2025.02.14 06:30:00","2025.02.14 11:10:41","abc_completion_reentry_only","GBPJPY","SHORT","GBP","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","ma_reclaim","no_follow_through","4.6233","0.6258","0.0957","valid_abc","false","3","4","2025.02.14 01:00:00","2025.02.14 04:00:00","2.4542","2.4542","191.87300000","192.40200000","192.39700000","191.13900000","0.52400000","-1.0095","-24.32","0.00","0.00","-24.32","0.070","1.400","18","0.40750000","38.00","1.2727","DEAL_REASON_SL","382"
"C","abc_completion_reentry_only","2025.02.14 12:00:00","2025.02.14 13:00:02","abc_completion_reentry_only","AUDJPY","SHORT","AUD","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","ma_reclaim","other","6.3407","0.5747","0.1520","valid_abc","false","3","6","2025.02.14 05:00:00","2025.02.14 08:00:00","10.0282","10.0282","96.70000000","96.60100000","96.77100000","96.60100000","0.07100000","1.3944","33.80","0.00","0.00","33.80","0.520","1.400","4","0.20171429","28.00","1.3000","DEAL_REASON_TP","386"
"C","abc_completion_reentry_only","2025.02.14 15:45:00","2025.02.14 23:45:00","abc_completion_reentry_only","EURJPY","SHORT","EUR","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_382_886","none","ma_reclaim","target_blocked","4.6320","0.8803","0.0244","valid_abc","false","3","3","2025.02.14 11:00:00","2025.02.14 14:00:00","1.0787","1.0787","159.58800000","159.86900000","160.22300000","158.69900000","0.63500000","-0.4425","-9.23","0.00","0.00","-9.23","0.050","1.400","32","0.28864286","30.00","0.8539","DEAL_REASON_EXPERT","388"
"C","abc_completion_reentry_only","2025.02.17 04:00:00","2025.02.17 12:00:00","abc_completion_reentry_only","GBPUSD","LONG","GBP","USD","possible_abc_completion","abc_completion_reentry","H1","abc_other","none","micro_bos","target_blocked","2.6841","0.9309","0.7884","valid_abc","false","3","3","2025.02.17 00:00:00","2025.02.17 03:00:00","0.5667","0.5667","1.26005000","1.25906000","1.25495000","1.26719000","0.00510000","-0.1941","-3.96","0.00","0.00","-3.96","0.040","1.400","32","0.00172500","20.00","0.8283","DEAL_REASON_EXPERT","390"
"C","abc_completion_reentry_only","2025.02.17 14:00:00","2025.02.17 14:42:28","abc_completion_reentry_only","EURUSD","LONG","EUR","USD","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","ma_reclaim","no_follow_through","5.7323","0.7570","0.4385","valid_abc","false","3","3","2025.02.17 10:00:00","2025.02.17 13:00:00","2.1329","2.1329","1.04830000","1.04685000","1.04687000","1.05030000","0.00143000","-1.0140","-24.65","0.00","0.00","-24.65","0.170","1.400","2","0.00099786","18.00","1.2566","DEAL_REASON_SL","392"
"C","abc_completion_reentry_only","2025.02.17 16:45:00","2025.02.18 00:45:00","abc_completion_reentry_only","EURUSD","LONG","EUR","USD","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","ma_reclaim","other","5.7323","0.7570","0.4385","valid_abc","false","3","5","2025.02.17 10:00:00","2025.02.17 13:00:00","3.9231","3.9231","1.04778000","1.04816000","1.04687000","1.04905000","0.00091000","0.4176","9.88","0.00","-1.55","8.33","0.260","1.400","32","0.00099786","18.00","1.3000","DEAL_REASON_EXPERT","394"
"C","abc_completion_reentry_only","2025.02.18 08:15:00","2025.02.18 15:56:45","abc_completion_reentry_only","EURJPY","LONG","EUR","JPY","possible_abc_completion","abc_completion_reentry","H4","abc_50_786","none","candle_reversal","no_follow_through","7.6050","0.5389","0.2237","valid_abc","false","3","3","2025.02.17 16:00:00","2025.02.18 04:00:00","2.3170","2.3170","158.97200000","158.42000000","158.42000000","159.74500000","0.55200000","-1.0000","-21.83","0.00","0.00","-21.83","0.060","1.400","30","0.64878571","31.00","1.2659","DEAL_REASON_SL","396"
"C","abc_completion_reentry_only","2025.02.18 10:15:01","2025.02.18 15:56:50","abc_completion_reentry_only","AUDJPY","SHORT","AUD","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","ma_reclaim","other","3.5687","0.6623","0.2393","valid_abc","false","3","3","2025.02.18 06:00:00","2025.02.18 09:00:00","2.0162","2.0162","96.55300000","96.20700000","96.80000000","96.20800000","0.24700000","1.4008","31.93","0.00","0.00","31.93","0.140","1.400","22","0.17092857","28.00","1.2508","DEAL_REASON_TP","398"
"C","abc_completion_reentry_only","2025.02.18 09:15:00","2025.02.18 17:15:00","abc_completion_reentry_only","GBPJPY","LONG","GBP","JPY","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","none","ma_reclaim","target_blocked","7.6684","0.4177","0.2872","valid_abc","false","3","3","2025.02.17 16:00:00","2025.02.18 04:00:00","0.7456","0.7456","191.63800000","191.28000000","190.50200000","193.22800000","1.13600000","-0.3151","-7.08","0.00","0.00","-7.08","0.030","1.400","32","0.75700000","38.00","0.8373","DEAL_REASON_EXPERT","397"
"C","abc_completion_reentry_only","2025.02.18 17:00:00","2025.02.18 17:35:08","abc_completion_reentry_only","EURJPY","LONG","EUR","JPY","possible_abc_completion","abc_completion_reentry","H4","abc_50_786","none","ma_reclaim","no_follow_through","7.6050","0.5389","0.2237","valid_abc","false","3","5","2025.02.17 16:00:00","2025.02.18 04:00:00","4.9890","4.9890","158.69300000","158.42000000","158.42000000","159.07600000","0.27300000","-1.0000","-23.42","0.00","0.00","-23.42","0.130","1.400","2","0.64878571","30.00","1.3000","DEAL_REASON_SL","403"
"C","abc_completion_reentry_only","2025.02.18 11:15:00","2025.02.18 19:15:00","abc_completion_reentry_only","USDJPY","SHORT","USD","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_382_886","bullish_macd","ma_reclaim","other","5.6703","0.8107","0.5885","valid_abc","false","3","3","2025.02.18 07:00:00","2025.02.18 10:00:00","1.9023","1.9023","151.88700000","151.88100000","152.23500000","151.39900000","0.34800000","0.0172","0.40","0.00","0.00","0.40","0.100","1.400","32","0.16207143","17.00","1.0451","DEAL_REASON_EXPERT","399"
"C","abc_completion_reentry_only","2025.02.18 17:15:00","2025.02.19 00:01:18","abc_completion_reentry_only","GBPJPY","SHORT","GBP","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","bullish_rsi_macd","candle_reversal","target_blocked","6.8661","0.6919","0.8649","valid_abc","false","3","6","2025.02.18 10:00:00","2025.02.18 13:00:00","0.9609","0.9609","191.28000000","191.97300000","191.97100000","190.31200000","0.69100000","-1.0029","-22.78","0.00","-0.73","-23.51","0.050","1.400","27","0.26142857","38.00","1.3480","DEAL_REASON_SL","405"
"C","abc_completion_reentry_only","2025.02.18 16:45:00","2025.02.19 00:45:00","abc_completion_reentry_only","AUDJPY","SHORT","AUD","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","ma_reclaim","target_blocked","3.5687","0.6623","0.2393","valid_abc","false","3","9","2025.02.18 06:00:00","2025.02.18 09:00:00","0.3848","0.3848","96.26200000","96.67200000","96.80000000","95.50900000","0.53800000","-0.7621","-16.18","0.00","-0.51","-16.69","0.060","1.400","32","0.17092857","28.00","1.1692","DEAL_REASON_EXPERT","402"
"C","abc_completion_reentry_only","2025.02.18 18:00:00","2025.02.19 02:00:00","abc_completion_reentry_only","EURJPY","LONG","EUR","JPY","possible_abc_completion","abc_completion_reentry","H4","abc_50_786","none","ma_reclaim","no_follow_through","7.6050","0.5389","0.2237","valid_abc","false","3","5","2025.02.17 16:00:00","2025.02.18 04:00:00","4.0308","4.0308","158.74500000","158.71800000","158.42000000","159.20000000","0.32500000","-0.0831","-1.96","0.00","0.12","-1.84","0.110","1.400","32","0.64878571","30.00","1.3000","DEAL_REASON_EXPERT","407"
"C","abc_completion_reentry_only","2025.02.18 19:15:00","2025.02.19 03:15:00","abc_completion_reentry_only","USDJPY","LONG","USD","JPY","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","none","micro_bos","other","3.4703","0.8111","0.3509","valid_abc","false","3","3","2025.02.18 00:00:00","2025.02.18 12:00:00","0.6942","0.6942","151.88100000","151.98000000","151.15500000","152.89700000","0.72600000","0.1364","3.26","0.00","0.25","3.51","0.050","1.400","32","0.46364286","18.00","0.8347","DEAL_REASON_EXPERT","409"
"C","abc_completion_reentry_only","2025.02.19 08:30:00","2025.02.19 16:30:00","abc_completion_reentry_only","EURJPY","SHORT","EUR","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_other","none","micro_bos","other","3.4778","0.9223","0.6344","valid_abc","false","3","3","2025.02.19 04:00:00","2025.02.19 07:00:00","0.3677","0.3677","158.57200000","158.13700000","159.15400000","157.75800000","0.58200000","0.7474","17.17","0.00","0.00","17.17","0.060","1.400","32","0.23692857","31.00","0.8184","DEAL_REASON_EXPERT","414"
"C","abc_completion_reentry_only","2025.02.19 16:00:00","2025.02.20 00:01:00","abc_completion_reentry_only","GBPJPY","SHORT","GBP","JPY","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","none","candle_reversal","other","3.2432","0.8068","0.1459","valid_abc","false","3","3","2025.02.19 00:00:00","2025.02.19 12:00:00","0.2959","0.2959","190.98000000","190.71000000","192.21000000","189.25700000","1.23000000","0.2195","3.56","0.00","-0.88","2.68","0.020","1.400","32","0.57628571","38.00","0.8148","DEAL_REASON_EXPERT","415"
"C","abc_completion_reentry_only","2025.02.19 20:45:00","2025.02.20 03:34:07","abc_completion_reentry_only","USDJPY","SHORT","USD","JPY","possible_abc_completion","abc_completion_reentry","H4","abc_other","none","ma_reclaim","other","8.7829","0.3029","0.0963","valid_abc","false","3","3","2025.02.19 04:00:00","2025.02.19 16:00:00","0.5708","0.5708","151.64000000","150.61400000","152.36700000","150.62200000","0.72700000","1.4113","34.06","0.00","-1.75","32.31","0.050","1.400","27","0.40635714","20.00","0.8285","DEAL_REASON_TP","417"
"C","abc_completion_reentry_only","2025.02.20 01:15:01","2025.02.20 09:15:00","abc_completion_reentry_only","GBPJPY","SHORT","GBP","JPY","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","none","micro_bos","other","3.2432","0.8068","0.1459","valid_abc","false","3","5","2025.02.19 00:00:00","2025.02.19 12:00:00","0.0000","0.0000","190.34900000","188.94900000","192.21000000","187.74300000","1.86100000","0.7523","9.30","0.00","0.00","9.30","0.010","1.400","32","0.57628571","38.00","0.8000","DEAL_REASON_EXPERT","419"
"C","abc_completion_reentry_only","2025.02.20 09:00:00","2025.02.20 10:05:34","abc_completion_reentry_only","EURUSD","SHORT","EUR","USD","possible_abc_completion","abc_completion_reentry","H1","abc_other","none","ma_reclaim","target_blocked","3.3733","0.9064","0.1572","valid_abc","false","3","4","2025.02.20 04:00:00","2025.02.20 07:00:00","1.7183","1.7183","1.04244000","1.04387000","1.04386000","1.04045000","0.00142000","-1.0070","-24.31","0.00","0.00","-24.31","0.170","1.400","4","0.00120357","18.00","0.8859","DEAL_REASON_SL","422"
"C","abc_completion_reentry_only","2025.02.20 10:45:00","2025.02.20 11:20:16","abc_completion_reentry_only","EURUSD","SHORT","EUR","USD","possible_abc_completion","abc_completion_reentry","H1","abc_other","none","ma_reclaim","fib_not_aligned","3.3733","0.9064","0.1572","valid_abc","false","3","5","2025.02.20 04:00:00","2025.02.20 07:00:00","3.3371","3.3371","1.04297000","1.04386000","1.04386000","1.04172000","0.00089000","-1.0000","-24.03","0.00","0.00","-24.03","0.270","1.400","2","0.00120357","18.00","0.9500","DEAL_REASON_SL","425"
"C","abc_completion_reentry_only","2025.02.20 11:45:00","2025.02.20 11:59:16","abc_completion_reentry_only","EURUSD","SHORT","EUR","USD","possible_abc_completion","abc_completion_reentry","H1","abc_other","none","ma_reclaim","fib_not_aligned","3.3733","0.9064","0.1572","valid_abc","false","3","6","2025.02.20 04:00:00","2025.02.20 07:00:00","3.9487","3.9487","1.04308000","1.04386000","1.04386000","1.04199000","0.00078000","-1.0000","-23.40","0.00","0.00","-23.40","0.300","1.400","0","0.00120357","18.00","0.9500","DEAL_REASON_SL","427"
"C","abc_completion_reentry_only","2025.02.20 08:15:00","2025.02.20 16:15:00","abc_completion_reentry_only","GBPUSD","LONG","GBP","USD","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","bearish_rsi_macd","candle_reversal","other","2.9455","0.8765","0.3683","valid_abc","false","3","3","2025.02.19 16:00:00","2025.02.20 04:00:00","1.0179","1.0179","1.25971000","1.26102000","1.25580000","1.26518000","0.00391000","0.3350","7.86","0.00","0.00","7.86","0.060","1.400","32","0.00277714","20.00","1.0009","DEAL_REASON_EXPERT","421"
"C","abc_completion_reentry_only","2025.02.20 16:30:00","2025.02.21 00:30:00","abc_completion_reentry_only","GBPUSD","LONG","GBP","USD","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","bearish_rsi_macd","ma_reclaim","other","2.9455","0.8765","0.3683","valid_abc","false","3","5","2025.02.19 16:00:00","2025.02.20 04:00:00","0.2746","0.2746","1.26199000","1.26624000","1.25580000","1.27065000","0.00619000","0.6866","12.75","0.00","-0.03","12.72","0.030","1.400","32","0.00277714","20.00","0.9637","DEAL_REASON_EXPERT","430"
"C","abc_completion_reentry_only","2025.02.21 04:15:00","2025.02.21 12:15:00","abc_completion_reentry_only","GBPUSD","LONG","GBP","USD","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","bearish_rsi_macd","ma_reclaim","target_blocked","2.9455","0.8765","0.3683","valid_abc","false","3","8","2025.02.19 16:00:00","2025.02.20 04:00:00","0.0685","0.0685","1.26660000","1.26449000","1.25580000","1.28172000","0.01080000","-0.1954","-4.22","0.00","0.00","-4.22","0.020","1.400","32","0.00277714","20.00","0.9534","DEAL_REASON_EXPERT","432"
"C","abc_completion_reentry_only","2025.02.21 05:45:01","2025.02.21 13:45:00","abc_completion_reentry_only","GBPJPY","SHORT","GBP","JPY","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","none","ma_reclaim","other","3.2432","0.8068","0.1459","valid_abc","false","3","12","2025.02.19 00:00:00","2025.02.19 12:00:00","0.9375","0.9375","190.38500000","189.97200000","192.21000000","187.82900000","1.82500000","0.2263","2.74","0.00","0.00","2.74","0.010","1.400","32","0.57628571","38.00","0.8469","DEAL_REASON_EXPERT","433"
"C","abc_completion_reentry_only","2025.02.21 12:30:01","2025.02.21 20:30:00","abc_completion_reentry_only","GBPUSD","LONG","GBP","USD","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","bearish_rsi_macd","ma_reclaim","target_blocked","2.9455","0.8765","0.3683","valid_abc","false","3","10","2025.02.19 16:00:00","2025.02.20 04:00:00","0.2222","0.2222","1.26561000","1.26306000","1.25580000","1.27934000","0.00981000","-0.2599","-5.10","0.00","0.00","-5.10","0.020","1.400","32","0.00277714","20.00","0.9611","DEAL_REASON_EXPERT","435"
"C","abc_completion_reentry_only","2025.02.21 22:15:00","2025.02.24 02:19:59","abc_completion_reentry_only","EURUSD","LONG","EUR","USD","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","candle_reversal","other","6.0378","0.6849","1.6432","valid_abc","false","3","3","2025.02.21 18:00:00","2025.02.21 21:00:00","2.2570","2.2570","1.04645000","1.04896000","1.04466000","1.04896000","0.00179000","1.4022","32.63","0.00","-0.78","31.85","0.130","1.400","16","0.00136143","18.00","1.2628","DEAL_REASON_TP","438"
"C","abc_completion_reentry_only","2025.02.21 22:30:00","2025.02.24 06:30:00","abc_completion_reentry_only","GBPUSD","LONG","GBP","USD","possible_abc_completion","abc_completion_reentry","H4","abc_382_886","bearish_rsi_macd","ma_reclaim","other","2.9455","0.8765","0.3683","valid_abc","false","3","12","2025.02.19 16:00:00","2025.02.20 04:00:00","0.5313","0.5313","1.26363000","1.26744000","1.25580000","1.27459000","0.00783000","0.4866","11.43","0.00","-0.03","11.40","0.030","1.400","32","0.00277714","20.00","0.9766","DEAL_REASON_EXPERT","439"
"C","abc_completion_reentry_only","2025.02.24 02:30:00","2025.02.24 10:30:00","abc_completion_reentry_only","EURUSD","LONG","EUR","USD","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","micro_bos","target_blocked","6.0378","0.6849","1.6432","valid_abc","false","3","7","2025.02.21 18:00:00","2025.02.21 21:00:00","0.1342","0.1342","1.04980000","1.04777000","1.04466000","1.05700000","0.00514000","-0.3949","-8.12","0.00","0.00","-8.12","0.040","1.400","32","0.00136143","18.00","1.1567","DEAL_REASON_EXPERT","441"
"C","abc_completion_reentry_only","2025.02.24 21:00:00","2025.02.25 05:00:00","abc_completion_reentry_only","AUDJPY","LONG","AUD","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_other","none","ma_reclaim","other","3.4425","0.9431","0.5842","valid_abc","false","3","3","2025.02.24 17:00:00","2025.02.24 20:00:00","2.4688","2.4688","95.17600000","95.18500000","94.64700000","95.91700000","0.52900000","0.0170","0.36","0.00","0.11","0.47","0.060","1.400","32","0.23471429","28.00","0.9234","DEAL_REASON_EXPERT","446"
"C","abc_completion_reentry_only","2025.02.24 21:00:00","2025.02.25 05:00:00","abc_completion_reentry_only","EURJPY","LONG","EUR","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_382_886","none","candle_reversal","other","4.4834","0.8115","0.2997","valid_abc","false","3","3","2025.02.24 17:00:00","2025.02.24 20:00:00","1.8230","1.8230","156.79800000","156.92400000","156.02400000","157.88200000","0.77400000","0.1628","3.35","0.00","0.04","3.39","0.040","1.400","32","0.32185714","30.00","0.8911","DEAL_REASON_EXPERT","445"
"C","abc_completion_reentry_only","2025.02.24 21:00:00","2025.02.25 05:00:01","abc_completion_reentry_only","GBPJPY","LONG","GBP","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_other","none","ma_reclaim","other","3.3140","0.9490","0.2292","valid_abc","false","3","3","2025.02.24 17:00:00","2025.02.24 20:00:00","1.7510","1.7510","189.15400000","189.28700000","188.14200000","190.57000000","1.01200000","0.1314","2.65","0.00","0.11","2.76","0.030","1.400","32","0.43150000","38.00","0.8875","DEAL_REASON_EXPERT","444"
"C","abc_completion_reentry_only","2025.02.25 01:15:00","2025.02.25 09:15:00","abc_completion_reentry_only","GBPUSD","SHORT","GBP","USD","possible_abc_completion","abc_completion_reentry","H1","abc_382_886","none","ma_reclaim","target_blocked","3.2766","0.3867","0.0000","valid_abc","false","3","4","2025.02.24 20:00:00","2025.02.24 23:00:00","0.1324","0.1324","1.26159000","1.26281000","1.26529000","1.25641000","0.00370000","-0.3297","-7.32","0.00","0.00","-7.32","0.060","1.400","32","0.00198071","20.00","0.8066","DEAL_REASON_EXPERT","447"
"C","abc_completion_reentry_only","2025.02.25 05:15:02","2025.02.25 09:50:00","abc_completion_reentry_only","AUDJPY","LONG","AUD","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_other","none","ma_reclaim","target_blocked","3.4425","0.9431","0.5842","valid_abc","false","3","11","2025.02.24 17:00:00","2025.02.24 20:00:00","1.9266","1.9266","95.27400000","94.64700000","94.64700000","96.15200000","0.62700000","-1.0000","-21.01","0.00","0.00","-21.01","0.050","1.400","18","0.23471429","28.00","0.8963","DEAL_REASON_SL","451"
"C","abc_completion_reentry_only","2025.02.25 11:30:00","2025.02.25 14:01:23","abc_completion_reentry_only","GBPUSD","LONG","GBP","USD","possible_abc_completion","abc_completion_reentry","H4","abc_50_786","bearish_macd","ma_reclaim","other","3.6680","0.5782","0.2389","valid_abc","false","3","3","2025.02.24 16:00:00","2025.02.25 04:00:00","3.1287","3.1287","1.26265000","1.26557000","1.26063000","1.26548000","0.00202000","1.4455","32.12","0.00","0.00","32.12","0.110","1.400","10","0.00315429","20.00","1.4500","DEAL_REASON_TP","455"
"C","abc_completion_reentry_only","2025.02.25 08:15:00","2025.02.25 16:15:00","abc_completion_reentry_only","USDJPY","SHORT","USD","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","candle_reversal","other","7.5345","0.7718","0.4183","valid_abc","false","3","4","2025.02.25 03:00:00","2025.02.25 06:00:00","1.2229","1.2229","149.66100000","149.38800000","150.33400000","148.71900000","0.67300000","0.4056","9.14","0.00","0.00","9.14","0.050","1.400","32","0.25071429","19.00","1.2111","DEAL_REASON_EXPERT","452"
"C","abc_completion_reentry_only","2025.02.25 14:30:00","2025.02.25 22:30:00","abc_completion_reentry_only","GBPUSD","LONG","GBP","USD","possible_abc_completion","abc_completion_reentry","H4","abc_50_786","bearish_macd","candle_reversal","other","3.6680","0.5782","0.2389","valid_abc","false","3","4","2025.02.24 16:00:00","2025.02.25 04:00:00","0.5916","0.5916","1.26587000","1.26734000","1.26063000","1.27321000","0.00524000","0.2805","5.88","0.00","0.00","5.88","0.040","1.400","32","0.00315429","20.00","1.3296","DEAL_REASON_EXPERT","457"
"C","abc_completion_reentry_only","2025.02.25 22:30:00","2025.02.26 06:30:00","abc_completion_reentry_only","GBPUSD","LONG","GBP","USD","possible_abc_completion","abc_completion_reentry","H4","abc_50_786","bearish_macd","candle_reversal","target_blocked","3.6680","0.5782","0.2389","valid_abc","false","3","6","2025.02.24 16:00:00","2025.02.25 04:00:00","0.2069","0.2069","1.26754000","1.26472000","1.26063000","1.27722000","0.00691000","-0.4081","-8.46","0.00","-0.03","-8.49","0.030","1.400","32","0.00315429","20.00","1.3103","DEAL_REASON_EXPERT","460"
"C","abc_completion_reentry_only","2025.02.26 09:30:00","2025.02.26 14:03:20","abc_completion_reentry_only","GBPJPY","SHORT","GBP","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","ma_reclaim","no_follow_through","3.9853","0.6732","0.1064","valid_abc","false","3","3","2025.02.26 05:00:00","2025.02.26 08:00:00","2.8209","2.8209","188.97600000","189.27300000","189.27200000","188.56200000","0.29600000","-1.0034","-23.86","0.00","0.00","-23.86","0.120","1.400","18","0.39921429","38.00","1.2910","DEAL_REASON_SL","464"
"C","abc_completion_reentry_only","2025.02.26 08:45:00","2025.02.26 16:45:00","abc_completion_reentry_only","GBPUSD","LONG","GBP","USD","possible_abc_completion","abc_completion_reentry","H4","abc_50_786","bearish_macd","ma_reclaim","other","3.9239","0.6309","0.3519","valid_abc","false","3","5","2025.02.25 08:00:00","2025.02.25 20:00:00","0.6645","0.6645","1.26464000","1.26623000","1.26005000","1.27107000","0.00459000","0.3464","7.95","0.00","0.00","7.95","0.050","1.400","32","0.00294857","20.00","1.3332","DEAL_REASON_EXPERT","462"
"C","abc_completion_reentry_only","2025.02.26 09:30:00","2025.02.26 17:30:00","abc_completion_reentry_only","EURJPY","SHORT","EUR","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_382_886","none","ma_reclaim","fib_not_aligned","3.8344","0.8151","0.2237","valid_abc","false","3","3","2025.02.26 05:00:00","2025.02.26 08:00:00","2.2554","2.2554","156.80400000","157.05000000","157.12900000","156.35000000","0.32500000","-0.7569","-18.11","0.00","0.00","-18.11","0.110","1.400","32","0.29757143","30.00","0.9128","DEAL_REASON_EXPERT","463"
"C","abc_completion_reentry_only","2025.02.26 12:00:01","2025.02.26 20:00:00","abc_completion_reentry_only","AUDJPY","SHORT","AUD","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","none","candle_reversal","other","4.9236","0.6879","0.0417","valid_abc","false","3","3","2025.02.26 08:00:00","2025.02.26 11:00:00","1.4032","1.4032","94.44500000","94.22000000","94.76000000","94.00400000","0.31500000","0.7143","16.57","0.00","0.00","16.57","0.110","1.400","32","0.21407143","28.00","1.2202","DEAL_REASON_EXPERT","465"
"C","abc_completion_reentry_only","2025.02.27 02:15:00","2025.02.27 03:54:15","abc_completion_reentry_only","USDJPY","LONG","USD","JPY","possible_abc_completion","abc_completion_reentry","H1","abc_50_786","bearish_rsi","ma_reclaim","other","3.7371","0.7650","1.0025","valid_abc","false","3","4","2025.02.26 21:00:00","2025.02.27 00:00:00","5.5513","5.5513","148.99700000","149.32400000","148.76300000","149.32400000","0.23400000","1.3974","32.85","0.00","0.00","32.85","0.150","1.400","6","0.28578571","16.00","1.4500","DEAL_REASON_TP","470"
