episode_id,first_exclusion_reason,horizon_seconds
ts15e_medium_horizon_202503_USDCHF_mh_228,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_162,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_314,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_710,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_229,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_163,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_315,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_711,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_230,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_352,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_164,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_712,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_316,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_353,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_165,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_713,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_231,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_714,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_354,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_232,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_715,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_317,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_355,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_716,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_233,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_717,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_318,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_356,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_234,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_718,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_357,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_719,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_166,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_358,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_319,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_720,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_359,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_235,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_721,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_320,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_360,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_236,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_722,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_321,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_361,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_723,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_362,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_724,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_322,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_167,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_725,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_323,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_363,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_324,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_168,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_364,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_726,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_365,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_727,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_366,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_367,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_728,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_729,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_730,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_325,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_731,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_732,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_326,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_733,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_368,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_327,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_734,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_369,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_735,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_328,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_370,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_736,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_329,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_737,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_371,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_330,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_738,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_331,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_372,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_373,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_332,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_739,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_333,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_740,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_374,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_334,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_375,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_741,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_335,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_376,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_377,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_742,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_336,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_337,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_743,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_378,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_338,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_379,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_744,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_339,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_380,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_745,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_340,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_169,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_381,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_746,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_341,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_170,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_342,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_237,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_747,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_382,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_238,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_748,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_383,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_239,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_343,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_749,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_750,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_240,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_384,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_751,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_385,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_386,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_241,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_752,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_387,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_242,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_753,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_171,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_243,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_388,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_244,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_389,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_754,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_245,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_390,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_755,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_246,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_344,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_391,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_172,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_756,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_392,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_345,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_757,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_758,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_393,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_759,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_173,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_394,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_346,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_395,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_760,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_761,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_347,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_396,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_174,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_247,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_762,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_397,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_348,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_763,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_764,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_398,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_175,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_248,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_765,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_399,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_766,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_767,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_400,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_401,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_402,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_349,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_768,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_403,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_769,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_770,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_771,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_350,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_772,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_773,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_404,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_774,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_775,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_351,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_776,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_352,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_405,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_777,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_778,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_353,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_406,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_779,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_407,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_780,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_781,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_408,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_782,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_354,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_783,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_176,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_409,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_355,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_784,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_356,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_410,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_177,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_785,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_411,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_357,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_786,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_412,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_358,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_413,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_359,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_787,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_178,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_788,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_360,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_249,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_179,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_414,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_789,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_250,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_361,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_180,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_415,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_790,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_181,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_416,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_251,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_417,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_791,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_418,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_792,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_419,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_252,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_420,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_793,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_421,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_794,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_795,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_422,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_182,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_796,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_423,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_424,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_797,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_183,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_253,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_362,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_425,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_254,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_798,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_426,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_184,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_363,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_427,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_799,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_185,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_428,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_800,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_364,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_186,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_429,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_430,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_801,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_255,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_431,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_365,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_802,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_432,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_366,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_187,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_256,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_367,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_433,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_803,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_434,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_368,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_188,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCHF_mh_257,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_435,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_804,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_805,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_806,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_369,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_436,STALE_QUOTE,300
ts15e_medium_horizon_202503_EURUSD_mh_189,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_807,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_258,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_437,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_438,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_439,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_808,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_370,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_440,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_809,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_810,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_441,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_442,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_371,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_811,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_812,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_372,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_443,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_813,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_814,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_444,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_445,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_815,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_373,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_816,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_446,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_374,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_817,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_447,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_818,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_819,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_448,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_820,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_375,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_449,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_376,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_821,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_450,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_377,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_822,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_451,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_190,ELIGIBLE,300
ts15e_medium_horizon_202503_AUDUSD_mh_378,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_452,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_823,ELIGIBLE,300
ts15e_medium_horizon_202503_EURUSD_mh_191,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_453,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_824,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_379,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_454,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_825,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_826,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_455,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_827,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_456,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCHF_mh_259,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_828,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_829,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_457,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_830,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_458,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_831,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_380,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_832,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_381,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_459,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_833,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_460,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_834,STALE_QUOTE,300
ts15e_medium_horizon_202503_AUDUSD_mh_382,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDCAD_mh_461,ELIGIBLE,300
ts15e_medium_horizon_202503_USDJPY_mh_835,STALE_QUOTE,300
ts15e_medium_horizon_202503_USDJPY_mh_836,ELIGIBLE,300
ts15e_medium_horizon_202503_USDCAD_mh_462,STALE_QUOTE,300
