"path","classification","action","reason","sha256"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage3_1week_final_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage3_1week_final_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage3_1week_final_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage3_1week_final_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage4_202503_final_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","45948F7921C43780B8C44931A36AE87588EDFD6048652F0AB8D6555B921A9165"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage4_202503_final_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","22935839CC0E018AD7AE461A2BFBB1761E10E536AFBDE6B33DED7252B514E519"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage4_202503_final_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage4_202503_final_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage4_202503_final_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockResearch_v4_stage4_202503_final_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event.ini","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","CFE44F9E79AED5D338EC75662D1EDDEE4C83F48E34FC0E3C483B664AAF075905"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5F1CB776DBAA01D93A2B5935F896BDC0C6DDBBD7713EE842E10983567569041B"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","44F8480079DD443F393976E88FF9C26674781F076B49F0F26545011894F2BF20"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade.ini","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","270B986B65C1CB2FA05FFFD96A047DCA8EC81B25A7A42F9E0B331D009994D915"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","B378964B62616FF435E5D938091D30B97AE860C59636DEAA29000680B92315B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","C8E011FAE796C9BEAAC9C2310557447A75DC2ACE12B786B6A2E040CB8506A209"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage3_1w_event.ini","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","F989863DE86051788C598D259041722A7FC3E36FE40024882D3F0D403B35A862"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage3_1w_event_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","71640533E787A574337B01DDC2209BCA4A71F9CF88F16B79132F7CCE34E89E18"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage3_1w_event_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","624E963E1AE1367F75BFEA1A84A9315DFFB6529C497CEB4421466D4DB9CBE57E"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage3_1w_event_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage3_1w_event_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage3_1w_event_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage3_1w_event_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage4_202503_event.ini","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","6325B640927B3F70B1BEDDFF87EF13D296207897B4C43941D9F8E3702ADD9961"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage4_202503_event_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","CE958825616DC2ABA3DE923F24FEECD49F309A143D7F02462994D85E574BB57E"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage4_202503_event_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","CE7A7BDDCF8C9D3730C13BAB2431DDCD139C2B4F82698DD291A41C3B32C2D5C8"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage4_202503_event_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage4_202503_event_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage4_202503_event_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_MultiCurrency_TickShockScalper_stage4_202503_event_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_revision_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","74C9B80A1EDF68F0E037C7B5A585238981C7120CC1C47C3553DC23F0C1BC5630"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_revision_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","34057AEDB0F805CA440D223D1124C9645CC3DC12F94D55CE38E345C3676BEC00"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_revision_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","EDFE470AB1A346FF13D63ED04979F64143D1A30EC20CED9E94007586BB0708E8"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_revision_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5EFD425A51144EE0A38F50FB9D40F2AA8359AFE67DBE2CA5ACCE9127B568109E"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_revision_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","CFF1A04270251D424FF0805AE492D8A1CB4118A70A7D40D2CFAB5E95B9BCE79D"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_revision_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","FFF90110265E7A3E1A3B9A5B63D7D7AC49D723A9D80533C895C0615FD7268E43"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_stage1.ini","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","CC1DC8F6C2368BD0A7CE79E660202662B5F6A6515B180B3C5DF160C7EFF2DC29"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_stage1_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2D5EC0D6E5D0BC9995B4703F24170C24F85DDB950EC8992F3EC118144B56CA94"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_stage1_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","64B38EA95403798569E6D5C808070173E1D259E6603DB780B09C56A78E54C333"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_stage1_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","EDFE470AB1A346FF13D63ED04979F64143D1A30EC20CED9E94007586BB0708E8"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_stage1_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5EFD425A51144EE0A38F50FB9D40F2AA8359AFE67DBE2CA5ACCE9127B568109E"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_stage1_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","CFF1A04270251D424FF0805AE492D8A1CB4118A70A7D40D2CFAB5E95B9BCE79D"
"reports/backtest/ExpectedValue_TickShock_OrderReachability_stage1_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","FFF90110265E7A3E1A3B9A5B63D7D7AC49D723A9D80533C895C0615FD7268E43"
"reports/backtest/ExpectedValue_TickShock_Reachability_stage1.ini","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","FB81959C5E589368460F305C831F13146C6339557C3027ACAA4E6A946072EBED"
"reports/backtest/ExpectedValue_TickShock_Reachability_stage1_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","A40632B98AB068A306E1696870C83EB91A61C4F7EFF56A03EEE6C485BAD658C8"
"reports/backtest/ExpectedValue_TickShock_Reachability_stage1_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","CD0FB124FEA51AD8815E2DF447BA16BDEF1ACCDBECF47514C13AD7B654FE6F16"
"reports/backtest/ExpectedValue_TickShock_Reachability_stage1_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_TickShock_Reachability_stage1_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_TickShock_Reachability_stage1_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_TickShock_Reachability_stage1_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_revision_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","C367BDABF0740FF5DEFBA8A17A76CA9A0DA2CD740FE18313D335AED4549844AA"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_revision_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","C9DA70465EDB6D1CD4E09783BCC6ADBAB523901B1F64489B1D265603E4E2A600"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_revision_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_revision_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_revision_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_revision_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_stage1.ini","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","381BD4163613561230313B301194A52A41509914C082018D905B96A23C54D99E"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_stage1_report.html","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2B4B00A1CE7912A4FAC24A874A869BCC3F6DA397C9DC2AED9AD7BE7C040A43BE"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_stage1_report.html.meta.json","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5D1CC5F33F72EF44A23DA11017186C0B9E0F69AFD37F76BCA70CEECB7C981CB5"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_stage1_report.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","06AA980FBE864302877DDB986E353149C546CFF30EF6FD8B46241A7E63E5C4E4"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_stage1_report-holding.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","420B97960777DF5CBF9051CA5847F1E510B4B403B710B00C9FA65D88215F2DFC"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_stage1_report-hst.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","5B9668EF6D82EA20EEAB5B71848E8888EE466AA0F86591E14A7DC58584E5F2B9"
"reports/backtest/ExpectedValue_TickShock_ResearchReachability_stage1_report-mfemae.png","generated_cache","exclude","Generated binary, compile log, Tester report image, HTML, or metadata; not needed for source restoration","2A4950F6229528D0560066BF71D09891FFA6CFEB50C555BDA8DF0896C35C7512"
"reports/backtest/runs/20260628_session_reversal_pullback_timeframe_matrix/batch_status.csv","unrelated_user_change","leave_uncommitted","Belongs to a different strategy family and predates this Tick-shock checkpoint","699F7A0FB0125D7AECF5AA07DEE9C6F766245F91C582FC8B5F1601F6909B7F8C"
"reports/backtest/runs/20260815_trendline_wave2_failure/baseline_2024/legacy_fw2t_baseline_2024_events.csv","unrelated_user_change","leave_uncommitted","Belongs to a different strategy family and predates this Tick-shock checkpoint","B5DBC6354DC6193CAA3D330FBFC49BFBC08F4BB82BAAD6778A0F7A6B7C408BC3"
"reports/backtest/runs/20260815_trendline_wave2_failure/baseline_2025/legacy_fw2t_baseline_2025_events.csv","unrelated_user_change","leave_uncommitted","Belongs to a different strategy family and predates this Tick-shock checkpoint","66B0A18512529E642B6265A63DDA9F54B3E35781AEB3FF606CE67123B274F769"
"reports/backtest/runs/20260815_trendline_wave2_failure/baseline_2026/legacy_fw2t_baseline_2026_events.csv","unrelated_user_change","leave_uncommitted","Belongs to a different strategy family and predates this Tick-shock checkpoint","26D56171CEF4E215450481DF6B31406A392A780348862705B6B4190D2B57B515"
"reports/backtest/runs/20260815_trendline_wave2_failure/combined_2024/legacy_fw2t_combined_2024_events.csv","unrelated_user_change","leave_uncommitted","Belongs to a different strategy family and predates this Tick-shock checkpoint","40EC480A7C928B78FF141A766C0C0367E58D1455BFA56DE180414101F22648E3"
"reports/backtest/runs/20260815_trendline_wave2_failure/combined_2025/legacy_fw2t_combined_2025_events.csv","unrelated_user_change","leave_uncommitted","Belongs to a different strategy family and predates this Tick-shock checkpoint","54C8EAB29B874878D1DBA9DEB5EF3E7CA5F4BA147041C771AE038CD3F3D9B1FD"
"reports/backtest/runs/20260815_trendline_wave2_failure/combined_2026/legacy_fw2t_combined_2026_events.csv","unrelated_user_change","leave_uncommitted","Belongs to a different strategy family and predates this Tick-shock checkpoint","26D56171CEF4E215450481DF6B31406A392A780348862705B6B4190D2B57B515"
"reports/backtest/runs/20260820_tick_shock_scalper_stage1/reachability.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","80881FA78797E305F187F223A7F99B8C93168F11E6DAE505E3358739D91B2E04"
"reports/backtest/runs/20260820_tick_shock_scalper_stage2_3d/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event_v2_events.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","FF7872C0902DA797427C664789081786BAC52597B0655AE3A1DA18A64E6593F5"
"reports/backtest/runs/20260820_tick_shock_scalper_stage2_3d/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event_v2_summary.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","933DF6186F833911F14E7B14B5DDA06A06036E540C21EBED62B77864A3F66D2B"
"reports/backtest/runs/20260820_tick_shock_scalper_stage2_3d/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event_v2_trades.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","AF6D3B596F50F69DF15819633F9B086DA0429A015913F86CC797AECD64A46729"
"reports/backtest/runs/20260820_tick_shock_scalper_stage2_3d/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade_events.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","C154033A17FC6A5FB3A336E73F925DD9FCE392F7E83882662A43223D7C67C80F"
"reports/backtest/runs/20260820_tick_shock_scalper_stage2_3d/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade_summary.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","55E11DD339F713E0E6433EE4FC4258C5641B920FAA5E4583DA483A33B633B04E"
"reports/backtest/runs/20260820_tick_shock_scalper_stage2_3d/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade_trades.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","AF6D3B596F50F69DF15819633F9B086DA0429A015913F86CC797AECD64A46729"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3bd_final/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3bd_event_final_events.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","E853440EEC7876A4B243505D2E465AECE7923D5464ECA0ABAC8638A5FAA459E1"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3bd_final/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3bd_event_final_summary.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","FEC74CC4EE89F855FB9163D090DF67C3189C61560CFAE41D626CF417CC344559"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3bd_final/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3bd_event_final_trades.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","AF6D3B596F50F69DF15819633F9B086DA0429A015913F86CC797AECD64A46729"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3bd_final/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3bd_trade_final_events.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","697BF63F6DF760C857B5242A39F6AE33AB3AD6223F59CC14BE3C7A77F2F2B38E"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3bd_final/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3bd_trade_final_summary.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","2544967D1703297437FE3FB5383E67E581F3FA53220E8151299FDEA4E6929827"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3bd_final/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3bd_trade_final_trades.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","AF6D3B596F50F69DF15819633F9B086DA0429A015913F86CC797AECD64A46729"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3bd_final/summary.md","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","60B0AF5EA9DF97CE5C58C8ECF452EE7C5A49C8C7CC81B67B08C5DA32FE65BD3D"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3d_final/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event_final_events.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","4AC8A39E59CA9517C85639C584C4735E41573E11E00302CEECC9D7A4EFFECC81"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3d_final/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event_final_summary.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","CCB18627DBFC69760679B13FE817BF53D9A410170A0979DC0B551BECA031338D"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3d_final/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_event_final_trades.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","AF6D3B596F50F69DF15819633F9B086DA0429A015913F86CC797AECD64A46729"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3d_final/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade_final_events.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","4AAB8687FC37C8E40A7BC9BFB05A2B2E567BAFAECFF51BCA32E05FC2557B2699"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3d_final/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade_final_summary.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","29B690657F1883B2CE54BE184BD9698DA03AAED1C002B36A34A66860C076915C"
"reports/backtest/runs/20260821_tick_shock_scalper_stage2_3d_final/ExpectedValue_MultiCurrency_TickShockScalper_stage2_3d_trade_final_trades.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","AF6D3B596F50F69DF15819633F9B086DA0429A015913F86CC797AECD64A46729"
"reports/backtest/runs/20260821_tick_shock_scalper_stage3_1w/ExpectedValue_MultiCurrency_TickShockScalper_stage3_1w_event_v2_events.csv","tick_shock_evidence","leave_uncommitted","Earlier, superseded, or duplicate generated run evidence; retained locally for user review","A32568E8A22B61731B1907D497ABECE1009FCFF8F6F19DA88C5B29BC8122B72A"
