scenario,month,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,recovery_factor
session_reversal_pullback_all_symbols_first120,2025-01,146,51,0.3493150684931507,-748.7000000000003,872.7199999999996,-1621.42,0.5382442550357092,-32.551700000000004,-0.2229568493150685,0.5378069766913538,749.4400000000003,-0.9990125960717335
session_reversal_pullback_all_symbols_first120,2025-02,133,58,0.43609022556390975,-125.46000000000011,1270.93,-1396.3899999999996,0.9101540400604419,-4.9512999999999945,-0.03722781954887214,0.921189017111023,510.73000000000013,-0.24564838564407823
session_reversal_pullback_all_symbols_first120,2025-03,159,67,0.42138364779874216,-142.17000000000004,1486.4399999999998,-1628.6100000000001,0.9127046990992317,-6.7405000000000035,-0.04239308176100631,0.9111103784781749,431.73,-0.3293030366201099
session_reversal_pullback_all_symbols_first120,2025-04,197,92,0.467005076142132,-39.75999999999991,1790.67,-1830.4299999999998,0.9782783280431375,-1.5502999999999945,-0.007869543147208094,0.9827703667645785,452.87,-0.08779561463554643
session_reversal_pullback_all_symbols_first120,2025-05,114,46,0.40350877192982454,-310.5500000000002,880.97,-1191.5199999999995,0.739366523432255,-15.1797,-0.13315526315789475,0.7380384942610658,370.2100000000001,-0.8388482212798144
session_reversal_pullback_all_symbols_first120,2025-06,12,2,0.16666666666666666,-152.01999999999998,25.0,-177.02,0.1412269800022596,-7.384399999999999,-0.6153666666666666,0.1434503717623041,167.26,-0.9088843716369723
session_reversal_pullback_one_symbol_first120,2025-01,36,10,0.2777777777777778,-311.86000000000007,156.26000000000002,-468.1199999999999,0.33380329829958144,-13.1948,-0.36652222222222225,0.32759868320474544,311.86000000000007,-1.0
session_reversal_pullback_one_symbol_first120,2025-02,39,21,0.5384615384615384,115.32999999999998,419.7900000000001,-304.46,1.378801813046049,4.7287,0.12124871794871794,1.3564821446071962,113.22,1.0186362833421656
session_reversal_pullback_one_symbol_first120,2025-03,36,17,0.4722222222222222,-66.36999999999998,320.28000000000003,-386.65,0.8283460493986811,-2.705499999999999,-0.07515277777777775,0.8385393043851903,169.17,-0.3923272447833539
session_reversal_pullback_one_symbol_first120,2025-04,43,23,0.5348837209302325,198.37999999999997,531.0600000000001,-332.67999999999995,1.5963087651797527,8.6383,0.20089069767441858,1.5912068056914852,70.37,2.819099047889725
session_reversal_pullback_one_symbol_first120,2025-05,32,10,0.3125,-113.14,275.33000000000004,-388.47,0.7087548588050557,-4.907100000000001,-0.15334687500000002,0.7051074800334127,156.72,-0.7219244512506381
session_reversal_pullback_one_symbol_first120,2025-06,33,9,0.2727272727272727,-244.43999999999997,176.57999999999998,-421.02,0.4194100042753313,-9.794899999999998,-0.2968151515151515,0.4540889406597816,341.9099999999999,-0.7149249802579627
session_reversal_pullback_one_symbol_first120,2025-07,33,17,0.5151515151515151,-8.549999999999999,296.59,-305.14000000000004,0.9719800747198005,0.061399999999999594,0.0018606060606060483,1.0046059096671593,181.98000000000002,-0.0469831849653808
session_reversal_pullback_one_symbol_first120,2025-08,31,11,0.3548387096774194,-84.05000000000001,272.88000000000005,-356.93,0.7645196537136134,-3.523400000000001,-0.11365806451612906,0.770080589905054,173.15000000000003,-0.48541726826451054
session_reversal_pullback_one_symbol_first120,2025-09,18,1,0.05555555555555555,-292.51,8.52,-301.03000000000003,0.028302826960768024,-12.536,-0.6964444444444444,0.02930062565818002,292.51,-1.0
session_reversal_pullback_one_symbol_first120,2025-10,28,8,0.2857142857142857,-152.41,140.46,-292.87,0.47959845665312256,-6.947500000000001,-0.248125,0.4857931626588509,241.82,-0.6302621784798611
session_reversal_pullback_one_symbol_first120,2025-11,25,8,0.32,-185.62000000000006,119.03999999999999,-304.66,0.39073065056128137,-8.32,-0.3328,0.4012406983606086,185.62000000000006,-1.0
session_reversal_pullback_one_symbol_first120,2025-12,26,10,0.38461538461538464,-98.17000000000002,132.63,-230.79999999999998,0.5746533795493934,-4.5529,-0.17511153846153846,0.5801805456942895,118.52000000000002,-0.8282990212622342
session_reversal_pullback_one_symbol_first60,2025-01,36,10,0.2777777777777778,-311.86000000000007,156.26000000000002,-468.1199999999999,0.33380329829958144,-13.1948,-0.36652222222222225,0.32759868320474544,311.86000000000007,-1.0
session_reversal_pullback_one_symbol_first60,2025-02,39,21,0.5384615384615384,115.32999999999998,419.7900000000001,-304.46,1.378801813046049,4.7287,0.12124871794871794,1.3564821446071962,113.22,1.0186362833421656
session_reversal_pullback_one_symbol_first60,2025-03,36,17,0.4722222222222222,-66.36999999999998,320.28000000000003,-386.65,0.8283460493986811,-2.705499999999999,-0.07515277777777775,0.8385393043851903,169.17,-0.3923272447833539
session_reversal_pullback_one_symbol_first60,2025-04,43,23,0.5348837209302325,198.37999999999997,531.0600000000001,-332.67999999999995,1.5963087651797527,8.6383,0.20089069767441858,1.5912068056914852,70.37,2.819099047889725
session_reversal_pullback_one_symbol_first60,2025-05,32,10,0.3125,-113.14,275.33000000000004,-388.47,0.7087548588050557,-4.907100000000001,-0.15334687500000002,0.7051074800334127,156.72,-0.7219244512506381
session_reversal_pullback_one_symbol_first60,2025-06,33,9,0.2727272727272727,-244.43999999999997,176.57999999999998,-421.02,0.4194100042753313,-9.794899999999998,-0.2968151515151515,0.4540889406597816,341.9099999999999,-0.7149249802579627
session_reversal_pullback_one_symbol_first60,2025-07,33,17,0.5151515151515151,-8.549999999999999,296.59,-305.14000000000004,0.9719800747198005,0.061399999999999594,0.0018606060606060483,1.0046059096671593,181.98000000000002,-0.0469831849653808
session_reversal_pullback_one_symbol_first60,2025-08,31,11,0.3548387096774194,-84.05000000000001,272.88000000000005,-356.93,0.7645196537136134,-3.523400000000001,-0.11365806451612906,0.770080589905054,173.15000000000003,-0.48541726826451054
session_reversal_pullback_one_symbol_first60,2025-09,18,1,0.05555555555555555,-292.51,8.52,-301.03000000000003,0.028302826960768024,-12.536,-0.6964444444444444,0.02930062565818002,292.51,-1.0
session_reversal_pullback_one_symbol_first60,2025-10,28,8,0.2857142857142857,-152.41,140.46,-292.87,0.47959845665312256,-6.947500000000001,-0.248125,0.4857931626588509,241.82,-0.6302621784798611
session_reversal_pullback_one_symbol_first60,2025-11,25,8,0.32,-185.62000000000006,119.03999999999999,-304.66,0.39073065056128137,-8.32,-0.3328,0.4012406983606086,185.62000000000006,-1.0
session_reversal_pullback_one_symbol_first60,2025-12,26,10,0.38461538461538464,-98.17000000000002,132.63,-230.79999999999998,0.5746533795493934,-4.5529,-0.17511153846153846,0.5801805456942895,118.52000000000002,-0.8282990212622342
session_reversal_pullback_clean_target_path_first120,2025-01,1,1,1.0,6.52,6.52,0,inf,0.271,0.271,inf,0.0,inf
session_reversal_pullback_clean_target_path_first120,2025-02,1,0,0.0,-24.01,0,-24.01,0.0,-1.0,-1.0,0.0,24.01,-1.0
session_reversal_pullback_clean_target_path_first120,2025-04,1,0,0.0,-26.3,0,-26.3,0.0,-1.0162,-1.0162,0.0,26.3,-1.0
session_reversal_pullback_clean_target_path_first120,2025-05,1,0,0.0,-23.1,0,-23.1,0.0,-1.0152,-1.0152,0.0,23.1,-1.0
session_reversal_pullback_clean_target_path_first120,2025-07,3,1,0.3333333333333333,9.940000000000001,34.78,-24.84,1.4001610305958132,0.45089999999999997,0.1503,1.4233007885843034,24.84,0.40016103059581326
session_reversal_pullback_clean_target_path_first120,2025-10,1,1,1.0,36.5,36.5,0,inf,1.5,1.5,inf,0.0,inf
session_reversal_pullback_clean_target_path_first60,2025-01,1,1,1.0,6.52,6.52,0,inf,0.271,0.271,inf,0.0,inf
session_reversal_pullback_clean_target_path_first60,2025-02,1,0,0.0,-24.01,0,-24.01,0.0,-1.0,-1.0,0.0,24.01,-1.0
session_reversal_pullback_clean_target_path_first60,2025-04,1,0,0.0,-26.3,0,-26.3,0.0,-1.0162,-1.0162,0.0,26.3,-1.0
session_reversal_pullback_clean_target_path_first60,2025-05,1,0,0.0,-23.1,0,-23.1,0.0,-1.0152,-1.0152,0.0,23.1,-1.0
session_reversal_pullback_clean_target_path_first60,2025-07,3,1,0.3333333333333333,9.940000000000001,34.78,-24.84,1.4001610305958132,0.45089999999999997,0.1503,1.4233007885843034,24.84,0.40016103059581326
session_reversal_pullback_clean_target_path_first60,2025-10,1,1,1.0,36.5,36.5,0,inf,1.5,1.5,inf,0.0,inf
tokyo_first120_reference,2025-01,10,4,0.4,-4.080000000000009,119.28,-123.36,0.9669260700389105,-0.2811000000000001,-0.028110000000000013,0.9450708353688325,66.04,-0.06178073894609341
tokyo_first120_reference,2025-02,12,7,0.5833333333333334,52.82999999999998,142.80999999999997,-89.97999999999999,1.5871304734385419,2.075100000000001,0.17292500000000008,1.5503514122795388,47.38,1.1150274377374414
tokyo_first120_reference,2025-03,10,2,0.2,-126.96999999999998,48.06,-175.02999999999997,0.2745815003142319,-5.509499999999999,-0.5509499999999999,0.2704484964048783,139.14,-0.9125341382779933
tokyo_first120_reference,2025-04,15,9,0.6,93.72,220.62,-126.9,1.7385342789598108,3.9098999999999995,0.26065999999999995,1.715627059081924,47.5,1.9730526315789474
tokyo_first120_reference,2025-05,7,2,0.2857142857142857,-48.27000000000001,49.029999999999994,-97.3,0.5039054470709147,-2.1251999999999995,-0.3035999999999999,0.4792197608312096,86.68,-0.5568758652514998
tokyo_first120_reference,2025-06,9,2,0.2222222222222222,-83.36,52.29,-135.65,0.38547733136748985,-3.4463,-0.3829222222222222,0.3948551360842844,110.78,-0.7524823975446832
tokyo_first120_reference,2025-07,7,2,0.2857142857142857,-66.84,43.53,-110.37,0.3944006523511824,-2.7429,-0.39184285714285716,0.40582284513571476,73.49000000000001,-0.9095114981630154
tokyo_first120_reference,2025-08,6,4,0.6666666666666666,12.14,60.0,-47.86,1.2536564981195153,0.5425,0.09041666666666666,1.27125,47.86,0.2536564981195153
tokyo_first120_reference,2025-10,6,2,0.3333333333333333,-31.59,48.43,-80.02000000000001,0.6052236940764808,-1.1862,-0.1977,0.6478760352658296,56.480000000000004,-0.559313031161473
tokyo_first120_reference,2025-11,7,4,0.5714285714285714,-4.560000000000006,67.35,-71.91,0.9365874009178139,-0.17800000000000016,-0.02542857142857145,0.9410888631474432,34.18,-0.13341135166764206
tokyo_first120_reference,2025-12,5,1,0.2,-68.28,2.33,-70.61,0.03299815890100553,-2.9737,-0.59474,0.03146272351236036,68.28,-1.0
newyork_first120_reference,2025-01,18,6,0.3333333333333333,-122.70000000000002,39.24,-161.94,0.24231196739533162,-5.258699999999999,-0.29214999999999997,0.23240742092279842,126.30000000000001,-0.9714964370546318
newyork_first120_reference,2025-02,16,8,0.5,-1.3700000000000045,98.64,-100.01,0.9863013698630136,-0.06289999999999996,-0.003931249999999997,0.9857253086419753,38.6,-0.035492227979274725
newyork_first120_reference,2025-03,17,9,0.5294117647058824,30.839999999999996,181.22,-150.38,1.2050804628275036,1.7695000000000007,0.10408823529411769,1.2851548651174785,94.71000000000001,0.3256255939182768
newyork_first120_reference,2025-04,18,7,0.3888888888888889,-21.019999999999996,131.69000000000003,-152.70999999999998,0.8623534804531467,-1.3269,-0.07371666666666667,0.808886648422872,78.47999999999999,-0.26783893985728846
newyork_first120_reference,2025-05,14,5,0.35714285714285715,65.91000000000003,170.59000000000003,-104.67999999999999,1.6296331677493316,2.7469999999999994,0.19621428571428567,1.5853523407700991,76.1,0.8660972404730621
newyork_first120_reference,2025-06,16,5,0.3125,-72.61000000000001,83.99000000000001,-156.6,0.5363346104725416,-2.3690000000000007,-0.14806250000000004,0.6270759543486817,95.57000000000001,-0.7597572459976981
newyork_first120_reference,2025-07,16,9,0.5625,-40.35,94.08000000000001,-134.42999999999998,0.699843784869449,-1.4794999999999998,-0.09246874999999999,0.7459911410225595,102.89999999999999,-0.39212827988338195
newyork_first120_reference,2025-08,16,6,0.375,37.35999999999999,169.19,-131.83,1.283395281802321,1.9232,0.1202,1.363925368050562,63.540000000000006,0.5879760780610637
newyork_first120_reference,2025-09,13,1,0.07692307692307693,-203.46,12.98,-216.44000000000003,0.05997043060432452,-8.208300000000001,-0.6314076923076924,0.07557943104263802,203.46,-1.0
newyork_first120_reference,2025-10,17,6,0.35294117647058826,-35.69,102.99000000000001,-138.68,0.742644937986732,-1.2304000000000002,-0.0723764705882353,0.7940063619621631,85.15,-0.41914268937169696
newyork_first120_reference,2025-11,13,2,0.15384615384615385,-159.7,10.49,-170.19,0.06163699394794054,-6.6876,-0.5144307692307692,0.05869436702981167,159.7,-1.0
newyork_first120_reference,2025-12,16,8,0.5,4.8800000000000034,90.20000000000002,-85.32000000000001,1.0571964369432725,0.36480000000000035,0.02280000000000002,1.0976001284212216,35.7,0.13669467787114856
overlap_first120_reference,2025-01,8,0,0.0,-182.79000000000002,0,-182.79000000000002,0.0,-7.655,-0.956875,0.0,182.79000000000002,-1.0
overlap_first120_reference,2025-02,13,7,0.5384615384615384,63.56999999999999,203.65,-140.08,1.4538121073672186,2.348,0.1806153846153846,1.384709911031737,70.07,0.9072356215213357
overlap_first120_reference,2025-03,12,7,0.5833333333333334,14.619999999999994,127.36,-112.74,1.1296789072201525,0.4932000000000005,0.041100000000000046,1.097783417264761,67.43,0.21681744030846792
overlap_first120_reference,2025-04,15,8,0.5333333333333333,108.28,224.45,-116.17,1.932082293191013,4.720899999999999,0.31472666666666665,1.9331501650491196,47.099999999999994,2.298938428874735
overlap_first120_reference,2025-05,13,4,0.3076923076923077,-122.09000000000002,76.16,-198.25,0.38416141235813367,-5.0267,-0.38666923076923077,0.3873464313572543,159.26000000000002,-0.7666080622880824
overlap_first120_reference,2025-06,10,3,0.3,-87.16000000000001,78.74000000000001,-165.90000000000003,0.4746232670283303,-3.5508000000000006,-0.35508000000000006,0.4905229930411076,162.57000000000002,-0.5361382788952451
overlap_first120_reference,2025-07,12,7,0.5833333333333334,101.19000000000001,171.98,-70.78999999999999,2.4294391863257525,4.4213,0.3684416666666666,2.4837572991475936,62.67999999999999,1.6143905552010214
overlap_first120_reference,2025-08,10,2,0.2,-119.35000000000002,71.87,-191.22,0.3758498065055957,-5.0131000000000006,-0.50131,0.3764723441833854,166.40000000000003,-0.7172475961538461
