scenario,symbol_session,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,recovery_factor
london_first120_reference,GBPUSD_london,4,3,0.75,86.37,112.41,-26.04,4.316820276497696,3.5034,0.87585,4.390496467627988,26.04,3.316820276497696
london_first120_reference,USDJPY_london,15,9,0.6,123.25,252.85000000000002,-129.6,1.9510030864197534,4.9723,0.33148666666666665,1.921957279537195,81.42999999999999,1.51356993736952
newyork_first120_reference,EURJPY_new_york,3,1,0.3333333333333333,3.93,35.82,-31.89,1.123236124176858,0.2743,0.09143333333333332,1.2200032082130254,31.89,0.12323612417685795
newyork_first120_reference,EURUSD_new_york,12,3,0.25,-170.60000000000002,17.43,-188.03000000000003,0.09269797372759664,-6.939100000000001,-0.5782583333333334,0.12673982532531272,173.08,-0.9856713658423851
newyork_first120_reference,GBPJPY_new_york,5,0,0.0,-63.89,0,-63.89,0.0,-2.7220000000000004,-0.5444000000000001,0.0,63.89,-1.0
newyork_first120_reference,GBPUSD_new_york,12,3,0.25,-144.47,27.419999999999998,-171.89,0.15952062365466288,-6.0277,-0.5023083333333334,0.1694637345679012,144.47,-1.0
newyork_first120_reference,USDJPY_new_york,17,5,0.29411764705882354,-142.70999999999998,107.35999999999999,-250.06999999999996,0.4293197904586716,-5.931099999999999,-0.3488882352941176,0.4412213596623455,148.32999999999998,-0.962111508123778
overlap_first120_reference,AUDJPY_london_newyork_overlap,1,0,0.0,-25.57,0,-25.57,0.0,-1.0631,-1.0631,0.0,25.57,-1.0
overlap_first120_reference,EURJPY_london_newyork_overlap,4,3,0.75,82.96000000000001,107.64,-24.68,4.361426256077796,3.4957000000000003,0.8739250000000001,4.4957,24.68,3.361426256077796
overlap_first120_reference,EURUSD_london_newyork_overlap,8,3,0.375,-23.629999999999992,80.48,-104.11,0.7730285275189703,-0.9348999999999996,-0.11686249999999995,0.7852976299834651,81.16,-0.29115327747658937
overlap_first120_reference,GBPJPY_london_newyork_overlap,2,1,0.5,-13.569999999999999,9.42,-22.99,0.40974336668116573,-0.6016000000000001,-0.30080000000000007,0.40500445059835816,22.99,-0.5902566333188343
overlap_first120_reference,GBPUSD_london_newyork_overlap,8,1,0.125,-120.55,35.34,-155.89000000000001,0.22669831291295145,-5.0114,-0.626425,0.2302115174882106,120.55,-1.0
