scenario,session_candidate_symbol_map,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,recovery_factor
session_reversal_pullback_all_symbols_first120,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,37,22,0.5945945945945946,338.94,625.39,-286.45,2.183243148891604,14.718600000000002,0.39780000000000004,2.1783552694783364,88.14000000000001,3.845473110959836
session_reversal_pullback_all_symbols_first120,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,44,15,0.3409090909090909,-193.48000000000002,398.38,-591.8600000000001,0.6730983678572634,-8.9354,-0.20307727272727272,0.6584562224311783,238.12000000000003,-0.8125314967243407
session_reversal_pullback_all_symbols_first120,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,57,17,0.2982456140350877,-530.2799999999999,293.36999999999995,-823.6500000000002,0.35618284465488964,-22.68679999999999,-0.39801403508771915,0.3601998917065247,556.7299999999999,-0.9524904352199449
session_reversal_pullback_all_symbols_first120,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,25,10,0.4,3.439999999999994,289.33,-285.89,1.01203259995103,0.47899999999999965,0.019159999999999986,1.0389839750632777,164.1,0.020962827544180343
session_reversal_pullback_one_symbol_first120,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,26,16,0.6153846153846154,288.46000000000004,492.65,-204.19,2.412703854253391,12.153100000000002,0.46742692307692313,2.386200839492654,88.38999999999999,3.2634913451747942
session_reversal_pullback_one_symbol_first120,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,31,12,0.3870967741935484,-31.229999999999993,360.86,-392.09000000000003,0.9203499196613022,-1.2966,-0.0418258064516129,0.9227819002584655,90.99,-0.3432245301681503
session_reversal_pullback_one_symbol_first120,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,41,10,0.24390243902439024,-441.70000000000005,140.01999999999998,-581.7199999999999,0.24069999312383966,-18.225499999999997,-0.44452439024390233,0.2562629308761779,441.70000000000005,-1.0
session_reversal_pullback_one_symbol_first120,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,18,8,0.4444444444444444,9.839999999999996,228.31999999999996,-218.48000000000002,1.0450384474551444,0.4092000000000007,0.02273333333333337,1.0439183025125305,97.83,0.1005826433609322
session_reversal_pullback_one_symbol_first60,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,18,10,0.5555555555555556,143.17,300.53000000000003,-157.35999999999999,1.9098246059989836,5.9655,0.33141666666666664,1.8881858110623095,65.75999999999999,2.1771593673965937
session_reversal_pullback_one_symbol_first60,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,29,12,0.41379310344827586,5.13000000000001,363.28000000000003,-358.15000000000003,1.0143236074270556,0.11999999999999988,0.004137931034482754,1.00780497957697,80.48,0.06374254473161045
session_reversal_pullback_one_symbol_first60,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,36,9,0.25,-378.37000000000006,137.59999999999997,-515.9699999999999,0.2666821714440762,-15.395800000000001,-0.42766111111111116,0.28493400091033233,378.37000000000006,-1.0
session_reversal_pullback_one_symbol_first60,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,10,4,0.4,0.39000000000000057,123.57,-123.17999999999999,1.0031660983925963,-0.0884999999999998,-0.00884999999999998,0.9832633609440596,76.50999999999999,0.0050973728924323695
