comparison_scope,record_type,record_key,aspect,field,compared_values,mismatches,reference_value,candidate_value,classification
preservation_oracle,summary,GATE:GBPUSD:w250:robust_z,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:robust_z,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:robust_z,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:robust_z,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:robust_z,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:robust_z,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:robust_z,funnel,value,1,0,true=32172;cumulative=4299;evaluable=622839,true=32172;cumulative=4299;evaluable=622839,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:spread_ok,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:spread_ok,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:spread_ok,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:spread_ok,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:spread_ok,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:spread_ok,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:spread_ok,funnel,value,1,0,true=622446;cumulative=0;evaluable=622839,true=622446;cumulative=0;evaluable=622839,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:tick_intensity,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:tick_intensity,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:tick_intensity,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:tick_intensity,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:tick_intensity,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:tick_intensity,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:GBPUSD:w250:tick_intensity,funnel,value,1,0,true=19600;cumulative=448;evaluable=622839,true=19600;cumulative=448;evaluable=622839,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:efficiency,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:efficiency,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:efficiency,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:efficiency,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:efficiency,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:efficiency,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:efficiency,funnel,value,1,0,true=334473;cumulative=2748;evaluable=404134,true=334473;cumulative=2748;evaluable=404134,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:move_spread,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:move_spread,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:move_spread,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:move_spread,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:move_spread,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:move_spread,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:move_spread,funnel,value,1,0,true=0;cumulative=0;evaluable=404134,true=0;cumulative=0;evaluable=404134,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:percentile,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:percentile,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:percentile,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:percentile,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:percentile,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:percentile,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:percentile,funnel,value,1,0,true=2794;cumulative=2794;evaluable=404134,true=2794;cumulative=2794;evaluable=404134,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:robust_z,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:robust_z,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:robust_z,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:robust_z,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:robust_z,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:robust_z,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:robust_z,funnel,value,1,0,true=22018;cumulative=2794;evaluable=404134,true=22018;cumulative=2794;evaluable=404134,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:spread_ok,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:spread_ok,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:spread_ok,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:spread_ok,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:spread_ok,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:spread_ok,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:spread_ok,funnel,value,1,0,true=403957;cumulative=0;evaluable=404134,true=403957;cumulative=0;evaluable=404134,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:tick_intensity,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:tick_intensity,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:tick_intensity,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:tick_intensity,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:tick_intensity,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:tick_intensity,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:GBPUSD:w500:tick_intensity,funnel,value,1,0,true=126592;cumulative=2031;evaluable=404134,true=126592;cumulative=2031;evaluable=404134,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:efficiency,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:efficiency,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:efficiency,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:efficiency,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:efficiency,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:efficiency,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:efficiency,funnel,value,1,0,true=95632;cumulative=1193;evaluable=185770,true=95632;cumulative=1193;evaluable=185770,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:move_spread,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:move_spread,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:move_spread,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:move_spread,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:move_spread,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:move_spread,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:move_spread,funnel,value,1,0,true=13;cumulative=2;evaluable=185770,true=13;cumulative=2;evaluable=185770,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:percentile,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:percentile,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:percentile,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:percentile,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:percentile,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:percentile,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:percentile,funnel,value,1,0,true=1258;cumulative=1258;evaluable=185770,true=1258;cumulative=1258;evaluable=185770,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:robust_z,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:robust_z,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:robust_z,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:robust_z,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:robust_z,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:robust_z,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:robust_z,funnel,value,1,0,true=14452;cumulative=1258;evaluable=185770,true=14452;cumulative=1258;evaluable=185770,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:spread_ok,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:spread_ok,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:spread_ok,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:spread_ok,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:spread_ok,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:spread_ok,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:spread_ok,funnel,value,1,0,true=185584;cumulative=2;evaluable=185770,true=185584;cumulative=2;evaluable=185770,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:tick_intensity,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:tick_intensity,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:tick_intensity,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:tick_intensity,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:tick_intensity,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:tick_intensity,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w1000:tick_intensity,funnel,value,1,0,true=27542;cumulative=398;evaluable=185770,true=27542;cumulative=398;evaluable=185770,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:efficiency,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:efficiency,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:efficiency,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:efficiency,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:efficiency,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:efficiency,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:efficiency,funnel,value,1,0,true=1025512;cumulative=6724;evaluable=1042709,true=1025512;cumulative=6724;evaluable=1042709,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:move_spread,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:move_spread,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:move_spread,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:move_spread,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:move_spread,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:move_spread,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:move_spread,funnel,value,1,0,true=5;cumulative=0;evaluable=1042709,true=5;cumulative=0;evaluable=1042709,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:percentile,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:percentile,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:percentile,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:percentile,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:percentile,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:percentile,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:percentile,funnel,value,1,0,true=6751;cumulative=6751;evaluable=1042709,true=6751;cumulative=6751;evaluable=1042709,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:robust_z,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:robust_z,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:robust_z,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:robust_z,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:robust_z,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:robust_z,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:robust_z,funnel,value,1,0,true=56359;cumulative=6732;evaluable=1042709,true=56359;cumulative=6732;evaluable=1042709,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:spread_ok,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:spread_ok,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:spread_ok,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:spread_ok,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:spread_ok,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:spread_ok,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:spread_ok,funnel,value,1,0,true=1041759;cumulative=0;evaluable=1042709,true=1041759;cumulative=0;evaluable=1042709,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:tick_intensity,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:tick_intensity,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:tick_intensity,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:tick_intensity,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:tick_intensity,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:tick_intensity,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w250:tick_intensity,funnel,value,1,0,true=39036;cumulative=737;evaluable=1042709,true=39036;cumulative=737;evaluable=1042709,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:efficiency,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:efficiency,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:efficiency,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:efficiency,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:efficiency,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:efficiency,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:efficiency,funnel,value,1,0,true=567903;cumulative=4558;evaluable=692894,true=567903;cumulative=4558;evaluable=692894,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:move_spread,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:move_spread,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:move_spread,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:move_spread,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:move_spread,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:move_spread,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:move_spread,funnel,value,1,0,true=7;cumulative=6;evaluable=692894,true=7;cumulative=6;evaluable=692894,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:percentile,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:percentile,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:percentile,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:percentile,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:percentile,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:percentile,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:percentile,funnel,value,1,0,true=4621;cumulative=4621;evaluable=692894,true=4621;cumulative=4621;evaluable=692894,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:robust_z,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:robust_z,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:robust_z,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:robust_z,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:robust_z,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:robust_z,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:robust_z,funnel,value,1,0,true=47806;cumulative=4621;evaluable=692894,true=47806;cumulative=4621;evaluable=692894,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:spread_ok,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:spread_ok,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:spread_ok,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:spread_ok,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:spread_ok,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:spread_ok,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:spread_ok,funnel,value,1,0,true=692386;cumulative=6;evaluable=692894,true=692386;cumulative=6;evaluable=692894,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:tick_intensity,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:tick_intensity,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:tick_intensity,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:tick_intensity,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:tick_intensity,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:tick_intensity,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCAD:w500:tick_intensity,funnel,value,1,0,true=210580;cumulative=3099;evaluable=692894,true=210580;cumulative=3099;evaluable=692894,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:efficiency,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:efficiency,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:efficiency,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:efficiency,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:efficiency,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:efficiency,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:efficiency,funnel,value,1,0,true=28952;cumulative=308;evaluable=46194,true=28952;cumulative=308;evaluable=46194,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:move_spread,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:move_spread,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:move_spread,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:move_spread,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:move_spread,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:move_spread,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:move_spread,funnel,value,1,0,true=0;cumulative=0;evaluable=46194,true=0;cumulative=0;evaluable=46194,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:percentile,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:percentile,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:percentile,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:percentile,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:percentile,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:percentile,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:percentile,funnel,value,1,0,true=312;cumulative=312;evaluable=46194,true=312;cumulative=312;evaluable=46194,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:robust_z,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:robust_z,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:robust_z,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:robust_z,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:robust_z,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:robust_z,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:robust_z,funnel,value,1,0,true=2381;cumulative=312;evaluable=46194,true=2381;cumulative=312;evaluable=46194,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:spread_ok,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:spread_ok,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:spread_ok,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:spread_ok,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:spread_ok,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:spread_ok,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:spread_ok,funnel,value,1,0,true=46155;cumulative=0;evaluable=46194,true=46155;cumulative=0;evaluable=46194,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:tick_intensity,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:tick_intensity,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:tick_intensity,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:tick_intensity,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:tick_intensity,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:tick_intensity,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCHF:w1000:tick_intensity,funnel,value,1,0,true=10760;cumulative=153;evaluable=46194,true=10760;cumulative=153;evaluable=46194,MATCH
preservation_oracle,summary,GATE:USDCHF:w250:efficiency,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w250:efficiency,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w250:efficiency,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w250:efficiency,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w250:efficiency,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w250:efficiency,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,GATE:USDCHF:w250:efficiency,funnel,value,1,0,true=301569;cumulative=2076;evaluable=301570,true=301569;cumulative=2076;evaluable=301570,MATCH
preservation_oracle,summary,GATE:USDCHF:w250:move_spread,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w250:move_spread,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,GATE:USDCHF:w250:move_spread,funnel,ticks,1,0,0,0,MATCH
