comparison_scope,record_type,record_key,aspect,field,compared_values,mismatches,reference_value,candidate_value,classification
preservation_oracle,event,HEADER,csv_schema,field_order,116,0,event_id|execution_mode|symbol|direction|detector_window_ms|symbol_cluster_id|market_cluster_id|symbol_overlap_event|market_overlap_event|shock_gate_mask|detection_time_msc|detection_grid_msc|detection_quote_msc|detection_quote_age_ms|signal_processing_msc|merge_lag_ms|detection_bid|detection_ask|detection_mid|shock_start_mid|detection_shock_range|log_return_250|log_return_250_valid|log_return_500|log_return_500_valid|log_return_1000|log_return_1000_valid|percentile_move|median_move|mad_move|robust_scale_move|robust_scale_floored|robust_z|efficiency|tick_count|tick_intensity_ratio|spread|spread_median|move_spread_ratio|quote_age_ms|baseline_samples|burst_end_time_msc|burst_end_bid|burst_end_ask|burst_end_mid|burst_range|burst_spread_ratio|max_retracement_pct|pullback_time_msc|reacceleration_time_msc|continuation_invalidated_msc|m15_trend|h1_trend|htf_alignment|session|news_label|state_status|state_skip_reason|detection_time_continuation_signal_event_msc|detection_time_continuation_signal_processing_msc|post_burst_continuation_signal_event_msc|post_burst_continuation_signal_processing_msc|pullback_continuation_signal_event_msc|pullback_continuation_signal_processing_msc|failed_shock_reversal_signal_event_msc|failed_shock_reversal_signal_processing_msc|det_bid_5s|det_ask_5s|det_mfe_5s|det_mae_5s|det_bid_10s|det_ask_10s|det_mfe_10s|det_mae_10s|det_bid_20s|det_ask_20s|det_mfe_20s|det_mae_20s|det_bid_30s|det_ask_30s|det_mfe_30s|det_mae_30s|det_bid_60s|det_ask_60s|det_mfe_60s|det_mae_60s|det_bid_120s|det_ask_120s|det_mfe_120s|det_mae_120s|burst_bid_5s|burst_ask_5s|burst_mfe_5s|burst_mae_5s|burst_bid_10s|burst_ask_10s|burst_mfe_10s|burst_mae_10s|burst_bid_20s|burst_ask_20s|burst_mfe_20s|burst_mae_20s|burst_bid_30s|burst_ask_30s|burst_mfe_30s|burst_mae_30s|burst_bid_60s|burst_ask_60s|burst_mfe_60s|burst_mae_60s|burst_bid_120s|burst_ask_120s|burst_mfe_120s|burst_mae_120s|scenario_grid_encoding|scenario_grid,event_id|execution_mode|symbol|direction|detector_window_ms|symbol_cluster_id|market_cluster_id|symbol_overlap_event|market_overlap_event|shock_gate_mask|detection_time_msc|detection_grid_msc|detection_quote_msc|detection_quote_age_ms|signal_processing_msc|merge_lag_ms|detection_bid|detection_ask|detection_mid|shock_start_mid|detection_shock_range|log_return_250|log_return_250_valid|log_return_500|log_return_500_valid|log_return_1000|log_return_1000_valid|percentile_move|median_move|mad_move|robust_scale_move|robust_scale_floored|robust_z|efficiency|tick_count|tick_intensity_ratio|spread|spread_median|move_spread_ratio|quote_age_ms|baseline_samples|burst_end_time_msc|burst_end_bid|burst_end_ask|burst_end_mid|burst_range|burst_spread_ratio|max_retracement_pct|pullback_time_msc|reacceleration_time_msc|continuation_invalidated_msc|m15_trend|h1_trend|htf_alignment|session|news_label|state_status|state_skip_reason|detection_time_continuation_signal_event_msc|detection_time_continuation_signal_processing_msc|post_burst_continuation_signal_event_msc|post_burst_continuation_signal_processing_msc|pullback_continuation_signal_event_msc|pullback_continuation_signal_processing_msc|failed_shock_reversal_signal_event_msc|failed_shock_reversal_signal_processing_msc|det_bid_5s|det_ask_5s|det_mfe_5s|det_mae_5s|det_bid_10s|det_ask_10s|det_mfe_10s|det_mae_10s|det_bid_20s|det_ask_20s|det_mfe_20s|det_mae_20s|det_bid_30s|det_ask_30s|det_mfe_30s|det_mae_30s|det_bid_60s|det_ask_60s|det_mfe_60s|det_mae_60s|det_bid_120s|det_ask_120s|det_mfe_120s|det_mae_120s|burst_bid_5s|burst_ask_5s|burst_mfe_5s|burst_mae_5s|burst_bid_10s|burst_ask_10s|burst_mfe_10s|burst_mae_10s|burst_bid_20s|burst_ask_20s|burst_mfe_20s|burst_mae_20s|burst_bid_30s|burst_ask_30s|burst_mfe_30s|burst_mae_30s|burst_bid_60s|burst_ask_60s|burst_mfe_60s|burst_mae_60s|burst_bid_120s|burst_ask_120s|burst_mfe_120s|burst_mae_120s|scenario_grid_encoding|scenario_grid,MATCH
preservation_oracle,summary,HEADER,csv_schema,field_order,17,0,run_id|record_type|key|events|raw_candidates|ticks|scenario_valid|scenario_invalid|scenario_expectancy_r|average_memory_mb|max_memory_mb|event_csv_rows|event_csv_bytes|trade_csv_rows|trade_csv_bytes|runtime_seconds|value,run_id|record_type|key|events|raw_candidates|ticks|scenario_valid|scenario_invalid|scenario_expectancy_r|average_memory_mb|max_memory_mb|event_csv_rows|event_csv_bytes|trade_csv_rows|trade_csv_bytes|runtime_seconds|value,MATCH
preservation_oracle,event,ALL,event_identity,event_key_set,19,0,rows=19;missing=0,rows=19;extra=0,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,shock_gate_mask,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,detection_grid_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,detection_quote_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,detection_quote_age_ms,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,detection_bid,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,detection_ask,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,detection_mid,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,shock_start_mid,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,detection_shock_range,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,log_return_250,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,log_return_250_valid,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,log_return_500,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,log_return_500_valid,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,log_return_1000,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,log_return_1000_valid,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,percentile_move,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,median_move,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,mad_move,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,robust_scale_move,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,robust_scale_floored,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,robust_z,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,efficiency,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,tick_count,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,tick_intensity_ratio,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,spread,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,spread_median,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,move_spread_ratio,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,quote_age_ms,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,detector_metrics,baseline_samples,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,state_result,burst_end_time_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,state_result,burst_end_bid,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,state_result,burst_end_ask,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,state_result,burst_end_mid,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,state_result,burst_range,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,state_result,burst_spread_ratio,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,state_result,max_retracement_pct,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,state_result,pullback_time_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,state_result,reacceleration_time_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,state_result,continuation_invalidated_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,state_result,state_status,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,state_result,state_skip_reason,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,signal_time,signal_processing_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,signal_time,merge_lag_ms,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,signal_time,detection_time_continuation_signal_event_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,signal_time,detection_time_continuation_signal_processing_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,signal_time,post_burst_continuation_signal_event_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,signal_time,post_burst_continuation_signal_processing_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,signal_time,pullback_continuation_signal_event_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,signal_time,pullback_continuation_signal_processing_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,signal_time,failed_shock_reversal_signal_event_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,signal_time,failed_shock_reversal_signal_processing_msc,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,cluster,symbol_cluster_id,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,cluster,market_cluster_id,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,cluster,symbol_overlap_event,19,0,,,MATCH
preservation_oracle,event,MATCHED_EVENTS,cluster,market_overlap_event,19,0,,,MATCH
preservation_oracle,scenario,ALL,scenario_status,scenario_key_set,10488,0,rows=10488;missing=0,rows=10488;extra=0,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,scenario_status,status,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,signal_time,signal_event,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,signal_time,signal_processing,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,signal_time,eligible,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,signal_time,entry_quote,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,signal_time,actual_delay,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,signal_time,processing_to_entry,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,entry,entry_quote,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,entry,risk,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,sl,sl,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,sl,stops_distance,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,sl,freeze_distance,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,sl,freeze_clear,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,tp,tp,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,tp,requested_rr,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,tp,realized_rr,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,exit,exit,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,exit,exit_px,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,exit,stop_gap,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,exit,exit_slip,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,R,net,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,R,gross,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,R,commission_r,10488,0,,,MATCH
preservation_oracle,scenario,MATCHED_SCENARIOS,policy_mask,policy,10488,0,,,MATCH
preservation_oracle,summary,ALL,funnel,summary_key_set,1184,0,rows=1184;missing=0,rows=1184;extra=0,MATCH
preservation_oracle,summary,CLUSTER:counts,funnel,events,1,0,19,19,MATCH
preservation_oracle,summary,CLUSTER:counts,funnel,raw_candidates,1,0,0,0,MATCH
preservation_oracle,summary,CLUSTER:counts,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,CLUSTER:counts,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,CLUSTER:counts,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,CLUSTER:counts,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,CLUSTER:counts,funnel,value,1,0,event_rows=19;symbol_clusters=17;market_clusters=15;symbol_overlap_events=2;market_overlap_events=4;duplicate_events=0,event_rows=19;symbol_clusters=17;market_clusters=15;symbol_overlap_events=2;market_overlap_events=4;duplicate_events=0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w1000,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w1000,funnel,raw_candidates,1,0,562,562,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w1000,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w1000,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w1000,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w1000,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w1000,funnel,value,1,0,evaluable=89749;grid_missing=2210759;noise_floor_uses=250747;baseline_refreshes=294712;noise_floor_rate=0.85082046;histogram_overflow=0,evaluable=89749;grid_missing=2210759;noise_floor_uses=250747;baseline_refreshes=294712;noise_floor_rate=0.85082046;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w250,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w250,funnel,raw_candidates,1,0,4898,4898,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w250,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w250,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w250,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w250,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w250,funnel,value,1,0,evaluable=717996;grid_missing=8161641;noise_floor_uses=1852697;baseline_refreshes=1860242;noise_floor_rate=0.99594408;histogram_overflow=0,evaluable=717996;grid_missing=8161641;noise_floor_uses=1852697;baseline_refreshes=1860242;noise_floor_rate=0.99594408;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w500,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w500,funnel,raw_candidates,1,0,3204,3204,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w500,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w500,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w500,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w500,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:AUDUSD:w500,funnel,value,1,0,evaluable=472789;grid_missing=4347282;noise_floor_uses=657472;baseline_refreshes=663660;noise_floor_rate=0.99067595;histogram_overflow=0,evaluable=472789;grid_missing=4347282;noise_floor_uses=657472;baseline_refreshes=663660;noise_floor_rate=0.99067595;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w1000,funnel,events,1,0,2,2,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w1000,funnel,raw_candidates,1,0,233,233,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w1000,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w1000,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w1000,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w1000,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w1000,funnel,value,1,0,evaluable=44307;grid_missing=2281756;noise_floor_uses=29990;baseline_refreshes=223717;noise_floor_rate=0.13405329;histogram_overflow=0,evaluable=44307;grid_missing=2281756;noise_floor_uses=29990;baseline_refreshes=223717;noise_floor_rate=0.13405329;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w250,funnel,events,1,0,1,1,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w250,funnel,raw_candidates,1,0,3550,3550,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w250,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w250,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w250,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w250,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w250,funnel,value,1,0,evaluable=508470;grid_missing=8477285;noise_floor_uses=1501180;baseline_refreshes=1544606;noise_floor_rate=0.97188539;histogram_overflow=0,evaluable=508470;grid_missing=8477285;noise_floor_uses=1501180;baseline_refreshes=1544606;noise_floor_rate=0.97188539;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w500,funnel,events,1,0,2,2,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w500,funnel,raw_candidates,1,0,2257,2257,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w500,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w500,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w500,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w500,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:EURUSD:w500,funnel,value,1,0,evaluable=325047;grid_missing=4494320;noise_floor_uses=393909;baseline_refreshes=516626;noise_floor_rate=0.76246453;histogram_overflow=0,evaluable=325047;grid_missing=4494320;noise_floor_uses=393909;baseline_refreshes=516626;noise_floor_rate=0.76246453;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w1000,funnel,events,1,0,2,2,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w1000,funnel,raw_candidates,1,0,370,370,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w1000,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w1000,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w1000,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w1000,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w1000,funnel,value,1,0,evaluable=60285;grid_missing=2419615;noise_floor_uses=28063;baseline_refreshes=258847;noise_floor_rate=0.10841540;histogram_overflow=0,evaluable=60285;grid_missing=2419615;noise_floor_uses=28063;baseline_refreshes=258847;noise_floor_rate=0.10841540;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w250,funnel,events,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w250,funnel,raw_candidates,1,0,4324,4324,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w250,funnel,ticks,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w250,funnel,scenario_valid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w250,funnel,scenario_invalid,1,0,0,0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w250,funnel,scenario_expectancy_r,1,0,,,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w250,funnel,value,1,0,evaluable=622839;grid_missing=8997132;noise_floor_uses=1659210;baseline_refreshes=1716713;noise_floor_rate=0.96650401;histogram_overflow=0,evaluable=622839;grid_missing=8997132;noise_floor_uses=1659210;baseline_refreshes=1716713;noise_floor_rate=0.96650401;histogram_overflow=0,MATCH
preservation_oracle,summary,DETECTOR:GBPUSD:w500,funnel,events,1,0,0,0,MATCH
